"Отметка времени","Самое значимое для вас событие года?","Посещали ли вы крупные IT-конференции в 2017 году?","Лучшее профильное мероприятие года в Украине (800+ посетителей)?","Лучшее профильное мероприятие года в Украине (400+ посетителей)?","Как вы оцениваете этот год лично для себя?","Какие у вас ожидания от 2018?","Кто вы?"
"2017/12/12 6:02:44 PM GMT+2","Bitcoin по $18K","Нет","","","Трудный год, но в целом все хорошо","Уверен (-а), что год будет лучше 2017","Джуниор (меньше двух лет опыта)"
"2017/12/12 6:03:26 PM GMT+2","Bitcoin по $18K","Нет","","","Нормальный год, все как обычно","Уверен (-а), что год будет лучше 2017","Джуниор (меньше двух лет опыта)"
"2017/12/12 6:03:47 PM GMT+2","Начал действовать безвизовый режим","Нет","","","Неудачный год, все плохо","Уверен (-а), что год будет лучше 2017","Мега-синьор (10+ лет опыта)"
"2017/12/12 6:05:08 PM GMT+2","Начал действовать безвизовый режим","Нет","","","Нормальный год, все как обычно","Не жду чуда. Главное, чтобы не хуже 2017","Синьор (5-10 лет опыта)"
"2017/12/12 6:05:58 PM GMT+2","Запрет «маски-шоу» и изъятие серверов при обыске","Нет","","","Нормальный год, все как обычно","Не жду чуда. Главное, чтобы не хуже 2017","Синьор (5-10 лет опыта)"
"2017/12/12 6:06:35 PM GMT+2","Bitcoin по $18K","Нет","","","Трудный год, но в целом все хорошо","Уверен (-а), что год будет лучше 2017","Джуниор (меньше двух лет опыта)"
"2017/12/12 6:06:46 PM GMT+2","Начал действовать безвизовый режим","Нет","","","Трудный год, но в целом все хорошо","Уверен (-а), что год будет лучше 2017","Синьор (5-10 лет опыта)"
"2017/12/12 6:07:33 PM GMT+2","Начал действовать безвизовый режим","Да","Agile Eastern Europe: Season 8","","Трудный год, но в целом все хорошо","Уверен (-а), что год будет лучше 2017","Синьор (5-10 лет опыта)"
"2017/12/12 6:08:11 PM GMT+2","Сохранение 5% налога для ЕН на 3-й группе","Нет","","","Один из лучших в моей жизни","Уверен (-а), что год будет лучше 2017","Синьор (5-10 лет опыта)"
"2017/12/12 6:08:27 PM GMT+2","Сохранение 5% налога для ЕН на 3-й группе","Да","Lviv IT Arena 2017",".NET Fest","Трудный год, но в целом все хорошо","Уверен (-а), что год будет лучше 2017","Синьор (5-10 лет опыта)"
"2017/12/12 6:09:48 PM GMT+2","Блокировка ВКонтакте, Яндекс, Mail.ru и др. сервисов из РФ","Нет","","","Нормальный год, все как обычно","Не жду чуда. Главное, чтобы не хуже 2017","Миддл (2-5 лет опыта)"
"2017/12/12 6:12:14 PM GMT+2","Сохранение 5% налога для ЕН на 3-й группе","Нет","","","Один из лучших в моей жизни","Уверен (-а), что год будет лучше 2017","Синьор (5-10 лет опыта)"
"2017/12/12 6:13:33 PM GMT+2","Кибератака в Украине (вирус Petya)","Да","KharkivJS","","Один из лучших в моей жизни","Уверен (-а), что год будет лучше 2017","Джуниор (меньше двух лет опыта)"
"2017/12/12 6:14:30 PM GMT+2","Начал действовать безвизовый режим","Нет","","","Трудный год, но в целом все хорошо","Уверен (-а), что год будет лучше 2017","Миддл (2-5 лет опыта)"
"2017/12/12 6:17:16 PM GMT+2","Начал действовать безвизовый режим","Да","Lviv IT Arena 2017",".NET Fest","Нормальный год, все как обычно","Уверен (-а), что год будет лучше 2017","Джуниор (меньше двух лет опыта)"
"2017/12/12 6:20:58 PM GMT+2","Bitcoin по $18K","Нет","","","Трудный год, но в целом все хорошо","Уверен (-а), что год будет лучше 2017","Джуниор (меньше двух лет опыта)"
"2017/12/12 6:21:59 PM GMT+2","Начал действовать безвизовый режим","Да","SQLSaturday Kyiv","PyCon Ukraine 2017","Нормальный год, все как обычно","Уверен (-а), что год будет лучше 2017","Миддл (2-5 лет опыта)"
"2017/12/12 6:24:09 PM GMT+2","Кибератака в Украине (вирус Petya)","Да","HackIT-2017","AI Ukraine ’17","Неудачный год, все плохо","Все будет плохо, но вы держитесь","Мега-синьор (10+ лет опыта)"
"2017/12/12 6:24:12 PM GMT+2","Bitcoin по $18K","Нет","","","Трудный год, но в целом все хорошо","Все будет плохо, но вы держитесь","Мега-синьор (10+ лет опыта)"
"2017/12/12 6:24:23 PM GMT+2","Начал действовать безвизовый режим","Да","Olerom Forum 1","XP Days Ukraine 2017","Нормальный год, все как обычно","Уверен (-а), что год будет лучше 2017","Мега-синьор (10+ лет опыта)"
"2017/12/12 6:24:43 PM GMT+2","Bitcoin по $18K","Нет","","","все норм, но год был самый сложный за последние 7 лет","Не жду чуда. Главное, чтобы не хуже 2017","Миддл (2-5 лет опыта)"
"2017/12/12 6:27:05 PM GMT+2","Bitcoin по $18K","Нет","","","Трудный год, но в целом все хорошо","Не жду чуда. Главное, чтобы не хуже 2017","Миддл (2-5 лет опыта)"
"2017/12/12 6:28:07 PM GMT+2","Начал действовать безвизовый режим","Нет","","","Нормальный год, все как обычно","Уверен (-а), что год будет лучше 2017","Джуниор (меньше двух лет опыта)"
"2017/12/12 6:32:22 PM GMT+2","Bitcoin по $18K","Нет","","","Трудный год, но в целом все хорошо","Уверен (-а), что год будет лучше 2017","Мега-синьор (10+ лет опыта)"
"2017/12/12 6:38:03 PM GMT+2","Блокировка ВКонтакте, Яндекс, Mail.ru и др. сервисов из РФ","Да","KharkivJS","Web Standard Days 2017","Нормальный год, все как обычно","Не жду чуда. Главное, чтобы не хуже 2017","Мега-синьор (10+ лет опыта)"
