Timestamp,Лучший сайт для поиска работы?,Лучшее профильное мероприятие года в Украине?,Самое значимое событие года?,Лучший проект в сфере ИТ-образования?,Как вы оцениваете этот год лично для себя?,Какие у вас ожидания от 2016?,Кто вы?
11/24/2015 16:59:04,,,Покупка Looksery за $150M,,"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",Джуниор (меньше двух лет опыта)
11/24/2015 16:59:29,DOU.ua,Не слежу за мероприятиями,Девальвация гривны,IT Labs,"Нормальный год, все как обычно",Все будет хорошо,Миддл (2-5 лет опыта)
11/24/2015 16:59:44,DOU.ua,Не слежу за мероприятиями,"Личное (новая работа, повышение, свадьба, ...)",Google (самообразование),Один из лучших в моей жизни,Все будет хорошо,Миддл (2-5 лет опыта)
11/24/2015 17:01:21,Work.ua,Black Sea SummIT (Одесса),"Личное (новая работа, повышение, свадьба, ...)",JavaRush,"Трудный год, но в целом все хорошо",Все будет хорошо,Мега-синьор (10+ лет опыта)
11/24/2015 17:02:34,LinkedIn,Не слежу за мероприятиями,"Личное (новая работа, повышение, свадьба, ...)",IT Labs,Один из лучших в моей жизни,Все будет хорошо,Миддл (2-5 лет опыта)
11/24/2015 17:04:45,Джинн,Lviv IT Arena,Покупка Looksery за $150M,Lviv IT school (LITS),"Нормальный год, все как обычно","Надеюсь на лучшее, но есть сомнения",Синьор (5-10 лет опыта)
11/24/2015 17:05:29,LinkedIn,Black Sea SummIT (Одесса),Запуск 3G в Украине,Google (самообразование),"Трудный год, но в целом все хорошо",Все будет хорошо,Миддл (2-5 лет опыта)
11/24/2015 17:05:43,Джинн,Не слежу за мероприятиями,"Личное (новая работа, повышение, свадьба, ...)",CyberBionic Systematics,"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",Миддл (2-5 лет опыта)
11/24/2015 17:09:46,StackOverflow,Не слежу за мероприятиями,"Личное (новая работа, повышение, свадьба, ...)",StackOverflow,"Нормальный год, все как обычно","Надеюсь на лучшее, но есть сомнения",Синьор (5-10 лет опыта)
11/24/2015 17:10:28,Work.ua,IT Fest (Киев),Прекращение активных боевых действий на Донбассе,CyberBionic Systematics,"Трудный год, но в целом все хорошо",Все будет хорошо,Джуниор (меньше двух лет опыта)
11/24/2015 17:10:38,DOU.ua,IT Jam 2015 (Киев),Прекращение активных боевых действий на Донбассе,IT Labs,"Трудный год, но в целом все хорошо",Все будет хорошо,Джуниор (меньше двух лет опыта)
11/24/2015 17:11:55,LinkedIn,Не слежу за мероприятиями,Прекращение активных боевых действий на Донбассе,StackOverflow,"Нормальный год, все как обычно",Все будет хорошо,Мега-синьор (10+ лет опыта)
11/24/2015 17:14:32,Rabota.ua,UA Web Challenge,"Личное (новая работа, повышение, свадьба, ...)",Не слежу / не интересуюсь,Один из лучших в моей жизни,Все будет хорошо,Джуниор (меньше двух лет опыта)
11/24/2015 17:15:12,LinkedIn,OdessaJS/LvivJS/KharkivJS/KyivJS,"Личное (новая работа, повышение, свадьба, ...)",Google (самообразование),"Трудный год, но в целом все хорошо",Все будет хорошо,Миддл (2-5 лет опыта)
11/24/2015 17:15:13,Джинн,Не слежу за мероприятиями,"Личное (новая работа, повышение, свадьба, ...)",Не слежу / не интересуюсь,Один из лучших в моей жизни,"Надеюсь на лучшее, но есть сомнения",Миддл (2-5 лет опыта)
11/24/2015 17:16:32,Work.ua,Black Sea SummIT (Одесса),Покупка Looksery за $150M,Компьютерная школа Hillel,"Нормальный год, все как обычно",Все будет хорошо,
11/24/2015 17:18:10,Джинн,,Девальвация гривны,IT Labs,"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",Миддл (2-5 лет опыта)
11/24/2015 17:18:11,Rabota.ua,IT Fest (Киев),"Личное (новая работа, повышение, свадьба, ...)",Bionic University,"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",Джуниор (меньше двух лет опыта)
11/24/2015 17:19:40,LinkedIn,JavaDay Kyiv,"Личное (новая работа, повышение, свадьба, ...)",PROG kiev ua,"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",Джуниор (меньше двух лет опыта)
