Timestamp,FirstLanguage ,e1,NowLanguage,AdditionalLanguages,NextLanguage,PetProjectsLanguages,Choosing,Change,otherFirst,otherNow,Experience,inUA,Comment,n
,(другой),,Scala,"Java, C/C++, PHP, JavaScript, groovy, ",Scala,"Java, C/C++, Scala, m4",заказчиком,Нет,,,10 и больше
11/17/2010 22:08:00,Pascal/Delphi,,Python,"Python, JavaScript",(выберите из списка),Python,моя организация разрабатывает только на этом языке,Нет,,,10 и больше,да
11/17/2010 22:36:51,PHP,,PHP,"C/C++, PHP, C#, Objective-C, JavaScript, Asm",Ruby,,исполнителем,Нет,,,0,да
11/17/2010 22:57:56,Objective-C,,Java,"C/C++, Objective-C",Java,Java,заказчиком,Да,,,1,да
11/17/2010 23:11:54,Java,,Java,"JavaScript, PL-SQL",Java,"Java, C/C++",зависит от проекта,Нет,,,3,да
11/17/2010 23:14:22,C#,,C#,,C#,,совместным решением,Нет,,,5,да
11/17/2010 23:15:33,Java,,Java,Java,Java,Ruby,заказчиком,Нет,,,4,да
11/17/2010 23:22:33,C#,,C#,JavaScript,C#,"C#, JavaScript",зависит от проекта,Нет,,,2,да
11/17/2010 23:27:30,Pascal/Delphi,,C/C++,C#,C/C++,,зависит от проекта,Нет,,,8,да
11/17/2010 23:36:41,Pascal/Delphi,,другой,"Java, C#, XML",C#,C#,моя организация разрабатывает только на этом языке,Нет,,,1,да
11/17/2010 23:58:00,(выберите из списка),,(выберите из списка),ActionScript 3.0,другой,,исполнителем,Да,,,0,да
11/18/2010 0:32:55,другой,,PHP,JavaScript,PHP,,исполнителем,Нет,,,2,да
11/18/2010 0:47:50,Pascal/Delphi,,PHP,"Java, JavaScript",JavaScript,JavaScript,исполнителем,Да,,,4,да
11/18/2010 0:51:42,PHP,,PHP,"Java, PHP, Perl, JavaScript, Pascal/Delphi, html",PHP,PHP,исполнителем,Нет,,,2,да
11/18/2010 4:03:23,Pascal/Delphi,,другой,"Java, Basic , Ruby, PL/SQL",Lisp,C/C++,совместным решением,Да,,,1,нет
11/18/2010 7:45:10,Python,,Python,"Python, JavaScript, Ocaml, D",Python,"Python, Ocaml, D",моя организация разрабатывает только на этом языке,Нет,,,5,да
11/18/2010 7:57:00,C/C++,,C#,C/C++,C#,C#,заказчиком,Нет,,,4,да
11/18/2010 8:25:21,Pascal/Delphi,,Java,JavaScript,Java,,исполнителем,Нет,,,3,нет
11/18/2010 8:33:16,JavaScript,,другой,C#,C#,,совместным решением,Да,,,3,да
11/18/2010 9:09:50,PHP,,PHP,PHP,C#,"PHP, C#",заказчиком,Нет,,,1,да
11/18/2010 9:38:23,C/C++,,C#,"Java, C/C++, C#, DBase-подобные",C#,Python,зависит от проекта,Нет,,,6,нет
11/18/2010 9:40:15,C#,,Java,DBase-подобные,C#,,зависит от проекта,Нет,,,0,да
11/18/2010 9:50:58,другой,,другой,"C#, Perl, JavaScript, SilkTest 4Test Script",C#,"C#, Perl, JavaScript",зависит от проекта,Да,,,4,да
11/18/2010 9:57:04,C/C++,,другой,"C/C++, Basic , PL/SQL",(выберите из списка),PowerScript,зависит от проекта,Нет,,,10 и больше,да
11/18/2010 10:03:59,Pascal/Delphi,,PHP,"PHP, JavaScript",PHP,"PHP, JavaScript",совместным решением,Нет,,,2,нет
11/18/2010 10:09:15,Basic,,PHP,"PHP, C#, Pascal/Delphi",Python,,зависит от проекта,Да,,,2,нет
11/18/2010 10:14:27,Java,,Java,Action Script 3,Java,,заказчиком,Нет,,,2,да
11/18/2010 10:57:05,PHP,,Java,"DBase-подобные, Shell",Python,,моя организация разрабатывает только на этом языке,Да,,,5,да
11/18/2010 11:04:43,C#,,PHP,,PHP,PHP,исполнителем,Да,,,2,да
11/18/2010 11:09:22,Basic,,PHP,C#,PHP,,совместным решением,Нет,,,3,да
11/18/2010 11:16:03,PHP,,Pascal/Delphi,JavaScript,Java,,моя организация разрабатывает только на этом языке,Нет,,,9,да
11/18/2010 11:32:10,другой,,Java,"Java, JavaScript",Java,Java,совместным решением,Да,,,8,да
11/18/2010 12:01:01,(выберите из списка),,C#,"Java, PHP, C#, JavaScript, Pascal/Delphi",C#,,заказчиком,Нет,,,2,нет
11/18/2010 12:15:00,Python,,Python,Python,Python,"C/C++, Python",заказчиком,Нет,,,3,да
11/18/2010 12:23:27,C/C++,,C/C++,"C/C++, Fortran, Asm",C/C++,C/C++,совместным решением,Нет,,,4,нет
11/18/2010 12:23:29,Basic,,C/C++,Perl,Java,,зависит от проекта,Нет,,,2,да
11/18/2010 12:26:27,DBase-подобные ,,Java,JavaScript,Java,"Java, Groovy",исполнителем,Нет,,,5,да
11/18/2010 12:29:08,Pascal/Delphi,,C#,,C#,,моя организация разрабатывает только на этом языке,Нет,,,6,да
11/18/2010 12:29:23,C/C++,,C/C++,"C/C++, Objective-C",C/C++,C/C++,исполнителем,Нет,,,3,да
11/18/2010 12:34:37,Pascal/Delphi,,C#,JavaScript,C#,C#,заказчиком,Нет,,,1,да
11/18/2010 12:35:15,Pascal/Delphi,,Python,JavaScript,Python,Python,совместным решением,Нет,,,2,да
11/18/2010 13:10:29,Pascal/Delphi,,C#,,C#,,исполнителем,Нет,,,5,да
11/18/2010 13:13:30,Java,,C#,"Java, C/C++, PHP, JavaScript, FoxPro",C#,,зависит от проекта,Нет,,,5,да
11/18/2010 13:14:31,C/C++,,Java,,(выберите из списка),,зависит от проекта,Да,,,2,да
11/18/2010 13:36:19,C/C++,,Objective-C,"C/C++, Ruby, UNIX Shell",Objective-C,,зависит от проекта,Нет,,,4,да
11/18/2010 13:38:00,PHP,,JavaScript,,JavaScript,,исполнителем,Нет,,,0,да
11/18/2010 14:00:01,Asm,,C/C++,,Python,C/C++,моя организация разрабатывает только на этом языке,Нет,,,10 и больше,да
11/18/2010 14:17:58,Pascal/Delphi,,Java,"Java, Perl, JavaScript",Java,,совместным решением,Нет,,,5,да
11/18/2010 14:33:30,Asm,,PHP,"C/C++, JavaScript, Lua",JavaScript,"C/C++, PHP, JavaScript, Lua",зависит от проекта,Да,,,5,да
11/18/2010 14:48:54,Basic,,C/C++,"C#, Python, Pascal/Delphi, Cobol",другой,"PHP, C#, JavaScript, Lisp, Asm",совместным решением,Нет,,,10 и больше,да
11/18/2010 14:50:37,DBase-подобные ,,DBase-подобные,"C#, Perl",DBase-подобные,"Perl, DBase-подобные",заказчиком,Нет,,,3,да,"На вопрос:
Если бы вы начинали сейчас коммерческий проект, и у вас была бы свобода выбора языка, какой язык вы бы выбрали?
Первый ответ, который мне пришёл в голову: Я БЫ ВЫБРАЛ РУССКИЙ ЯЗЫК :)

А так очень трудно выбрать наверное потому, что я QA и мне всё равно на каком языке написан ""подопытный"", лишь бы работало правильно и быстро :)

Я заметил, что если написано кривыми руками, то язык тут уже не имеет значения."
11/18/2010 14:51:50,Fortran,,Perl,PHP,Java,,совместным решением,Да,,,10 и больше,да
11/18/2010 14:53:13,Perl,,Perl,"PHP, Python",C/C++,"C/C++, PHP, Python, Perl",совместным решением,Да,,,4,да
11/18/2010 14:55:25,Python,,C#,,C#,,исполнителем,Нет,,,10 и больше,да
11/18/2010 15:08:24,(выберите из списка),,C#,,(выберите из списка),,заказчиком,Да,,,0,да
11/18/2010 15:17:29,(выберите из списка),,(выберите из списка),,(выберите из списка),C/C++,исполнителем,Нет,,,0,да
11/18/2010 15:48:45,C#,,C#,JavaScript,C#,,моя организация разрабатывает только на этом языке,Нет,,,3,нет
11/18/2010 15:58:18,C/C++,,Python,JavaScript,Python,Python,заказчиком,Нет,,,1,нет
11/18/2010 16:06:52,Java,,Java,,Java,,заказчиком,Да,,,5,да
11/18/2010 16:14:39,Java,,Java,JavaScript,Java,"Java, Pascal/Delphi",совместным решением,Да,,,5,да
11/18/2010 16:23:16,C#,,C#,"C#, Basic , Boo",C#,,исполнителем,Да,,,5,да
11/18/2010 16:45:51,(выберите из списка),,(выберите из списка),"C#, Python, Objective-C",Objective-C,"Python, Objective-C",заказчиком,Да,,,10 и больше,да
11/18/2010 16:58:56,C/C++,,Pascal/Delphi,PL/SQL,Pascal/Delphi,,заказчиком,Нет,,,3,да
11/18/2010 16:58:58,C/C++,,C#,"C/C++, PHP, C#, JavaScript",C#,,зависит от проекта,Нет,,,5,нет
11/18/2010 17:02:00,Python,,C#,,Python,,зависит от проекта,Да,,,1,да,убейте того кто придумал ООП
11/18/2010 17:10:04,PHP,,DBase-подобные,"C/C++, DBase-подобные, Shell",Python,"Python, DBase-подобные, Shell",совместным решением,Да,,,5,да,Восновном работаю с Linux системами. И потому использую языки которые совместими с linux.
11/18/2010 17:25:05,C#,,C#,JavaScript,C#,C#,совместным решением,Нет,,,4,да
11/18/2010 17:26:18,C#,,C#,"Java, C/C++",C#,,исполнителем,Да,,,1,да
11/18/2010 17:27:19,C/C++,,Lua,"C/C++, Objective-C, Lua",Objective-C,,совместным решением,Да,,,2,да
11/18/2010 17:35:15,C/C++,,PHP,"Java, JavaScript",PHP,"Java, PHP",зависит от проекта,Да,,,10 и больше,нет
11/18/2010 17:35:19,C#,,C#,JavaScript,Scala,JavaScript,заказчиком,Да,,,5,да
11/18/2010 17:45:57,другой,,PHP,"JavaScript, 1C",Java,,исполнителем,Да,,,5,да
11/18/2010 18:22:34,Pascal/Delphi,,C#,"TSQL, MDX",C#,"Java, C/C++, C#, Pascal/Delphi",зависит от проекта,Нет,,,6,да
11/18/2010 18:23:45,C/C++,,C/C++,,C#,,моя организация разрабатывает только на этом языке,Нет,,,7,да
11/18/2010 18:24:45,(выберите из списка),,Java,"Java, C#",Java,,совместным решением,Нет,,,3,да
11/18/2010 18:27:03,C/C++,,C#,"C/C++, PHP, C#",C#,"C/C++, PHP, C#",моя организация разрабатывает только на этом языке,Нет,,,6,да
11/18/2010 18:30:05,C/C++,,C/C++,Lua,C/C++,"Java, C/C++, Lua",моя организация разрабатывает только на этом языке,Нет,,,5,да
11/18/2010 18:38:30,C/C++,,Java,JavaScript,Java,,совместным решением,Нет,,,5,да
11/18/2010 18:39:08,Asm,,C/C++,C#,C/C++,C/C++,моя организация разрабатывает только на этом языке,Нет,,,10 и больше,да
11/18/2010 18:52:58,C/C++,,Java,groovy,Java,,заказчиком,Нет,,,5,да
11/18/2010 18:54:46,Asm,,C/C++,"Java, C/C++, C#, Python, JavaScript, Asm",Java,"C/C++, Asm",заказчиком,Нет,,,10 и больше,нет
11/18/2010 19:20:56,PHP,,Java,"Java, PHP, Perl",Java,Java,исполнителем,Да,,,3,да
11/18/2010 19:59:19,C/C++,,C/C++,Asm,C/C++,,заказчиком,Да,,,10 и больше,да
11/18/2010 20:01:49,Pascal/Delphi,,DBase-подобные,"C#, DBase-подобные",C#,,моя организация разрабатывает только на этом языке,Да,,,2,да
11/18/2010 20:19:57,PHP,,PHP,JavaScript,PHP,"Java, PHP, JavaScript",заказчиком,Нет,,,3,да
11/18/2010 20:21:44,Pascal/Delphi,,C#,"C#, Python, Haskell",C#,"C#, Python",зависит от проекта,Нет,,,8,да
11/18/2010 20:22:30,DBase-подобные ,,C/C++,"C/C++, JavaScript, Lua",C/C++,"C/C++, JavaScript, Lisp, Lua",заказчиком,Нет,,,10 и больше,да
11/18/2010 20:29:59,C/C++,,PHP,JavaScript,JavaScript,,зависит от проекта,Да,,,5,да
11/18/2010 20:32:53,PHP,,PHP,"Java, JavaScript",Ruby,,зависит от проекта,Да,,,1,да
11/18/2010 20:45:05,Pascal/Delphi,,C#,C#,C#,C#,заказчиком,Нет,,,3,да
11/18/2010 20:45:12,C#,,C#,JavaScript,C#,,совместным решением,Нет,,,4,да
11/18/2010 20:54:20,Basic,,PHP,"PHP, Perl, JavaScript, 1C",C#,PHP,зависит от проекта,Да,,,10 и больше,да
11/18/2010 20:58:39,Java,,Java,"Java, JavaScript",Java,,совместным решением,Нет,,,6,да
11/18/2010 21:03:41,Pascal/Delphi,,Java,"PHP, Basic , JavaScript",Java,"Java, Pascal/Delphi",зависит от проекта,Нет,,,10 и больше,да
11/18/2010 21:14:16,Pascal/Delphi,,C#,,C#,"C/C++, C#",моя организация разрабатывает только на этом языке,Нет,,,5,да
11/18/2010 21:15:04,PHP,,PHP,,PHP,,заказчиком,Нет,,,3,нет
11/18/2010 21:18:16,другой,,C/C++,"C/C++, JavaScript",JavaScript,"C/C++, JavaScript",зависит от проекта,Нет,,,10 и больше,да
11/18/2010 21:38:49,PHP,,PHP,"Python, JavaScript",Python,"PHP, Python",совместным решением,Да,,,2,нет
11/18/2010 21:41:01,C/C++,,PHP,"C/C++, Python, JavaScript",Python,,зависит от проекта,Нет,,,2,да
11/18/2010 21:46:44,(выберите из списка),,(выберите из списка),C#,Ruby,"Python, Ruby",заказчиком,Да,,,3,да
11/18/2010 22:06:14,Basic,,C#,"C/C++, PHP, C#, JavaScript",Pascal/Delphi,Pascal/Delphi,совместным решением,Да,,,10 и больше,да
11/18/2010 22:29:57,C/C++,,Python,JavaScript,Python,,моя организация разрабатывает только на этом языке,Нет,,,6,нет
11/18/2010 22:41:19,Pascal/Delphi,,Objective-C,C/C++,Objective-C,Objective-C,совместным решением,Нет,,,8,да
11/18/2010 22:55:07,Java,,Java,"PHP, JavaScript",PHP,PHP,заказчиком,Нет,,,2,да
11/18/2010 22:59:45,C/C++,,C/C++,"Java, C/C++, JavaScript, Asm",C/C++,"C/C++, Pascal/Delphi",совместным решением,Нет,,,5,да
11/18/2010 23:12:30,Pascal/Delphi,,Pascal/Delphi,"C/C++, PHP",Pascal/Delphi,Pascal/Delphi,исполнителем,Нет,,,4,да
11/18/2010 23:18:49,C/C++,,Java,"Java, C/C++, Objective-C",Java,Java,зависит от проекта,Нет,,,4,да
11/18/2010 23:29:13,C#,,Java,"Java, PHP, C#, JavaScript",C#,C#,зависит от проекта,Нет,,,5,нет
11/18/2010 23:31:24,PHP,,PHP,JavaScript,PHP,PHP,моя организация разрабатывает только на этом языке,Нет,,,5,нет
11/18/2010 23:34:52,PHP,,Java,"Python, Scala",Scala,"Java, Scala",зависит от проекта,Нет,,,7,да
11/18/2010 23:39:56,Objective-C,,Objective-C,"C/C++, Objective-C",Objective-C,"C/C++, Objective-C",исполнителем,Нет,,,1,да
11/18/2010 23:40:09,C/C++,,Java,"PHP, C#, JavaScript, 1C",C#,,зависит от проекта,Нет,,,1,да
11/18/2010 23:43:25,(выберите из списка),,C#,JavaScript,C#,C#,заказчиком,Нет,,,3,да
11/18/2010 23:45:46,(выберите из списка),,PHP,JavaScript,PHP,PHP,совместным решением,Да,,,1,да
11/19/2010 0:11:47,Java,,C#,C#,C#,,заказчиком,Нет,,,8,да
11/19/2010 0:15:19,Perl,,Ruby,"C/C++, PHP, Perl, Ruby",Ruby,,совместным решением,Нет,,,10 и больше,да
11/19/2010 0:53:07,(выберите из списка),,(выберите из списка),C/C++,(выберите из списка),Python,зависит от проекта,Нет,,,4,да
11/19/2010 1:14:09,C#,,Java,Java,Java,Java,заказчиком,Нет,,,4,да
11/19/2010 1:46:33,C/C++,,Java,"Java, JavaScript",Java,"Java, JavaScript",заказчиком,Нет,,,7,да,фігня якась
11/19/2010 2:50:41,C/C++,,C/C++,"C/C++, C#",C/C++,C/C++,зависит от проекта,Нет,,,10 и больше,нет
11/19/2010 3:01:44,Pascal/Delphi,,C/C++,Asm,C/C++,"C/C++, Asm",зависит от проекта,Нет,,,10 и больше,да
11/19/2010 5:12:40,(выберите из списка),,(выберите из списка),Java,Java,Java,совместным решением,Нет,,,8,нет
11/19/2010 7:12:20,PHP,,C/C++,"C/C++, PHP, Pascal/Delphi",C/C++,"C/C++, PHP",исполнителем,Нет,,,6,нет
11/19/2010 7:40:02,другой,,Python,"JavaScript, SQL",Python,Python,заказчиком,Нет,,,4,да
11/19/2010 7:53:11,C/C++,,Objective-C,C/C++,C/C++,C/C++,заказчиком,Нет,,,6,да
11/19/2010 8:16:12,Pascal/Delphi,,PHP,JavaScript,PHP,PHP,моя организация разрабатывает только на этом языке,Нет,,,4,да
