"X","Должность","Язык.программирования","Специализация","Общий.опыт.работы","Опыт.работы.на.текущем.месте","Зарплата.в.месяц","Изменение.зарплаты","Город","Размер.компании","Пол","Возраст","Образование","Уровень.английского","Дата.заполнения","User.Agent","exp","current_job_exp","loc","salary","Валюта","cls"
"2180",NA,"Senior QA engineer","","General QA","3","2",1700,400,"Киев","свыше 1000 человек","мужской",26,"Высшее","выше среднего","21/12/2012 11:02:16","Mozilla/5.0 (Windows NT 6.1; rv:17.0) Gecko/20100101 Firefox/17.0",3,2,"Киев",1700,NA,"QA"
"2181",NA,"Junior Software Engineer","Java","","меньше 3 месяцев","меньше 3 месяцев",410,0,"Киев","до 10 человек","женский",22,"Высшее","выше среднего","21/12/2012 11:02:43","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",0,0,"Киев",410,NA,"DEV"
"2182",NA,"Software Engineer","Java","","3.5","0.5",2500,1000,"Киев","свыше 1000 человек","женский",26,"Высшее","средний","21/12/2012 11:04:44","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",3.5,0.5,"Киев",2500,NA,"DEV"
"2183",NA,"QA engineer","","Manual QA","меньше 3 месяцев","меньше 3 месяцев",1000,0,"Киев","свыше 1000 человек","мужской",26,"Высшее","средний","21/12/2012 11:11:09","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0",0,0,"Киев",1000,NA,"QA"
"2184",NA,"Senior Software Engineer","C#/.NET","","7","2.5",2700,200,"Харьков","свыше 1000 человек","мужской",29,"Высшее","выше среднего","21/12/2012 11:12:39","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:19.0) Gecko/20121204 Firefox/19.0",7,2.5,"Харьков",2700,NA,"DEV"
"2185",NA,"Senior Software Engineer","C#/.NET","","4","1.75",2000,100,"Киев","до 200 человек","мужской",25,"Высшее","выше среднего","21/12/2012 11:12:48","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.95 Safari/537.11",4,1.75,"Киев",2000,NA,"DEV"
"2186",NA,"Junior Software Engineer","Other","","0.5","0.5",400,0,"Киев","свыше 1000 человек","мужской",24,"Высшее","средний","21/12/2012 11:16:38","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:16.0) Gecko/20100101 Firefox/16.0",0.5,0.5,"Киев",400,NA,"DEV"
"2187",NA,"Junior Software Engineer","Java","","0.5","0.5",400,400,"Киев","до 10 человек","мужской",23,"Незаконченное высшее","элементарный","21/12/2012 11:19:44","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0",0.5,0.5,"Киев",400,NA,"DEV"
"2188",NA,"Junior QA engineer","","Automation QA","1.5","1.5",1300,500,"Киев","свыше 1000 человек","мужской",26,"Два высших","средний","21/12/2012 11:23:03","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",1.5,1.5,"Киев",1300,NA,"QA"
"2189",NA,"Junior Software Engineer","C++","","1.75","1.75",950,400,"Львов","до 50 человек","мужской",29,"Высшее","ниже среднего","21/12/2012 11:24:13","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",1.75,1.75,"Львов",950,NA,"DEV"
"2190",NA,"Director of Engineering / Program Director","","","10 и более лет","10 и более лет",3000,300,"Киев","до 200 человек","мужской",31,"Два высших","средний","21/12/2012 11:51:35","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0",10,10,"Киев",3000,NA,"SPM"
"2191",NA,"Software Engineer","C#/.NET","","5","0.5",2500,500,"Киев","до 200 человек","мужской",34,"Высшее","средний","21/12/2012 11:53:09","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",5,0.5,"Киев",2500,NA,"DEV"
"2192",NA,"Team lead","","","2.5","2.5",3400,200,"Киев","до 200 человек","мужской",34,"Высшее","средний","21/12/2012 11:56:48","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0",2.5,2.5,"Киев",3400,NA,"PM"
"2193",NA,"Технический писатель","","","2.5","2.5",940,250,"Черновцы","до 50 человек","мужской",26,"Высшее","продвинутый","21/12/2012 12:02:35","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0",2.5,2.5,"other",940,NA,""
"2194",NA,"Junior Software Engineer","Python","","0.75","меньше 3 месяцев",650,0,"Луганск","до 50 человек","мужской",22,"Высшее","средний","21/12/2012 12:09:51","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0",0.75,0,"other",650,NA,"DEV"
"2195",NA,"Senior Software Engineer","C++","","5","3",3000,250,"Харьков","до 200 человек","мужской",24,"Высшее","продвинутый","21/12/2012 12:12:29","Opera/9.80 (Macintosh; Intel Mac OS X 10.7.5) Presto/2.12.388 Version/12.11",5,3,"Харьков",3000,NA,"DEV"
"2196",NA,"Software Engineer","C++","","7","2",2700,0,"Киев","до 200 человек","мужской",29,"Высшее","выше среднего","21/12/2012 12:17:19","Mozilla/5.0 (Windows NT 5.1; rv:16.0) Gecko/20100101 Firefox/16.0",7,2,"Киев",2700,NA,"DEV"
"2197",NA,"Senior QA engineer","","General QA","6","5.5",2000,400,"Киев","свыше 1000 человек","мужской",29,"Высшее","ниже среднего","21/12/2012 12:22:46","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",6,5.5,"Киев",2000,NA,"QA"
"2198",NA,"Software Engineer","Java","","2","1",2100,400,"Киев","свыше 1000 человек","мужской",26,"Незаконченное высшее","выше среднего","21/12/2012 12:39:43","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.95 Safari/537.11",2,1,"Киев",2100,NA,"DEV"
"2199",NA,"Software Engineer","Ruby/Rails","","2.5","0.25",2500,1000,"Киев","до 200 человек","мужской",26,"Среднее","средний","21/12/2012 12:45:50","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.101 Safari/537.11",2.5,0.25,"Киев",2500,NA,"DEV"
"2200",NA,"Project manager","","","2.5","меньше 3 месяцев",500,200,"Днепр.","до 10 человек","мужской",21,"Незаконченное высшее","ниже среднего","21/12/2012 12:53:32","Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.10 (KHTML, like Gecko) Chrome/8.0.552.224 Safari/534.10",2.5,0,"Днепр.",500,NA,"PM"
"2201",NA,"Senior Software Engineer","Java","","3.5","1.75",2900,500,"Киев","свыше 1000 человек","мужской",26,"Высшее","средний","21/12/2012 13:02:56","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",3.5,1.75,"Киев",2900,NA,"DEV"
"2202",NA,"Project manager","","","6","2",4000,600,"Киев","свыше 1000 человек","мужской",30,"Высшее","выше среднего","21/12/2012 13:12:54","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",6,2,"Киев",4000,NA,"PM"
"2203",NA,"QA engineer","","General QA","3","0.5",1800,700,"Киев","свыше 1000 человек","мужской",24,"Незаконченное высшее","элементарный","21/12/2012 13:18:23","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",3,0.5,"Киев",1800,NA,"QA"
"2204",NA,"Software Engineer","PHP","","2.5","2.5",1500,700,"Харьков","до 10 человек","мужской",24,"Высшее","средний","21/12/2012 13:20:31","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",2.5,2.5,"Харьков",1500,NA,"DEV"
"2205",NA,"Системный администратор","","","5","меньше 3 месяцев",1500,200,"Харьков","до 50 человек","мужской",27,"Высшее","выше среднего","21/12/2012 13:40:16","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",5,0,"Харьков",1500,NA,"ADM"
"2206",NA,"Junior Software Engineer","Python","","0.5","0.5",800,0,"Харьков","до 200 человек","мужской",22,"Незаконченное высшее","выше среднего","21/12/2012 13:46:41","Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",0.5,0.5,"Харьков",800,NA,"DEV"
"2207",NA,"Technical Lead","Java","","6","1.25",2750,750,"Одесса","до 1000 человек","мужской",26,"Высшее","выше среднего","21/12/2012 13:53:19","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",6,1.25,"other",2750,NA,"SDEV"
"2208",NA,"Software Engineer","Java","","3","2.5",1700,200,"Киев","свыше 1000 человек","мужской",31,"Высшее","средний","21/12/2012 14:08:08","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",3,2.5,"Киев",1700,NA,"DEV"
"2209",NA,"Senior QA engineer","","Manual QA","6","меньше 3 месяцев",1800,200,"Киев","до 50 человек","женский",30,"Высшее","продвинутый","21/12/2012 14:09:24","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0",6,0,"Киев",1800,NA,"QA"
"2210",NA,"Системный администратор","","","5","5",550,0,"Киев","до 10 человек","мужской",25,"Незаконченное высшее","ниже среднего","21/12/2012 14:14:25","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",5,5,"Киев",550,NA,"ADM"
"2211",NA,"QA engineer","","Manual QA","3","0.5",1200,400,"Львов","до 200 человек","мужской",23,"Незаконченное высшее","средний","21/12/2012 14:15:09","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",3,0.5,"Львов",1200,NA,"QA"
"2212",NA,"QA engineer","","General QA","5","1.5",1600,300,"Киев","свыше 1000 человек","женский",26,"Высшее","средний","21/12/2012 14:15:40","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1",5,1.5,"Киев",1600,NA,"QA"
"2213",NA,"Senior QA engineer","","Manual QA","3","2.5",2000,450,"Киев","свыше 1000 человек","мужской",27,"Высшее","выше среднего","21/12/2012 14:22:15","Mozilla/5.0 (Windows NT 5.1; rv:17.0) Gecko/20100101 Firefox/17.0",3,2.5,"Киев",2000,NA,"QA"
"2214",NA,"Senior Software Engineer","Ruby/Rails","","5","1.5",3500,500,"Киев","до 1000 человек","мужской",30,"Высшее","выше среднего","21/12/2012 14:23:37","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",5,1.5,"Киев",3500,NA,"DEV"
"2215",NA,"Junior Software Engineer","JavaScript","","1","1",500,0,"Винница","до 200 человек","мужской",20,"Незаконченное высшее","элементарный","21/12/2012 14:30:26","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",1,1,"other",500,NA,"DEV"
"2216",NA,"Technical Lead","C++","","6","0.75",3500,1000,"Киев","до 200 человек","мужской",26,"Высшее","выше среднего","21/12/2012 14:32:11","Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; GTB7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C; .NET4.0E; AskTbFXTV5/5.15.4.23821)",6,0.75,"Киев",3500,NA,"SDEV"
"2217",NA,"Senior Software Engineer","Flex/Flash/AIR","","8","3",4200,340,"Киев","до 50 человек","мужской",30,"Высшее","выше среднего","21/12/2012 14:34:39","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.101 Safari/537.11",8,3,"Киев",4200,NA,"DEV"
"2218",NA,"Technical Lead","C#/.NET","","10 и более лет","2",3500,2300,"Запорожье","до 10 человек","мужской",26,"Высшее","средний","21/12/2012 14:40:58","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",10,2,"other",3500,NA,"SDEV"
"2219",NA,"Software Engineer","C#/.NET","","4","меньше 3 месяцев",1400,0,"Львов","до 200 человек","мужской",24,"Высшее","средний","21/12/2012 14:50:14","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0",4,0,"Львов",1400,NA,"DEV"
"2220",NA,"Project manager","","","3","3",1100,300,"Киев","до 10 человек","мужской",21,"Незаконченное высшее","средний","21/12/2012 14:52:37","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.101 Safari/537.11",3,3,"Киев",1100,NA,"PM"
"2221",NA,"Junior Software Engineer","Objective-C","","1","меньше 3 месяцев",570,300,"Харьков","до 10 человек","мужской",22,"Высшее","средний","21/12/2012 14:57:32","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",1,0,"Харьков",570,NA,"DEV"
"2222",NA,"Software Engineer","C#/.NET","","2.5","2.5",1000,400,"Харьков","до 50 человек","мужской",25,"Высшее","средний","21/12/2012 14:58:04","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)",2.5,2.5,"Харьков",1000,NA,"DEV"
"2223",NA,"Junior QA engineer","","General QA","0.75","0.75",350,0,"Харьков","до 50 человек","мужской",25,"Высшее","элементарный","21/12/2012 15:12:25","Mozilla/5.0 (Windows NT 5.1; rv:17.0) Gecko/20100101 Firefox/17.0",0.75,0.75,"Харьков",350,NA,"QA"
"2224",NA,"Junior QA engineer","","Automation QA","0.5","0.5",580,0,"Киев","свыше 1000 человек","мужской",21,"Незаконченное высшее","выше среднего","21/12/2012 15:12:29","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0",0.5,0.5,"Киев",580,NA,"QA"
"2225",NA,"Technical Lead","C#/.NET","","6","0.5",4500,1900,"Киев","до 10 человек","мужской",28,"Высшее","средний","21/12/2012 15:14:56","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",6,0.5,"Киев",4500,NA,"SDEV"
"2226",NA,"Junior Software Engineer","Other","","3","1",800,0,"Киев","до 50 человек","женский",26,"Высшее","ниже среднего","21/12/2012 15:15:45","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",3,1,"Киев",800,NA,"DEV"
"2227",NA,"Senior Software Engineer","Java","","6","2.5",2800,300,"Киев","до 200 человек","мужской",31,"Высшее","ниже среднего","21/12/2012 15:15:53","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",6,2.5,"Киев",2800,NA,"DEV"
"2228",NA,"Software Engineer","PHP","","1.25","0.75",1000,500,"Харьков","до 200 человек","мужской",22,"Высшее","выше среднего","21/12/2012 15:27:43","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4",1.25,0.75,"Харьков",1000,NA,"DEV"
"2229",NA,"Junior Software Engineer","Java","","1","1",1200,0,"Луганск","до 200 человек","мужской",27,"Высшее","элементарный","21/12/2012 15:31:51","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",1,1,"other",1200,NA,"DEV"
"2230",NA,"QA engineer","","Manual QA","1.5","0.5",1450,500,"Киев","свыше 1000 человек","женский",25,"Высшее","ниже среднего","21/12/2012 15:36:57","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",1.5,0.5,"Киев",1450,NA,"QA"
"2231",NA,"Senior QA engineer","","General QA","5","1",2000,100,"Харьков","до 1000 человек","мужской",31,"Высшее","средний","21/12/2012 15:37:28","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0",5,1,"Харьков",2000,NA,"QA"
"2232",NA,"QA engineer","","Manual QA","1","1",750,400,"Львов","до 200 человек","мужской",33,"Среднее","средний","21/12/2012 15:40:18","Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.11",1,1,"Львов",750,NA,"QA"
"2233",NA,"Senior Software Engineer","C#/.NET","","5","0.5",2500,0,"Киев","до 50 человек","мужской",27,"Высшее","выше среднего","21/12/2012 15:41:19","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",5,0.5,"Киев",2500,NA,"DEV"
