Отметка времени,Ви працюєте зараз в ІТ?,Де ви мешкаєте?,Де ви працюєте?,Ваша стать,Ваш вік,Яка у вас освіта?,Вкажіть заклад вищої освіти,Знання англійської мови,Оберіть вашу посаду,Ваш тайтл,Вкажіть вашу спеціалізацію,Основна мова програмування,Інші мови програмування,"Фреймворки, бібліотеки та платформи","Платформи, для яких розробляєте на поточному місці роботи?",Ваш тайтл_1,Вкажіть вашу спеціалізацію_2,Яку мову програмування використовуєте у роботі?,Оберіть вашу посаду_3,Ваш тайтл_4,Ваша посада,Ваш тайтл_5,Оберіть вашу посаду_6,Ваш тайтл_7,Ваша посада_8,Ваш тайтл_9,Ваша посада_10,Ваш тайтл_11,Ваша посада_12,Ваш тайтл_13,Ваша посада_14,Ваш тайтл_15,Ваша посада_16,В якій сфері працюєте?,Тип компанії,Кількість спеціалістів у вашій компанії (в Україні),Загальний стаж роботи за спеціальністю,Стаж на поточному місці роботи,У скількох компаніях встигли попрацювати за час ІТ-кар'єри?,"Зарплата у $$$ за місяць, лише ставка після сплати податків",Наскільки змінилась ваша зарплата за останні 12 місяців?,Чи отримуєте ви грошові бонуси до зарплати?,Вкажіть суму цього бонуса у $$$ після податків
02/01/2021 18:47,"Так, працюю full-time",Київ,"Частково віддалено, частково в офісі",Жінка,22,Вища,,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Full-stack,C#/.NET,JavaScript,".NET, .NET Core, Angular/Angular.js",Web,,,,,,,,,,,,,,,,,,,ERP,Продуктова,до 200,2 роки,2 роки,1,2250,750,"Ні, не отримую",
12/12/2020 19:32,"Так, працюю full-time",Київ,Віддалено,Чоловік,27,Вища,НТУУ «КПІ»,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Back-end,Java,"Kotlin, SQL","Hibernate, Spring",Web,,,,,,,,,,,,,,,,,,,E-commerce,Аутсорсингова,понад 1000,6 років,2 роки,3-4,3500,500,"Ні, не отримую",
08/12/2020 01:58,"Так, працюю full-time",Дніпро,Віддалено,Чоловік,28,Вища,Інший виш,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Back-end,JavaScript,"PHP, SQL","Express, Node.js, React.js",Web,,,,,,,,,,,,,,,,,,,Інша,Аутсорсингова,до 200,6 років,3 роки,3-4,2256,261,Отримую бонус щороку,1400
13/12/2020 10:39,"Так, працюю full-time",Львів,Віддалено,Чоловік,33,Вища,Інший виш,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Back-end,Ruby,"Python, SQL",Ruby on Rails,Web,,,,,,,,,,,,,,,,,,,Adtech,Аутсорсингова,до 1000,4 роки,3 роки,2,3500,0,Отримую бонус щороку,500
15/12/2020 20:54,"Так, працюю full-time",Київ,Віддалено,Чоловік,36,Вища,Інший виш,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Tech Lead,Full-stack,Ruby,"Go, Java, JavaScript","Angular/Angular.js, React.js, Ruby on Rails",Web,,,,,,,,,,,,,,,,,,,"E-commerce, Fintech",Продуктова,до 10 спеціалістів,10 і більше років,1 рік,8 і більше,6500,2500,"Ні, не отримую",
29/12/2020 00:51,"Так, працюю full-time",Київ,Віддалено,Жінка,22,Вища,НаУКМА,Advanced,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Front-end,JavaScript,TypeScript,"Drupal, Node.js, React.js",Web,,,,,,,,,,,,,,,,,,,"Automotive, E-commerce",Аутстафінгова,до 200,3 роки,2 роки,2,2258,1000,Отримую бонус щороку,1200
01/01/2021 21:06,"Так, працюю full-time",Київ,"Частково віддалено, частково в офісі",Чоловік,26,Вища,,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Team Lead,Front-end,TypeScript,JavaScript,Angular/Angular.js,"Web, Mobile cross-platform",,,,,,,,,,,,,,,,,,,Medtech,Продуктова,до 50,4 роки,Менше як 3 місяці,5-7,4400,1400,"Ні, не отримую",
13/12/2020 18:13,"Так, працюю full-time",Львів,"Частково віддалено, частково в офісі",Жінка,33,Вища,ЛНУ ім. Франка,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Back-end,Java,"JavaScript, SQL, TypeScript","Angular/Angular.js, Hibernate, Spring",Web,,,,,,,,,,,,,,,,,,,Internet of Things,Продуктова,до 10 спеціалістів,6 років,2 роки,3-4,3500,300,"Ні, не отримую",
07/12/2020 11:29,"Так, працюю full-time",Львів,"Частково віддалено, частково в офісі",Чоловік,19,Ще студент,ЛНУ ім. Франка,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Full-stack,C#/.NET,Не використовую,".NET, .NET Core, ASP.NET","Web, Desktop",,,,,,,,,,,,,,,,,,,"High Load Systems, Manufacturing, Mobile",Аутсорсингова,до 200,2 роки,Менше як 3 місяці,2,800,400,"Ні, не отримую",
08/12/2020 19:24,"Так, працюю full-time",Інше,Віддалено,Чоловік,25,Вища,ЧНУ ім. Федьковича,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Full-stack,Python,"JavaScript, SQL","Django, Vue.js","Web, PWA",,,,,,,,,,,,,,,,,,,Medtech,Аутстафінгова,до 200,4 роки,3 роки,1,2260,800,"Ні, не отримую",
14/12/2020 14:47,"Так, працюю full-time",Київ,Віддалено,Чоловік,30,Вища,Інший виш,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Front-end,JavaScript,"PHP, SQL, TypeScript","Angular/Angular.js, Express, jQuery","Web, Desktop",,,,,,,,,,,,,,,,,,,Інша,Аутсорсингова,понад 1000,7 років,Пів року,3-4,3500,2000,"Отримую бонус за гарні показники роботи, але нерегулярно",250
07/12/2020 11:33,"Так, працюю full-time",Київ,"Частково віддалено, частково в офісі",Чоловік,20,Ще студент,НАУ,Elementary,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Front-end,JavaScript,Не використовую,React.js,"Web, Desktop, Mobile cross-platform",,,,,,,,,,,,,,,,,,,E-commerce,Продуктова,до 1000,Менше як 3 місяці,Менше як 3 місяці,1,800,0,Отримую бонус щомісяця,900
07/12/2020 12:29,"Так, працюю full-time",Київ,Віддалено,Чоловік,31,Дві вищих,КНУТД,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Back-end,Java,Groovy,Spring,Web,,,,,,,,,,,,,,,,,,,Telecom,Аутсорсингова,понад 1000,5 років,2 роки,2,2280,380,"Ні, не отримую",
18/12/2020 17:37,"Так, працюю full-time",Київ,Віддалено,Чоловік,37,Вища,НТУУ «КПІ»,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Front-end,JavaScript,Не використовую,"Node.js, Vue.js, Nuxt.js",Web,,,,,,,,,,,,,,,,,,,"E-commerce, Fintech",Аутстафінгова,до 50,3 роки,3 роки,2,2280,380,"Ні, не отримую",
14/12/2020 14:52,"Ні, тимчасово не працюю",Харків,Віддалено,Чоловік,32,Вища,ДонНТУ,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Mobile,Swift,"Dart, Objective-C, Ruby",Flutter,"Mobile iOS, Mobile cross-platform",,,,,,,,,,,,,,,,,,,"E-commerce, Logistics",Стартап,до 10 спеціалістів,9 років,6 років,8 і більше,3500,500,"Ні, не отримую",
30/12/2020 14:20,"Так, працюю full-time",Чернівці,В офісі,Чоловік,24,Вища,ЧНУ ім. Федьковича,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Mobile,Kotlin,Java,,Mobile Android,,,,,,,,,,,,,,,,,,,Mobile,Аутсорсингова,понад 1000,3 роки,1 рік,3-4,2280,400,"Ні, не отримую",
14/12/2020 16:27,"Так, працюю full-time",Ужгород,"Частково віддалено, частково в офісі",Чоловік,26,Вища,Інший виш,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Back-end,JavaScript,Не використовую,jQuery,Web,,,,,,,,,,,,,,,,,,,E-commerce,Продуктова,до 1000,6 років,6 років,1,3500,500,"Ні, не отримую",
07/12/2020 10:26,"Так, працюю full-time",Харків,Віддалено,Чоловік,24,Вища,ХНУРЕ,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Full-stack,C#/.NET,Не використовую,".NET, .NET Core, Unity 3D",Mobile cross-platform,,,,,,,,,,,,,,,,,,,GameDev,Продуктова,до 1000,3 роки,3 роки,1,2300,500,"Ні, не отримую",
14/12/2020 21:56,"Так, працюю full-time",Київ,"Частково віддалено, частково в офісі",Чоловік,38,Вища,НУК ім. Макарова,Advanced,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Back-end,PHP,JavaScript,Symfony,Desktop,,,,,,,,,,,,,,,,,,,Fintech,Аутсорсингова,понад 1000,10 і більше років,Пів року,8 і більше,3500,800,"Ні, не отримую",
14/12/2020 23:16,"Так, працюю full-time",Дніпро,"Частково віддалено, частково в офісі",Чоловік,32,Вища,ОНАЗ ім. Попова,Advanced,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Full-stack,Go,"C, JavaScript, Kotlin","Node.js, React.js","Desktop, Mobile cross-platform",,,,,,,,,,,,,,,,,,,Security,Продуктова,до 200,10 і більше років,1 рік,5-7,3500,500,"Ні, не отримую",
07/12/2020 10:30,"Так, працюю full-time",Київ,Віддалено,Чоловік,25,Вища,,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Front-end,TypeScript,JavaScript,Angular/Angular.js,Web,,,,,,,,,,,,,,,,,,,Інша,Стартап,до 10 спеціалістів,3 роки,1 рік,3-4,2300,200,"Ні, не отримую",
07/12/2020 10:32,"Так, працюю full-time",Київ,Віддалено,Чоловік,30,Вища,НТУУ «КПІ»,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Back-end,Python,JavaScript,Odoo,Web,,,,,,,,,,,,,,,,,,,ERP,Аутстафінгова,до 200,3 роки,Пів року,2,2300,1500,"Ні, не отримую",
07/12/2020 10:38,"Так, працюю full-time",Дніпро,"Частково віддалено, частково в офісі",Чоловік,25,Вища,,Pre-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Mobile,Dart,Kotlin,Flutter,Mobile cross-platform,,,,,,,,,,,,,,,,,,,Mobile,Аутсорсингова,до 200,1 рік,2 роки,2,2300,800,"Ні, не отримую",
15/12/2020 19:25,"Так, працюю full-time",Київ,"Частково віддалено, частково в офісі",Чоловік,27,Вища,НТУУ «КПІ»,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Back-end,C#/.NET,SQL,.NET Core,Web,,,,,,,,,,,,,,,,,,,Fintech,Аутстафінгова,понад 1000,5 років,1 рік,3-4,3500,900,"Ні, не отримую",
07/12/2020 10:45,"Так, працюю full-time",Львів,Віддалено,Чоловік,35,Вища,УКУ,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Mobile,Swift,Objective-C,,Mobile iOS,,,,,,,,,,,,,,,,,,,Mobile,Аутстафінгова,до 200,4 роки,1 рік,3-4,2300,300,"Отримую бонус за гарні показники роботи, але нерегулярно",2000
15/12/2020 22:25,,Не Україна,"Частково віддалено, частково в офісі",Чоловік,32,Дві вищих,НАУ,Advanced,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Full-stack,C#/.NET,"Python, TypeScript",".NET Core, Angular/Angular.js, ASP.NET",Web,,,,,,,,,,,,,,,,,,,Fintech,Аутсорсингова,до 50,8 років,8 років,1,3500,300,Отримую бонус щороку,3200
07/12/2020 13:11,"Так, працюю full-time",Не Україна,"Частково віддалено, частково в офісі",Чоловік,35,Вища,Інший виш,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Team Lead,Full-stack,Ruby,JavaScript,"jQuery, React.js, Ruby on Rails",Web,,,,,,,,,,,,,,,,,,,Logistics,Аутсорсингова,понад 1000,10 і більше років,5 років,3-4,4450,850,"Ні, не отримую",
07/12/2020 10:45,"Так, працюю full-time",Івано-Франківськ,"Частково віддалено, частково в офісі",Чоловік,30,Вища,Інший виш,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Back-end,PHP,"JavaScript, PHP, TypeScript","Laravel, Node.js, Vue.js",Web,,,,,,,,,,,,,,,,,,,Інша,Аутсорсингова,до 200,8 років,4 роки,2,2300,300,"Отримую бонус за гарні показники роботи, але нерегулярно",50
15/12/2020 23:38,"Так, працюю full-time",Київ,Віддалено,Чоловік,34,Вища,КНУТД,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Back-end,Java,Java,"Apache Spark, Spring",Web,,,,,,,,,,,,,,,,,,,Інша,Аутсорсингова,понад 1000,5 років,3 роки,3-4,3500,300,Отримую бонус щороку,1000
07/12/2020 11:01,"Так, працюю full-time",Львів,"Частково віддалено, частково в офісі",Чоловік,23,Вища,НУ «Львівська політехніка»,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Back-end,Java,SQL,"Hibernate, Spring","Web, Microcontrollers/Embedded/IoT",,,,,,,,,,,,,,,,,,,Security,Аутсорсингова,до 200,3 роки,2 роки,2,2300,800,"Ні, не отримую",
07/12/2020 11:10,"Так, працюю full-time",Львів,Віддалено,Чоловік,29,Вища,НУ «Львівська політехніка»,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Back-end,Ruby,JavaScript,Ruby on Rails,Web,,,,,,,,,,,,,,,,,,,Medtech,Аутсорсингова,понад 1000,4 роки,3 роки,2,2300,300,"Отримую бонус за гарні показники роботи, але нерегулярно",250
07/12/2020 11:35,"Так, працюю full-time",Чернівці,Віддалено,Чоловік,28,Вища,Інший виш,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Back-end,C#/.NET,"JavaScript, SQL",".NET Core, ASP.NET",Web,,,,,,,,,,,,,,,,,,,E-commerce,Продуктова,до 1000,2 роки,Пів року,2,800,300,"Ні, не отримую",
16/12/2020 11:07,"Так, працюю full-time",Суми,Віддалено,Чоловік,32,Вища,СумДУ,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Mobile,Swift,SQL,,Mobile iOS,,,,,,,,,,,,,,,,,,,"Travel, Інша",Аутсорсингова,до 200,4 роки,Менше як 3 місяці,3-4,3500,600,"Ні, не отримую",
07/12/2020 11:45,"Так, працюю full-time",Інше,Віддалено,Чоловік,33,Вища,НУ «Львівська політехніка»,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Back-end,Python,Не використовую,"Django, Flask",Web,,,,,,,,,,,,,,,,,,,Telecom,Аутстафінгова,до 50,1 рік,1 рік,1,800,300,"Ні, не отримую",
07/12/2020 11:14,"Так, працюю full-time",Харків,Віддалено,Чоловік,30,Вища,ХНЕУ,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Back-end,Ruby,SQL,jQuery,"Web, Mobile Android, Mobile iOS",,,,,,,,,,,,,,,,,,,Medtech,Аутсорсингова,до 1000,3 роки,Пів року,3-4,2300,700,"Ні, не отримую",
07/12/2020 11:32,"Так, працюю full-time",Чернігів,Віддалено,Чоловік,25,Вища,ЧНТУ,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Back-end,C#/.NET,"JavaScript, SQL, TypeScript",".NET, .NET Core, Angular/Angular.js",Web,,,,,,,,,,,,,,,,,,,E-commerce,Аутсорсингова,понад 1000,4 роки,Менше як 3 місяці,2,2300,1000,"Ні, не отримую",
