,Должность,Язык программирования,Специализация,Общий опыт работы,Опыт работы на текущем месте,Зарплата в месяц,Изменение зарплаты,Город,Размер компании,Пол,Возраст,Образование,Уровень английского,Дата заполнения,User-Agent
,Senior Software Engineer,Java,,6,0.5,2700,-300,Днепропетровск,свыше 1000 человек,m,30,Два высших,ниже среднего,21/05/2013 21:20:47,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,QA engineer,,Automation QA,3,3,1460,0,Харьков,до 1000 человек,m,28,Высшее,средний,21/05/2013 21:22:09,Mozilla/5.0 (Windows NT 5.1; rv:2.0.1) Gecko/20100101 Firefox/4.0.1 WebMoney Advisor
,Software Engineer,PHP,,1,1,1000,0,Одесса,до 50 человек,m,31,Высшее,средний,21/05/2013 21:28:42,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Software Engineer,C#/.NET,,3,1,3000,1000,Киев,до 10 человек,m,35,Высшее,элементарный,21/05/2013 21:31:21,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Junior Software Engineer,Ruby/Rails,,2,1,2000,0,Хмельницкий,до 50 человек,m,24,Незаконченное высшее,ниже среднего,21/05/2013 21:32:24,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:20.0) Gecko/20100101 Firefox/20.0
,Software Engineer,Flex/Flash/AIR,,4.5,3,1450,450,Киев,до 200 человек,m,26,Незаконченное высшее,ниже среднего,21/05/2013 21:33:06,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Software Engineer,Java,,6,0.75,3000,500,Киев,свыше 1000 человек,f,28,Высшее,средний,21/05/2013 21:33:09,Opera/9.80 (X11; Linux i686) Presto/2.12.388 Version/12.15
,Junior Software Engineer,Objective-C,,0.75,0.75,500,0,Харьков,до 1000 человек,m,16,Высшее,средний,21/05/2013 21:35:32,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/536.29.13 (KHTML, like Gecko) Version/6.0.4 Safari/536.29.13"
,System Architect / Системный архитектор,C++,,2.5,2.5,9200,3800,Днепропетровск,до 200 человек,m,26,Высшее,выше среднего,21/05/2013 21:37:23,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Sales manager,,,5,2,1200,800,Киев,до 10 человек,m,25,Высшее,средний,21/05/2013 21:37:27,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/536.29.13 (KHTML, like Gecko) Version/6.0.4 Safari/536.29.13"
,Senior Software Engineer,C++,,10 и более лет,3,2696,696,Днепропетровск,до 50 человек,m,33,Высшее,средний,21/05/2013 21:37:44,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:22.0) Gecko/20100101 Firefox/22.0
,Junior QA engineer,,Manual QA,0.75,0.75,400,100,Симферополь,до 200 человек,m,22,Высшее,ниже среднего,21/05/2013 21:37:55,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Дизайнер,,,7,4.5,1700,0,Львов,до 50 человек,m,26,Высшее,выше среднего,21/05/2013 21:39:14,Opera/9.80 (Windows NT 6.1; Win64; x64) Presto/2.12.388 Version/12.15
,Junior Software Engineer,C#/.NET,,меньше 3 месяцев,меньше 3 месяцев,550,0,Харьков,до 50 человек,m,23,Высшее,ниже среднего,21/05/2013 21:39:34,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Software Engineer,PHP,,5,1.75,1800,200,Харьков,до 200 человек,m,30,Высшее,средний,21/05/2013 21:39:48,Opera/9.80 (Windows NT 5.1) Presto/2.12.388 Version/12.15
,Junior Software Engineer,JavaScript,,1.25,1.25,700,400,Львов,до 1000 человек,m,26,Высшее,элементарный,21/05/2013 21:41:37,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Senior Software Engineer,C++,,10 и более лет,1,2700,0,Киев,свыше 1000 человек,m,32,Высшее,средний,21/05/2013 21:42:23,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0
,Senior Software Engineer,JavaScript,,3,0.75,2100,0,Киев,до 50 человек,m,23,Незаконченное высшее,выше среднего,21/05/2013 21:43:52,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Системный администратор,,,10 и более лет,2,600,0,Харьков,до 10 человек,m,35,Высшее,средний,21/05/2013 21:46:00,Opera/9.80 (Windows NT 5.1) Presto/2.12.388 Version/12.15
,Senior Software Engineer,PHP,,5,2,2300,300,Киев,до 50 человек,f,25,Высшее,продвинутый,21/05/2013 21:46:27,Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.15
,Системный администратор,,,3,1.25,1400,700,Львов,свыше 1000 человек,m,25,Высшее,средний,21/05/2013 21:48:17,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/25.0.1364.172 Safari/537.22"
,Technical Lead,C#/.NET,,3.5,меньше 3 месяцев,2900,1000,Киев,до 10 человек,m,30,Высшее,средний,21/05/2013 21:49:22,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.65 Safari/537.31"
,Software Engineer,PHP,,3,1,1500,0,Днепропетровск,до 200 человек,m,23,Высшее,средний,21/05/2013 21:50:49,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:21.0) Gecko/20100101 Firefox/21.0
,Junior Software Engineer,C++,,1,1,800,100,Киев,свыше 1000 человек,m,21,Высшее,средний,21/05/2013 21:52:26,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Software Engineer,C++,,1.75,1.75,600,100,Львов,свыше 1000 человек,m,22,Высшее,средний,21/05/2013 21:52:55,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Software Engineer,C++,,4,0.5,2300,1300,Киев,свыше 1000 человек,m,26,Незаконченное высшее,средний,21/05/2013 21:54:32,Mozilla/5.0 (X11; Linux x86_64; rv:10.0.12) Gecko/20100101 Firefox/10.0.12 Iceweasel/10.0.12
,Senior Software Engineer,C#/.NET,,7,0.25,3325,500,Киев,до 1000 человек,m,34,Высшее,выше среднего,21/05/2013 21:54:48,Opera/9.80 (Windows NT 5.1) Presto/2.12.388 Version/12.15
,QA engineer,,Automation QA,1.5,меньше 3 месяцев,1500,900,Киев,до 1000 человек,f,24,Высшее,средний,21/05/2013 21:55:01,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Project manager,,,3,1.5,1500,0,Харьков,до 10 человек,m,21,Незаконченное высшее,выше среднего,21/05/2013 21:55:33,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Junior Software Engineer,Java (Android),,2,1,1450,0,Киев,свыше 1000 человек,m,20,Незаконченное высшее,продвинутый,21/05/2013 21:55:35,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:20.0) Gecko/20100101 Firefox/20.0
,Software Engineer,C#/.NET,,5,6,2200,330,Львов,до 50 человек,m,25,Высшее,средний,21/05/2013 21:56:21,Mozilla/5.0 (Windows NT 6.1; rv:20.0) Gecko/20100101 Firefox/20.0
,Системный администратор,,,8,0.5,2500,500,Днепропетровск,до 10 человек,m,28,Незаконченное высшее,средний,21/05/2013 21:56:42,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.65 Safari/537.31"
,Team lead,,,5.5,5.5,3800,400,Черкассы,до 200 человек,m,28,Высшее,выше среднего,21/05/2013 21:57:11,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Junior Software Engineer,Objective-C,,0.5,0.25,750,250,Киев,до 1000 человек,m,22,Незаконченное высшее,продвинутый,21/05/2013 21:57:20,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:21.0) Gecko/20100101 Firefox/21.0
,Junior Software Engineer,Java,,1.5,0.75,700,0,Киев,до 1000 человек,m,22,Незаконченное высшее,выше среднего,21/05/2013 21:58:00,Mozilla/5.0 (Windows NT 6.1; rv:20.0) Gecko/20100101 Firefox/20.0
,Senior Software Engineer,C#/.NET,,6,1.75,2200,450,Винница,до 200 человек,m,27,Высшее,ниже среднего,21/05/2013 21:58:45,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Software Engineer,PHP,,1.5,0.5,1500,1000,Киев,до 50 человек,m,22,Незаконченное высшее,выше среднего,21/05/2013 21:58:45,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.22 (KHTML, like Gecko) Ubuntu Chromium/25.0.1364.160 Chrome/25.0.1364.160 Safari/537.22"
,Software Engineer,C,,10 и более лет,4,800,0,Донецк,до 10 человек,m,35,Высшее,ниже среднего,21/05/2013 21:58:46,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:20.0) Gecko/20100101 Firefox/20.0
,Software Engineer,Objective-C,,4.5,2,2000,700,Чернигов,до 50 человек,m,25,Высшее,ниже среднего,21/05/2013 21:58:59,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.65 Safari/537.31"
,Software Engineer,PHP,,3,0.25,875,250,Донецк,до 10 человек,m,21,Незаконченное высшее,средний,21/05/2013 21:59:14,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Senior Software Engineer,C#/.NET,,7,7,2800,200,Харьков,до 50 человек,m,32,Высшее,ниже среднего,21/05/2013 22:00:12,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Senior Software Engineer,C++,,5,2,2700,400,Киев,до 200 человек,m,28,Высшее,средний,21/05/2013 22:00:37,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Software Engineer,Delphi,,5,5,1000,0,Донецк,до 50 человек,m,26,Высшее,ниже среднего,21/05/2013 22:00:43,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.81 Safari/537.36"
,Support,,,7.5,7.5,700,0,Полтава,до 10 человек,m,31,Высшее,выше среднего,21/05/2013 22:01:05,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Software Engineer,C++,,6,1.5,1500,200,Киев,до 1000 человек,m,28,Высшее,средний,21/05/2013 22:01:59,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Software Engineer,Flex/Flash/AIR,,3,3,860,400,Винница,до 50 человек,m,22,Незаконченное высшее,ниже среднего,21/05/2013 22:03:03,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.32 (KHTML, like Gecko) Chrome/27.0.1425.0 Safari/537.32 SUSE/27.0.1425.0"
,Системный администратор,,,6,5,1000,1000,Киев,до 10 человек,m,26,Незаконченное высшее,средний,21/05/2013 22:03:42,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Software Engineer,PHP,,3,0.25,800,0,Харьков,до 10 человек,m,30,Высшее,ниже среднего,21/05/2013 22:04:48,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.22 (KHTML, like Gecko) Ubuntu Chromium/25.0.1364.160 Chrome/25.0.1364.160 Safari/537.22"
,Software Engineer,C,,3,2,1800,500,Киев,до 10 человек,m,28,Высшее,элементарный,21/05/2013 22:05:36,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:20.0) Gecko/20100101 Firefox/20.0
,Software Engineer,C#/.NET,,1.5,1.5,1300,800,Харьков,до 200 человек,m,23,Высшее,ниже среднего,21/05/2013 22:06:08,"Mozilla/5.0 (iPad; CPU OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) CriOS/26.0.1410.53 Mobile/10B329 Safari/8536.25"
,Software Engineer,Java,,1.25,1.25,1385,760,Киев,до 50 человек,m,21,Незаконченное высшее,выше среднего,21/05/2013 22:06:09,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Дизайнер,,,2.5,1.5,1000,325,Луганск,до 50 человек,m,25,Незаконченное высшее,продвинутый,21/05/2013 22:06:18,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Software Engineer,C#/.NET,,4,4,1500,300,Николаев,до 1000 человек,m,28,Высшее,средний,21/05/2013 22:06:43,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.93 Safari/537.36"
,Junior Software Engineer,Java,,меньше 3 месяцев,меньше 3 месяцев,120,0,Одесса,до 50 человек,m,20,Незаконченное высшее,выше среднего,21/05/2013 22:07:31,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:20.0) Gecko/20100101 Firefox/20.0
,Software Engineer,Java,,7,меньше 3 месяцев,2000,0,Днепропетровск,до 10 человек,m,25,Высшее,ниже среднего,21/05/2013 22:07:32,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.22 (KHTML, like Gecko) Ubuntu Chromium/25.0.1364.160 Chrome/25.0.1364.160 Safari/537.22"
,QA engineer,,Manual QA,0.5,0.5,1000,200,Киев,свыше 1000 человек,m,28,Высшее,средний,21/05/2013 22:09:25,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:20.0) Gecko/20100101 Firefox/20.0
,Junior Software Engineer,PHP,,2,1,475,150,Харьков,до 200 человек,f,20,Незаконченное высшее,ниже среднего,21/05/2013 22:09:28,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.63 Safari/537.31"
,Support,,,3,3.5,460,40,Николаев,до 10 человек,m,22,Высшее,средний,21/05/2013 22:11:10,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.22 (KHTML, like Gecko) Ubuntu Chromium/25.0.1364.160 Chrome/25.0.1364.160 Safari/537.22"
,Системный администратор,,,5,0.5,1200,0,Харьков,до 1000 человек,m,27,Два высших,ниже среднего,21/05/2013 22:11:19,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Системный администратор,,,0.5,0.5,80,0,Николаев,до 50 человек,m,20,Незаконченное высшее,элементарный,21/05/2013 22:12:04,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Junior Software Engineer,C++,,0.5,0.5,500,0,Киев,свыше 1000 человек,m,22,Незаконченное высшее,ниже среднего,21/05/2013 22:12:42,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:21.0) Gecko/20100101 Firefox/21.0
,Software Engineer,Java,,10 и более лет,0.25,2500,750,Киев,свыше 1000 человек,m,30,Два высших,элементарный,21/05/2013 22:13:26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.90 Safari/537.1"
,Системный администратор,,,5,1,367,0,Львов,до 10 человек,m,36,Высшее,элементарный,21/05/2013 22:13:55,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Junior Software Engineer,C#/.NET,,0.25,0.25,550,100,Харьков,до 200 человек,m,23,Незаконченное высшее,средний,21/05/2013 22:14:06,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Senior Software Engineer,Java,,5,2,3000,1000,Донецк,до 10 человек,m,27,Высшее,выше среднего,21/05/2013 22:14:16,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.65 Safari/537.31"
,Системный администратор,,,1.25,1.25,400,300,Донецк,до 10 человек,m,23,Незаконченное высшее,средний,21/05/2013 22:15:08,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20130521 Firefox/23.0
,Junior Software Engineer,Python,,0.75,0.75,600,0,Днепропетровск,до 10 человек,m,20,Незаконченное высшее,средний,21/05/2013 22:15:08,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
,Junior Software Engineer,C#/.NET,,1,меньше 3 месяцев,500,0,Житомир,до 50 человек,m,19,Незаконченное высшее,ниже среднего,21/05/2013 22:15:15,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0)
,Junior Software Engineer,C#/.NET,,1.5,1.5,1300,400,Киев,свыше 1000 человек,m,23,Незаконченное высшее,выше среднего,21/05/2013 22:15:57,Opera/9.80 (Windows NT 6.2) Presto/2.12.388 Version/12.15
,Системный администратор,,,10 и более лет,10 и более лет,400,0,Днепропетровск,до 10 человек,m,34,Высшее,ниже среднего,21/05/2013 22:16:07,Mozilla/5.0 (Windows NT 6.1; rv:21.0) Gecko/20100101 Firefox/21.0
,Team lead,,,10 и более лет,6,2300,120,Киев,свыше 1000 человек,m,32,Высшее,ниже среднего,21/05/2013 22:17:07,Mozilla/5.0 (Windows NT 5.1; rv:21.0) Gecko/20100101 Firefox/21.0
,Junior Software Engineer,SQL,,1,меньше 3 месяцев,1000,100,Киев,до 10 человек,m,23,Высшее,выше среднего,21/05/2013 22:17:33,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31"
