Должность,Язык программирования,Специализация,Общий опыт работы,Опыт работы на текущем месте,Зарплата в месяц,Изменение зарплаты за 12 месяцев,Город,Размер компании,Тип компании,Пол,Возраст,Образование,Университет,Еще студент,Уровень английского,Предметная область,Дата заполнения,User-Agent
Technical Lead,Java,,7,0.25,4200,0,Киев,свыше 1000 человек,Аутсорсинговая,m,27,Высшее,Другой вуз,False,выше среднего,Финансы и банки,14/06/2017 19:47:29,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Junior Software Engineer,PHP,,2,0.5,980,700,Киев,до 200 человек,Аутсорсинговая,f,20,Незаконченное высшее,ЖГТУ,True,ниже среднего,"Веб-разработка,eCommerce",14/06/2017 19:51:50,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36"
QA engineer,,Manual QA,2,0.25,900,300,Харьков,до 1000 человек,Аутсорсинговая,m,25,Высшее,НТУ «ХПИ»,False,средний,Desktop Applications,14/06/2017 19:52:08,"Mozilla/5.0 (Linux; Android 5.0.2; Redmi Note 2 Build/LRX22G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36"
Software Engineer,C++,,5,меньше 3 месяцев,3040,700,Львов,до 1000 человек,Аутсорсинговая,m,24,Высшее,Львовская Политехника,False,средний,"Системное программирование,Мультимедиа",14/06/2017 19:53:25,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Software Engineer,Java,,0.5,0.25,1200,1200,Львов,до 50 человек,Аутсорсинговая,m,23,Высшее,Львовская Политехника,False,продвинутый,"Веб-разработка,Корпоративные системы",14/06/2017 19:55:04,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 OPR/45.0.2552.888"
Junior Software Engineer,JavaScript,,1,1,300,100,Киев,до 10 человек,Аутсорсинговая,m,21,Высшее,ДонНТУ,True,средний,Веб-разработка,14/06/2017 19:57:37,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Junior Software Engineer,Java,,1,1,500,300,Николаев,до 10 человек,Продуктовая,m,32,Высшее,НУК,False,ниже среднего,"Android,Веб-разработка",14/06/2017 19:59:59,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Software Engineer,PHP,,3,3,750,0,Харьков,до 200 человек,Другая,m,34,Техникум / Колледж,,False,ниже среднего,Веб-разработка,14/06/2017 20:14:34,"Mozilla/5.0 (Linux; Android 6.0; Lenovo A7000-a Build/MRA58K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36"
HR,,,10 и более лет,меньше 3 месяцев,1000,0,Львов,до 50 человек,Аутстаффинговая,f,33,Высшее,ЛНУ им. Франко,False,выше среднего,Веб-разработка,14/06/2017 20:18:03,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Junior Software Engineer,Java,,1,1,350,100,Львов,до 1000 человек,Аутсорсинговая,m,21,Незаконченное высшее,Львовская Политехника,True,средний,Другое,14/06/2017 20:18:22,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
QA engineer,,Manual QA,2,0.25,1000,424,Киев,до 50 человек,Продуктовая,f,27,Высшее,Другой вуз,False,выше среднего,"iOS,Финансы и банки",14/06/2017 20:32:39,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1"
Software Engineer,Swift,,3,2,2000,600,Днепр,до 10 человек,Продуктовая,m,30,Высшее,НметАУ,False,выше среднего,"iOS,Финансы и банки",14/06/2017 20:42:54,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4"
Junior Software Engineer,Java,,0.5,0.5,400,100,Киев,свыше 1000 человек,Аутсорсинговая,m,39,Высшее,Львовская Политехника,False,выше среднего,"Веб-разработка,Корпоративные системы",14/06/2017 20:49:30,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Game designer,,,2,1,1700,1200,Киев,до 50 человек,Продуктовая,m,28,Высшее,Другой вуз,False,выше среднего,Gamedev,14/06/2017 20:52:08,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0
DevOps,,,10 и более лет,меньше 3 месяцев,2000,0,Киев,до 1000 человек,Аутстаффинговая,m,34,Высшее,Другой вуз,False,средний,"Системное программирование,Другое",14/06/2017 20:54:18,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:53.0) Gecko/20100101 Firefox/53.0
QA Tech Lead,,General QA,4,0.25,2400,900,Харьков,до 200 человек,Продуктовая,m,29,Незаконченное высшее,НТУ «ХПИ»,False,средний,"Веб-разработка,eCommerce",14/06/2017 20:57:23,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Junior Software Engineer,JavaScript,,1,0.5,550,0,Харьков,до 200 человек,Аутсорсинговая,m,23,Незаконченное высшее,НТУ «ХПИ»,False,средний,Веб-разработка,14/06/2017 20:59:46,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36"
HR,,,6,1,1300,300,Киев,до 1000 человек,Продуктовая,f,29,Высшее,НаУКМА,False,выше среднего,Gamedev,14/06/2017 21:06:47,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Support,,,0.5,0.5,800,800,Киев,до 1000 человек,Аутсорсинговая,m,21,Среднее,,False,выше среднего,Другое,14/06/2017 21:07:08,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
HTML coder,,,1.5,0.5,650,450,Киев,до 50 человек,Продуктовая,m,24,Высшее,НаУКМА,False,выше среднего,Gamedev,14/06/2017 21:07:44,"Mozilla/5.0 (Linux; Android 5.1; MZ-m2 note Build/LMY47D) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/45.0.2454.94 Mobile Safari/537.36"
Junior Software Engineer,JavaScript,,1,1,520,150,Харьков,до 200 человек,Аутсорсинговая,m,22,Среднее,,True,средний,"Веб-разработка,eCommerce",14/06/2017 21:18:35,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Software Engineer,SQL,,5,5,800,0,Киев,до 50 человек,Продуктовая,m,40,Высшее,Другой вуз,False,выше среднего,"Веб-разработка,Корпоративные системы",14/06/2017 21:20:42,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
Junior Software Engineer,JavaScript,,1,1,450,50,Днепр,до 50 человек,Аутсорсинговая,m,22,Незаконченное высшее,ДНУЖТ,True,средний,Веб-разработка,14/06/2017 21:25:04,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Junior Software Engineer,JavaScript,,1.5,1,800,350,Киев,свыше 1000 человек,Продуктовая,m,25,Высшее,ХНУРЭ,False,средний,Веб-разработка,14/06/2017 21:30:31,"Mozilla/5.0 (iPad; CPU OS 10_3_2 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) GSA/28.0.157793287 Mobile/14F89 Safari/602.1"
Senior Software Engineer,PHP,,2,1,1833,0,Удаленно,до 50 человек,Продуктовая,m,25,Высшее,Другой вуз,False,элементарный,Веб-разработка,14/06/2017 21:35:43,Mozilla/5.0 (Windows NT 6.1; rv:52.0) Gecko/20100101 Firefox/52.0
Product Manager,,,2,1,2000,800,Киев,до 200 человек,Продуктовая,m,26,Два высших,КНЭУ,False,продвинутый,"Веб-разработка,eCommerce",14/06/2017 21:37:57,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Project manager,,,3,3,1300,100,Харьков,до 200 человек,Аутсорсинговая,m,26,Высшее,ХНУ им. Каразина,False,продвинутый,Веб-разработка,14/06/2017 21:38:44,"Mozilla/5.0 (Linux; Android 6.0.1; Redmi Note 3 Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36"
Sales manager,,,0.5,меньше 3 месяцев,700,200,Киев,до 200 человек,Аутсорсинговая,m,22,Высшее,ДНУ им. Гончара,False,выше среднего,,14/06/2017 21:40:25,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0
Junior Software Engineer,Python,,1,0.5,750,0,Львов,до 50 человек,Аутсорсинговая,m,39,Высшее,Львовская Политехника,False,ниже среднего,Веб-разработка,14/06/2017 21:41:54,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Junior Software Engineer,PHP,,0.5,меньше 3 месяцев,300,100,Днепр,до 50 человек,Продуктовая,m,24,Высшее,Другой вуз,False,средний,eCommerce,14/06/2017 21:55:00,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Junior Software Engineer,JavaScript,,0.25,0.25,385,0,Киев,до 50 человек,Другая,m,30,Высшее,НТУУ «КПИ»,False,средний,Веб-разработка,14/06/2017 21:57:03,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Senior QA engineer,,General QA,5,5,2050,200,Киев,свыше 1000 человек,Аутсорсинговая,m,27,Незаконченное высшее,НТУУ «КПИ»,False,выше среднего,"Веб-разработка,Финансы и банки",14/06/2017 21:59:27,"Mozilla/5.0 (Linux; Android 6.0.1; MI 4W Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36"
Junior Software Engineer,JavaScript,,0.5,0.5,300,0,Львов,свыше 1000 человек,Аутсорсинговая,m,25,Высшее,ЛНУ им. Франко,False,выше среднего,Веб-разработка,14/06/2017 21:59:52,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Senior QA engineer,,General QA,5,меньше 3 месяцев,1800,-300,Одесса,до 200 человек,Аутстаффинговая,m,33,Высшее,ОНПУ,False,средний,Другое,14/06/2017 22:06:10,"Mozilla/5.0 (Linux; Android 4.4.2; XT907 Build/KDA20.62-15) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.89 Mobile Safari/537.36"
Software Engineer,JavaScript,,2,1.5,1600,800,Киев,до 50 человек,Продуктовая,m,25,Высшее,КНЭУ,False,выше среднего,Веб-разработка,14/06/2017 22:07:42,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Junior QA engineer,,Automation QA,0.25,0.25,540,0,Киев,свыше 1000 человек,Аутсорсинговая,m,25,Высшее,КНУ им. Шевченко,False,выше среднего,Финансы и банки,14/06/2017 22:08:35,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0
Junior Software Engineer,JavaScript,,3,1,100,0,Хмельницкий,до 10 человек,Стартап,m,25,Высшее,ХНУ [г. Хмельницкий],False,элементарный,"Веб-разработка,Gamedev",14/06/2017 22:16:53,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Marketing,,,0.25,0.25,270,0,Киев,до 10 человек,Другая,m,21,Незаконченное высшее,Другой вуз,True,средний,eCommerce,14/06/2017 22:17:28,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Software Engineer,C#/.NET,,1,0.25,1800,300,Киев,до 10 человек,Продуктовая,m,29,Высшее,СумГУ,False,выше среднего,Desktop Applications,14/06/2017 22:19:37,"Mozilla/5.0 (Linux; Android 5.1.1; SM-J120H Build/LMY47V; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/58.0.3029.83 Mobile Safari/537.36"
Junior Software Engineer,Java,,2,1.5,800,500,Черновцы,свыше 1000 человек,Аутсорсинговая,m,28,Высшее,Львовская Политехника,False,продвинутый,"Веб-разработка,Корпоративные системы",14/06/2017 22:19:52,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 OPR/45.0.2552.898"
Junior Software Engineer,JavaScript,,0.5,0.5,650,650,Харьков,до 10 человек,Продуктовая,m,28,Высшее,НТУ «ХПИ»,False,ниже среднего,Веб-разработка,14/06/2017 22:19:56,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/58.0.3029.110 Chrome/58.0.3029.110 Safari/537.36"
QA engineer,,Manual QA,3,меньше 3 месяцев,1000,300,Киев,до 200 человек,Аутсорсинговая,m,29,Высшее,Другой вуз,False,выше среднего,"Android,Веб-разработка",14/06/2017 22:24:40,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Software Engineer,C#/.NET,,3,2,2500,300,Харьков,до 200 человек,Аутсорсинговая,f,35,Кандидат,ХНУ им. Каразина,False,средний,Веб-разработка,14/06/2017 22:34:40,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Software Engineer,1С,,5,3,1000,200,Киев,до 10 человек,Другая,m,28,Высшее,ГУТ,False,ниже среднего,"Финансы и банки,Корпоративные системы",14/06/2017 22:36:37,"Mozilla/5.0 (Linux; Android 6.0.1; SM-J700H Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36"
Team lead,,,7,0.5,4800,1500,Киев,до 10 человек,Продуктовая,m,27,Высшее,КНЭУ,False,продвинутый,eCommerce,14/06/2017 22:37:42,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Project manager,,,1.5,1.5,1000,400,Днепр,до 50 человек,Аутсорсинговая,m,24,Высшее,НГУ [Днепропетровск],False,выше среднего,"iOS,Веб-разработка",14/06/2017 22:38:49,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Technical Lead,PHP,,6,1,4900,1000,Киев,свыше 1000 человек,Аутсорсинговая,m,28,Высшее,НТУУ «КПИ»,False,выше среднего,eCommerce,14/06/2017 22:40:50,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Product Manager,,,2,0.5,1400,200,Киев,до 1000 человек,Продуктовая,m,31,Высшее,НметАУ,False,средний,Gamedev,14/06/2017 22:43:15,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Mobile/14F89"
Senior Software Engineer,PHP,,5,3,1200,500,Ужгород,до 50 человек,Аутсорсинговая,m,34,Высшее,ДНУ им. Гончара,False,средний,Веб-разработка,14/06/2017 22:43:29,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
Software Engineer,C#/.NET,,3,3,1000,200,Винница,до 50 человек,Аутстаффинговая,m,23,Высшее,ВНТУ,False,выше среднего,"Desktop Applications,Корпоративные системы",14/06/2017 22:48:31,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063"
