Submitted at,Ваша основна зайнятість в ІТ зараз...,"ЗАРПЛАТА / СУМАРНИЙ ДОХІД в IT у $$$ за місяць, лише ставка 
ЧИСТИМИ - після сплати податків",Всі бонуси (на місяць),Тайтл,Категорія,Почніть вводити і оберіть вашу ОСНОВНУ посаду зі списку,"У якій сфері проєкт, в якому ви зараз працюєте?",Вкажіть вашу основну спеціалізацію,Чи використовуєте ви у своїй роботі мови програмування (одну чи декілька)?,Основна мова програмування,"Основний напрям роботи компанії, в якій працюєте",Кількість спеціалістів у вашій компанії в Україні,Загальний стаж роботи за нинішньою ІТ-спеціальністю,Знання англійської мови,Де ви зараз живете?,За яким напрямом ви навчалися / навчаєтеся у виші?,Ваш вік
2025-06-09 21:54:45,Втратив(-ла) роботу / звільнився(-лася) і шукаю нову,6000,0,Senior,SE,"Software Engineer / Developer (frontend, backend, mobile, gamedev, embedded etc )",Edtech / Education,Back-end розробка,,Ruby,Продуктова,до 10 спеціалістів,6,Advanced,В Україні,"Точні науки (математика, інформатика)",32
2025-06-09 22:24:23,Працюю в IT-компанії / ІТ-департаменті,2500,0,Middle,SE,"Software Engineer / Developer (frontend, backend, mobile, gamedev, embedded etc )",E-commerce,Back-end розробка,,Python,Продуктова,до 1000,4,Intermediate,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",25
2025-06-09 22:25:26,Працюю в IT-компанії / ІТ-департаменті,1700,0,Middle,SE,"Software Engineer / Developer (frontend, backend, mobile, gamedev, embedded etc )",Travel,Front-end розробка,,JavaScript,Продуктова,до 200,3,Pre-Intermediate,В Україні,"Інші технічні науки та інженерія (радіотехніка, електроніка, космонавтика, електротехніка і т.п.)",28
2025-06-09 22:25:34,Працюю в IT-компанії / ІТ-департаменті,700,0,Немає тайтлу,Customer Support,Customer Support,Domains / Hosting,,"Ні, не використовую",,Сервісна (аутсорсингова),понад 1000,1.5,Upper-Intermediate,В Україні,"Інші технічні науки та інженерія (радіотехніка, електроніка, космонавтика, електротехніка і т.п.)",30
2025-06-09 22:40:29,Працюю в IT-компанії / ІТ-департаменті,3000,0,Middle,SE,"Software Engineer / Developer (frontend, backend, mobile, gamedev, embedded etc )","Public services / Government, Telecom",Front-end розробка,,TypeScript,Сервісна (аутсорсингова),до 200,5,Upper-Intermediate,В Україні,Не вступав у виш,26
2025-06-09 22:54:45,Працюю в IT-компанії / ІТ-департаменті,500,0,Junior,SE,"Software Engineer / Developer (frontend, backend, mobile, gamedev, embedded etc )","Insurance, Medtech / Healthcare",Front-end розробка,,TypeScript,Аутстафінгова,до 200,0.25,Upper-Intermediate,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",19
2025-06-09 23:04:22,Працюю в IT-компанії / ІТ-департаменті,1573,0,Middle,SE,"Software Engineer / Developer (frontend, backend, mobile, gamedev, embedded etc )","ERP, Enterprise, E-commerce",Back-end розробка,,C# / .NET,Аутстафінгова,до 200,5,Intermediate,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",28
2025-06-09 23:35:34,Працюю в IT-компанії / ІТ-департаменті,1500,0,Middle,Artist/Animator,2D Artist,Gambling,,"Ні, не використовую",,Продуктова,до 1000,4,Upper-Intermediate,В Україні,"Інші технічні науки та інженерія (радіотехніка, електроніка, космонавтика, електротехніка і т.п.)",27
2025-06-09 23:54:54,Працюю в IT-компанії / ІТ-департаменті,5500,0,Senior,SE,"Software Engineer / Developer (frontend, backend, mobile, gamedev, embedded etc )","Hardware, SaaS, E-commerce",Mobile розробка,,Kotlin,Продуктова,до 1000,8,Intermediate,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",30
2025-06-10 00:08:15,Працюю в IT-компанії / ІТ-департаменті,2800,0,Senior,HR,HR Business Partner,GameDev,,"Ні, не використовую",,Сервісна (аутсорсингова),до 200,9,Intermediate,В Україні,"Суспільно-економічні науки (економіка, соціологія)",36
2025-06-10 00:09:49,Працюю в IT-компанії / ІТ-департаменті,2000,0,Middle,Project Mgmt,Project Manager (PM),GameDev,,"Ні, не використовую",,Сервісна (аутсорсингова),до 200,3,Upper-Intermediate,В Україні,Інші гуманітарні та суспільні науки,32
2025-06-10 00:24:14,Працюю в IT-компанії / ІТ-департаменті,1600,0,Senior,Marketing,PPC Specialist,Real estate,,"Ні, не використовую",,Продуктова,до 200,8,Pre-Intermediate,В Україні,Інші гуманітарні та суспільні науки,30
2025-06-10 01:22:30,Працюю в IT-компанії / ІТ-департаменті,2100,0,Немає тайтлу,Project Mgmt,Project Manager (PM),"Business Intelligence / Data Warehouse, Enterprise, Різнопланові проєкти, немає одного основного (HR etc)",,"Ні, не використовую",,"ІТ-відділ в НЕ ІТ-компанії (банк, телеком, ритейл тощо)",понад 1000,2,Intermediate,В Україні,"Інші технічні науки та інженерія (радіотехніка, електроніка, космонавтика, електротехніка і т.п.)",31
2025-06-10 04:37:27,Працюю в IT-компанії / ІТ-департаменті,1000,0,Middle,SE,"Software Engineer / Developer (frontend, backend, mobile, gamedev, embedded etc )",Fintech / Banking / Capital Management,Front-end розробка,,TypeScript,Продуктова,понад 1000,4,Intermediate,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",24
2025-06-10 04:56:39,Працюю в IT-компанії / ІТ-департаменті,9000,0,Lead / Team Lead,SE,Tech Lead / Engineering Lead,Enterprise,,"Так, використовую",TypeScript,Аутстафінгова,до 200,11,Advanced,В Україні,Aviation,37
2025-06-10 05:25:31,Працюю в IT-компанії / ІТ-департаменті,5300,0,Senior,SE,"Software Engineer / Developer (frontend, backend, mobile, gamedev, embedded etc )",Fintech / Banking / Capital Management,Back-end розробка,,Java,Аутстафінгова,до 200,10,Upper-Intermediate,В Україні,"Інші технічні науки та інженерія (радіотехніка, електроніка, космонавтика, електротехніка і т.п.)",32
2025-06-10 05:35:45,Працюю в IT-компанії / ІТ-департаменті,3500,0,Senior,SE,"Software Engineer / Developer (frontend, backend, mobile, gamedev, embedded etc )",Legal,Full Stack розробка,,C# / .NET,Сервісна (аутсорсингова),понад 1000,9,Advanced,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",32
2025-06-10 05:52:19,Працюю в IT-компанії / ІТ-департаменті,3200,0,Middle,QA,SDET (Software Development Engineer in Test),Edtech / Education,,"Так, використовую",TypeScript,Сервісна (аутсорсингова),до 1000,3,Upper-Intermediate,В Україні,"Інші технічні науки та інженерія (радіотехніка, електроніка, космонавтика, електротехніка і т.п.)",38
2025-06-10 05:57:12,Працюю в IT-компанії / ІТ-департаменті,4200,0,Senior,SE,"Software Engineer / Developer (frontend, backend, mobile, gamedev, embedded etc )",Automotive,Other,,C++,Сервісна (аутсорсингова),понад 1000,5,Upper-Intermediate,В Україні,"Комп'ютерні науки/інженерія, інженерія ПЗ, кібербезпека",24
2025-06-10 06:10:39,Працюю в IT-компанії / ІТ-департаменті,4600,0,Senior,SE,"Software Engineer / Developer (frontend, backend, mobile, gamedev, embedded etc )",Gambling,Front-end розробка,,TypeScript,Продуктова,до 200,6,Intermediate,В Україні,"Інші технічні науки та інженерія (радіотехніка, електроніка, космонавтика, електротехніка і т.п.)",38
2025-06-10 06:11:26,Працюю в IT-компанії / ІТ-департаменті,5500,0,Senior,QA,Manual QA,"Fintech / Banking / Capital Management, Gambling",,"Ні, не використовую",,Продуктова,до 200,9,Intermediate,В Україні,"Точні науки (математика, інформатика)",30
