,Должность,Язык программирования,Специализация,Общий опыт работы,Опыт работы на текущем месте,Зарплата в месяц,Изменение зарплаты,Город,Размер компании,Пол,Возраст,Образование,Уровень английского,Дата заполнения,User-Agent
,Системный администратор,,,8.5,1.75,1500,0,Днепропетровск,до 50 человек,m,25,Среднее,выше среднего,20/12/2012 10:14:13,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.4 (KHTML, like Gecko) Ubuntu/12.10 Chromium/22.0.1229.94 Chrome/22.0.1229.94 Safari/537.4"
,Junior Software Engineer,Other,,1.25,1,480,180,Львов,до 200 человек,m,24,Высшее,выше среднего,20/12/2012 10:14:23,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Project manager,,,2,0.75,4000,0,Одесса,до 200 человек,m,33,Два высших,продвинутый,20/12/2012 10:16:17,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:17.0) Gecko/20100101 Firefox/17.0
,Senior Software Engineer,APL,,10 и более лет,1.25,2700,0,Харьков,свыше 1000 человек,m,30,Высшее,средний,20/12/2012 10:23:05,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:15.0) Gecko/20100101 Firefox/15.0
,Junior Software Engineer,C#/.NET,,1,1,800,100,Киев,до 200 человек,f,26,Высшее,выше среднего,20/12/2012 10:27:12,Opera/9.80 (Windows NT 6.1; WOW64; U; en) Presto/2.10.289 Version/12.02
,Senior Software Engineer,Java,,6,5,2400,0,Одесса,до 1000 человек,m,28,Высшее,средний,20/12/2012 10:31:50,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Technical Lead,Java,,10 и более лет,9,2700,0,Львов,до 200 человек,m,39,Высшее,продвинутый,20/12/2012 10:31:57,Mozilla/5.0 (Windows NT 6.1; rv:5.0.1) Gecko/20100101 Firefox/5.0.1
,Project manager,,,0.5,4.5,900,0,Харьков,до 50 человек,m,25,Высшее,ниже среднего,20/12/2012 10:33:27,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.101 Safari/537.11"
,Project manager,,,1.5,5.5,1800,200,Львов,до 200 человек,m,28,Высшее,выше среднего,20/12/2012 10:33:31,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.2.23) Gecko/20110928 CentOS/3.6-2.el5.centos Firefox/3.6.23
,Software Engineer,C++,,4.5,1.75,900,100,Харьков,свыше 1000 человек,m,22,Незаконченное высшее,средний,20/12/2012 10:36:23,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Верстальщик,,,5,1.25,1200,100,Киев,до 50 человек,m,25,Незаконченное высшее,средний,20/12/2012 10:42:24,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.95 Safari/537.11"
,Software Engineer,Objective-C,,3,1.75,1000,100,Киев,до 50 человек,m,23,Высшее,средний,20/12/2012 10:42:27,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.101 Safari/537.11"
,Software Engineer,Python,,2,1,1800,0,Киев,до 10 человек,m,25,Высшее,средний,20/12/2012 10:42:49,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,PHP,,5,0.25,1800,300,Киев,до 200 человек,m,29,Незаконченное высшее,ниже среднего,20/12/2012 10:43:00,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Technical Lead,Java,,0.75,2.5,2800,500,Киев,до 1000 человек,m,24,Высшее,выше среднего,20/12/2012 10:44:20,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,C#/.NET,,3,0.75,2300,700,Киев,свыше 1000 человек,m,25,Кандидат,продвинутый,20/12/2012 10:50:39,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Junior QA engineer,,Manual QA,0.75,0.75,675,0,Одесса,до 1000 человек,m,22,Незаконченное высшее,выше среднего,20/12/2012 11:06:00,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Senior Software Engineer,JavaScript,,7,0.75,1800,400,Киев,до 50 человек,m,28,Высшее,средний,20/12/2012 11:07:51,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Senior Software Engineer,PHP,,3,0.75,1700,1000,Запорожье,до 50 человек,m,25,Высшее,средний,20/12/2012 11:11:03,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:17.0) Gecko/20100101 Firefox/17.0
,Верстальщик,,,5,2,1000,300,Киев,до 10 человек,f,27,Высшее,средний,20/12/2012 11:13:31,Mozilla/5.0 (Windows NT 6.1; rv:17.0) Gecko/20100101 Firefox/17.0
,Senior QA engineer,,General QA,2,2,937,0,Киев,до 1000 человек,m,24,Высшее,средний,20/12/2012 11:19:08,Mozilla/5.0 (Windows; U; Windows NT 5.1; ru; rv:1.9.2.24) Gecko/20111103 Firefox/3.6.24 (.NET CLR 3.5.30729)
,Software Engineer,Java,,0.75,0.75,1766,0,Киев,до 50 человек,m,29,Высшее,выше среднего,20/12/2012 11:29:10,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Win64; x64; Trident/5.0)
,QA engineer,,Manual QA,1,1,650,150,Киев,до 50 человек,m,22,Незаконченное высшее,выше среднего,20/12/2012 11:33:39,Mozilla/5.0 (Windows NT 5.1; rv:17.0) Gecko/20100101 Firefox/17.0
,Project manager,,,10 и более лет,2.5,2800,0,Львов,свыше 1000 человек,m,29,Высшее,продвинутый,20/12/2012 11:34:32,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Software Engineer,JavaScript,,2.5,1.5,1700,400,Киев,до 200 человек,m,30,Высшее,средний,20/12/2012 11:36:16,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.19 (KHTML, like Gecko) Chrome/25.0.1323.1 Safari/537.19"
,Senior Software Engineer,C#/.NET,,9,1,3500,0,Киев,до 50 человек,m,29,Высшее,выше среднего,20/12/2012 11:41:00,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Senior Software Engineer,Java,,4.5,1,2700,500,Львов,до 50 человек,m,24,Высшее,выше среднего,20/12/2012 11:46:39,Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.12
,Senior Software Engineer,Java,,5,0.25,2500,400,Львов,до 1000 человек,m,25,Высшее,выше среднего,20/12/2012 11:46:50,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Junior Software Engineer,PHP,,1.5,0.75,300,0,Киев,до 10 человек,m,10,Незаконченное высшее,средний,20/12/2012 11:47:11,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.95 Safari/537.11"
,Software Engineer,C#/.NET,,4,0.5,1900,1000,Киев,до 50 человек,m,26,Два высших,средний,20/12/2012 11:52:01,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,System Architect,Java,,10 и более лет,6,6000,1000,Харьков,до 1000 человек,m,35,Высшее,продвинутый,20/12/2012 12:01:26,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,PHP,,3,1,1300,400,Киев,до 50 человек,m,22,Высшее,ниже среднего,20/12/2012 12:03:23,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Системный администратор,,,4.5,0.75,2000,0,Киев,до 50 человек,m,24,Незаконченное высшее,средний,20/12/2012 12:04:47,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
,Верстальщик,,,3,1.5,400,150,Харьков,до 10 человек,m,24,Незаконченное высшее,элементарный,20/12/2012 12:04:51,Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.12
,Software Engineer,Objective-C,,1.75,0.5,1500,700,Днепропетровск,до 200 человек,m,23,Высшее,ниже среднего,20/12/2012 12:05:40,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.101 Safari/537.11"
,Director of Engineering / Program Director,,,9.5,2.5,6000,2200,Киев,до 200 человек,m,31,Высшее,средний,20/12/2012 12:06:53,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
,Support,,,1,0.75,1000,0,Киев,до 200 человек,m,27,Высшее,продвинутый,20/12/2012 12:08:06,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11 AlexaToolbar/alxg-3.1"
,Software Engineer,PHP,,5.5,0.25,1400,700,Винница,до 50 человек,m,26,Высшее,средний,20/12/2012 12:08:15,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
,Junior QA engineer,,Manual QA,0.75,0.75,700,150,Киев,свыше 1000 человек,m,22,Высшее,средний,20/12/2012 12:10:59,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.101 Safari/537.11"
,QA Tech Lead,,General QA,5,меньше 3 месяцев,2600,1800,Киев,до 50 человек,m,23,Незаконченное высшее,выше среднего,20/12/2012 12:12:14,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Team lead,,,7.5,3.5,4000,500,Киев,свыше 1000 человек,m,27,Высшее,продвинутый,20/12/2012 12:13:23,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1
,Software Engineer,Java,,1,1,850,300,Харьков,свыше 1000 человек,m,18,Высшее,выше среднего,20/12/2012 12:18:17,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.96 Safari/537.4"
,Технический писатель,,,1.5,0.75,1100,199,Киев,свыше 1000 человек,m,23,Среднее,продвинутый,20/12/2012 12:18:43,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Senior QA engineer,,Manual QA,2.5,2.5,900,300,Харьков,до 200 человек,f,26,Высшее,средний,20/12/2012 12:18:45,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,C#/.NET,,9,3,3300,600,Киев,до 50 человек,m,31,Высшее,средний,20/12/2012 12:23:40,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Junior QA engineer,,Manual QA,1,1,400,100,Харьков,до 200 человек,f,28,Высшее,средний,20/12/2012 12:24:32,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Team lead,C++,,8,2,2100,200,Одесса,до 200 человек,m,28,Высшее,средний,20/12/2012 12:32:42,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Верстальщик,,,1.5,1.5,300,0,Запорожье,до 50 человек,m,25,Высшее,элементарный,20/12/2012 12:34:50,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Software Engineer,Java,,2.5,2,2000,1000,Харьков,до 50 человек,m,21,Незаконченное высшее,средний,20/12/2012 12:36:49,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.95 Safari/537.11"
,Системный администратор,,,2.5,2,1000,100,Киев,до 50 человек,m,26,Высшее,выше среднего,20/12/2012 12:41:11,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.96 Safari/537.4"
,Senior Software Engineer,Objective-C,,2.5,1.5,2800,500,Киев,до 200 человек,m,24,Высшее,выше среднего,20/12/2012 12:43:04,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/536.26.17 (KHTML, like Gecko) Version/6.0.2 Safari/536.26.17"
,Junior Software Engineer,PHP,,3,1.5,900,300,Харьков,до 50 человек,m,25,Высшее,ниже среднего,20/12/2012 12:43:54,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,QA engineer,,Manual QA,3.5,1.25,1350,100,Харьков,свыше 1000 человек,m,24,Высшее,средний,20/12/2012 12:50:16,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Junior QA engineer,,General QA,1.5,1.5,800,400,Харьков,до 1000 человек,m,31,Высшее,средний,20/12/2012 12:50:41,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Системный администратор,,,6,0.75,300,0,Житомир,до 10 человек,m,33,Высшее,элементарный,20/12/2012 12:55:43,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.101 Safari/537.11"
,Junior QA engineer,,General QA,2,1.5,600,100,Днепропетровск,до 1000 человек,f,24,Высшее,средний,20/12/2012 12:58:10,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Technical Lead,PHP,,7,1,2700,0,Харьков,до 50 человек,m,31,Высшее,средний,20/12/2012 12:59:59,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.4 (KHTML, like Gecko) Ubuntu/12.10 Chromium/22.0.1229.94 Chrome/22.0.1229.94 Safari/537.4"
,Software Engineer,PHP,,3.5,1.5,1200,0,Львов,до 50 человек,m,27,Высшее,выше среднего,20/12/2012 13:01:33,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Системный администратор,,,5,5,2000,500,Николаев,до 50 человек,m,26,Высшее,продвинутый,20/12/2012 13:02:41,Mozilla/5.0 (X11; Linux x86_64; rv:14.0) Gecko/20100101 Firefox/14.0.1
,Junior Software Engineer,C#/.NET,,0.25,0.25,3,2,Киев,до 10 человек,m,70,Среднее,элементарный,20/12/2012 13:03:06,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Junior QA engineer,,Manual QA,0.75,0.75,700,350,Киев,свыше 1000 человек,f,22,Высшее,выше среднего,20/12/2012 13:03:08,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4"
,Software Engineer,JavaScript,,4,0.25,2700,1400,Харьков,до 50 человек,m,25,Незаконченное высшее,выше среднего,20/12/2012 13:06:42,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Junior Software Engineer,C#/.NET,,1.5,1,900,500,Киев,свыше 1000 человек,m,22,Высшее,средний,20/12/2012 13:10:22,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.95 Safari/537.11"
,Team lead,C#/.NET,,9,0.25,2500,300,Львов,свыше 1000 человек,m,31,Высшее,выше среднего,20/12/2012 13:10:48,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4"
,Senior Software Engineer,C#/.NET,,6,5,2000,0,Херсон,до 200 человек,m,26,Высшее,средний,20/12/2012 13:15:11,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/25.0.1349.2 Safari/537.21"
,Software Engineer,PHP,,5,1.5,1500,500,Запорожье,до 10 человек,m,25,Два высших,средний,20/12/2012 13:15:39,Mozilla/5.0 (X11; Linux i686; rv:17.0) Gecko/20100101 Firefox/17.0
,Technical Lead,C,,3.5,4,2200,700,Киев,до 200 человек,m,34,Высшее,ниже среднего,20/12/2012 13:23:26,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Junior QA engineer,,Manual QA,0.75,0.75,350,100,Харьков,до 200 человек,m,22,Высшее,ниже среднего,20/12/2012 13:28:04,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,Java,,4.5,1,2100,300,Львов,до 1000 человек,m,27,Высшее,средний,20/12/2012 13:29:17,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Senior QA engineer,,General QA,6,2,1500,100,Харьков,до 50 человек,f,28,Высшее,выше среднего,20/12/2012 13:32:23,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Team lead,,,1.5,2.5,1100,300,Киев,до 50 человек,m,30,Высшее,ниже среднего,20/12/2012 13:35:57,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,C#/.NET,,2.5,1.75,1700,100,Донецк,свыше 1000 человек,m,24,Высшее,средний,20/12/2012 13:36:07,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Junior QA engineer,,Automation QA,1.25,1.25,650,200,Львов,до 10 человек,m,31,Высшее,средний,20/12/2012 13:37:04,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Project manager,,,10 и более лет,3,4000,200,Киев,до 200 человек,m,32,Высшее,выше среднего,20/12/2012 13:39:56,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.95 Safari/537.11"
,Technical Lead,C++,,7,4,3200,500,Львов,до 1000 человек,m,28,Кандидат,выше среднего,20/12/2012 13:44:19,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.101 Safari/537.11"
,Бизнес-аналитик,,,4,1,3500,0,Киев,свыше 1000 человек,m,27,Высшее,продвинутый,20/12/2012 13:45:13,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Senior Software Engineer,C#/.NET,,5,2.5,2600,600,Харьков,до 200 человек,m,25,Высшее,средний,20/12/2012 13:45:20,Mozilla/5.0 (Windows NT 6.1; rv:17.0) Gecko/20100101 Firefox/17.0
