"Должность","Язык.программирования","Специализация","Общий.опыт.работы","Опыт.работы.на.текущем.месте","Зарплата.в.месяц","Изменение.зарплаты","Город","Размер.компании","Тип.компании","Пол","Возраст","Образование","Еще.студент","Уровень.английского","Предметная.область","Дата.заполнения","User.Agent","exp","current_job_exp","loc","salary","Валюта","cls"
"2384","Software Engineer","JavaScript","","3.5","0.5",1000,0,"Харьков","до 50 человек","Продуктовая","мужской",20,"Техникум / Колледж","False","выше среднего","Веб-разработка","21/05/2014 10:16:45","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36",3.5,0.5,"Харьков",1000,NA,"DEV"
"2385","Junior Software Engineer","Ruby/Rails","","1.5","0.75",500,200,"Львов","до 200 человек","Аутсорсинговая","мужской",23,"Высшее","False","ниже среднего","Веб-разработка","21/05/2014 10:18:13","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.132 Safari/537.36",1.5,0.75,"Львов",500,NA,"DEV"
"2386","Junior Software Engineer","Java","","меньше 3 месяцев","меньше 3 месяцев",400,0,"Харьков","до 10 человек","Аутсорсинговая","мужской",20,"Незаконченное высшее","True","элементарный","Android","21/05/2014 10:18:44","Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/34.0.1847.116 Chrome/34.0.1847.116 Safari/537.36",0,0,"Харьков",400,NA,"DEV"
"2387","Junior Software Engineer","Objective-C","","0.25","0.25",400,0,"Харьков","до 10 человек","Аутсорсинговая","мужской",22,"Незаконченное высшее","True","ниже среднего","iOS","21/05/2014 10:20:36","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14",0.25,0.25,"Харьков",400,NA,"DEV"
"2388","Director of Engineering / Program Director","","","10 и более лет","10 и более лет",4000,500,"Житомир","до 50 человек","Продуктовая","мужской",40,"Высшее","False","выше среднего","Телекоммуникации,Мультимедиа","21/05/2014 10:22:21","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",10,10,"other",4000,NA,"SPM"
"2389","Software Engineer","Java","","2","2",1100,400,"Харьков","до 10 человек","Аутсорсинговая","мужской",24,"Два высших","False","средний","Android","21/05/2014 10:23:46","Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:29.0) Gecko/20100101 Firefox/29.0",2,2,"Харьков",1100,NA,"DEV"
"2391","QA engineer","","Automation QA","2.5","2.5",1400,600,"Львов","до 50 человек","Аутсорсинговая","женский",26,"Высшее","False","продвинутый","Веб-разработка","21/05/2014 10:29:27","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",2.5,2.5,"Львов",1400,NA,"QA"
"2392","Senior Software Engineer","SQL","","10 и более лет","2",2500,300,"Одесса","свыше 1000 человек","Аутсорсинговая","мужской",38,"Высшее","False","средний","Корпоративные системы","21/05/2014 10:30:46","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0",10,2,"Одесса",2500,NA,"DEV"
"2393","Junior Software Engineer","Java","","1.5","меньше 3 месяцев",1400,400,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",33,"Высшее","False","средний","Веб-разработка,Финансы и банки","21/05/2014 10:33:07","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0",1.5,0,"Киев",1400,NA,"DEV"
"2394","Technical Lead","Flex/Flash/AIR","","3.5","1",3100,100,"Киев","до 200 человек","Продуктовая","мужской",28,"Кандидат","False","средний","iOS,Gamedev","21/05/2014 10:35:06","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",3.5,1,"Киев",3100,NA,"SDEV"
"2395","Software Engineer","PHP","","2","меньше 3 месяцев",1300,100,"Николаев","до 10 человек","Аутсорсинговая","мужской",26,"Высшее","False","средний","Веб-разработка","21/05/2014 10:36:26","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0",2,0,"other",1300,NA,"DEV"
"2396","Software Engineer","PHP","","6","2.5",2000,100,"Харьков","до 50 человек","Аутсорсинговая","мужской",31,"Высшее","False","ниже среднего","Веб-разработка","21/05/2014 10:37:21","Mozilla/5.0 (Windows NT 6.1; rv:29.0) Gecko/20100101 Firefox/29.0",6,2.5,"Харьков",2000,NA,"DEV"
"2397","Software Engineer","Java","","6","5",2000,100,"Днепр.","до 50 человек","Аутсорсинговая","мужской",28,"Высшее","False","ниже среднего","Веб-разработка","21/05/2014 10:38:46","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/34.0.1847.116 Chrome/34.0.1847.116 Safari/537.36",6,5,"Днепр.",2000,NA,"DEV"
"2398","Senior QA engineer","","General QA","2","1",2100,0,"Киев","до 200 человек","Аутстаффинговая","мужской",27,"Высшее","False","выше среднего","Desktop Applications,Gamedev","21/05/2014 10:41:50","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",2,1,"Киев",2100,NA,"QA"
"2399","QA engineer","","Automation QA","1","0.5",1000,150,"Киев","до 10 человек","Продуктовая","женский",26,"Высшее","False","выше среднего","Android,Веб-разработка","21/05/2014 10:48:38","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",1,0.5,"Киев",1000,NA,"QA"
"2400","Software Engineer","Delphi","","8","1.75",1400,0,"Киев","до 10 человек","Другая","мужской",30,"Два высших","False","ниже среднего","Системное программирование,Корпоративные системы","21/05/2014 10:55:25","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",8,1.75,"Киев",1400,NA,"DEV"
"2401","Бизнес-аналитик","","","5","3",2600,300,"Львов","до 200 человек","Аутсорсинговая","мужской",28,"Высшее","False","продвинутый","Веб-разработка","21/05/2014 10:57:04","Mozilla/5.0 (Windows NT 6.1; rv:29.0) Gecko/20100101 Firefox/29.0",5,3,"Львов",2600,NA,""
"2402","Technical Lead","Java","","8","4.5",4400,900,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",29,"Высшее","False","продвинутый","Финансы и банки","21/05/2014 11:00:21","Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.86 Safari/537.36",8,4.5,"Киев",4400,NA,"SDEV"
"2403","Team lead","","","4","4",3000,900,"Киев","до 200 человек","Аутсорсинговая","мужской",26,"Высшее","False","выше среднего","eCommerce","21/05/2014 11:01:45","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",4,4,"Киев",3000,NA,"PM"
"2404","Software Engineer","Java","","3","3",1710,350,"Днепр.","до 50 человек","Аутсорсинговая","мужской",27,"Высшее","False","средний","Веб-разработка","21/05/2014 11:03:41","Mozilla/5.0 (Linux; U; Android 4.2.2;ru-ru; Lenovo B8000-F/JDQ39) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.2.2 Mobile Safari/534.30",3,3,"Днепр.",1710,NA,"DEV"
"2405","Software Engineer","Other","","3","3",300,-175,"Киев","до 10 человек","Другая","мужской",27,"Высшее","False","ниже среднего","Другое","21/05/2014 11:06:21","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1951.5 Safari/537.36",3,3,"Киев",300,NA,"DEV"
"2406","Software Engineer","Java","","3","1",2000,1000,"Днепр.","до 1000 человек","Аутсорсинговая","мужской",25,"Высшее","False","элементарный","Финансы и банки","21/05/2014 11:06:26","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0",3,1,"Днепр.",2000,NA,"DEV"
"2407","Software Engineer","SQL","","1","1",500,500,"Винница","до 10 человек","Стартап","мужской",22,"Незаконченное высшее","True","ниже среднего","Корпоративные системы","21/05/2014 11:08:08","Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",1,1,"other",500,NA,"DEV"
"2408","QA Tech Lead","","Automation QA","7","0.5",3000,600,"Львов","до 50 человек","Продуктовая","мужской",30,"Два высших","False","выше среднего","Веб-разработка,Телекоммуникации","21/05/2014 11:08:59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",7,0.5,"Львов",3000,NA,"QA"
"2409","Senior Software Engineer","Ruby/Rails","","5","меньше 3 месяцев",3000,-300,"Харьков","до 50 человек","Другая","мужской",25,"Высшее","False","выше среднего","Веб-разработка","21/05/2014 11:10:37","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",5,0,"Харьков",3000,NA,"DEV"
"2410","Senior Software Engineer","PHP","","5.5","меньше 3 месяцев",2250,500,"Харьков","до 50 человек","Аутсорсинговая","мужской",28,"Высшее","False","средний","eCommerce,Корпоративные системы","21/05/2014 11:12:38","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",5.5,0,"Харьков",2250,NA,"DEV"
"2411","Software Engineer","Java","","4","0.75",1300,0,"Николаев","до 10 человек","Другая","мужской",29,"Высшее","False","средний","Финансы и банки,Корпоративные системы","21/05/2014 11:13:32","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",4,0.75,"other",1300,NA,"DEV"
"2412","Senior Software Engineer","C#/.NET","","8","1.25",2800,0,"Днепр.","до 1000 человек","Продуктовая","мужской",41,"Высшее","False","средний","Веб-разработка","21/05/2014 11:15:47","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",8,1.25,"Днепр.",2800,NA,"DEV"
"2413","System Architect","Python","","10 и более лет","меньше 3 месяцев",5000,0,"Киев","до 200 человек","Продуктовая","мужской",36,"Высшее","False","средний","Веб-разработка,Корпоративные системы","21/05/2014 11:20:27","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",10,0,"Киев",5000,NA,"SDEV"
"2414","Junior Software Engineer","Python","","0.25","0.25",400,0,"Львов","до 200 человек","Аутсорсинговая","мужской",22,"Высшее","False","средний","Веб-разработка","21/05/2014 11:23:40","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:29.0) Gecko/20100101 Firefox/29.0",0.25,0.25,"Львов",400,NA,"DEV"
"2415","Software Engineer","PHP","","7","0.5",2500,1000,"Киев","до 200 человек","Продуктовая","мужской",40,"Незаконченное высшее","False","ниже среднего","Веб-разработка,Корпоративные системы","21/05/2014 11:25:51","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/34.0.1847.116 Chrome/34.0.1847.116 Safari/537.36",7,0.5,"Киев",2500,NA,"DEV"
"2416","Project manager","","","10 и более лет","0.5",3600,0,"Харьков","до 1000 человек","Аутсорсинговая","мужской",30,"Высшее","False","выше среднего","Другое","21/05/2014 11:25:56","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",10,0.5,"Харьков",3600,NA,"PM"
"2417","Junior Software Engineer","Java","","1.75","0.75",1300,600,"Киев","до 200 человек","Продуктовая","мужской",26,"Незаконченное высшее","False","ниже среднего","Веб-разработка,Корпоративные системы","21/05/2014 11:26:38","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0",1.75,0.75,"Киев",1300,NA,"DEV"
"2418","Junior Software Engineer","Java","","2","1.5",980,480,"Харьков","до 50 человек","Аутсорсинговая","мужской",24,"Высшее","False","средний","Веб-разработка","21/05/2014 11:29:03","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",2,1.5,"Харьков",980,NA,"DEV"
"2419","QA engineer","","General QA","4","1.5",1600,200,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",29,"Высшее","False","средний","Финансы и банки,Корпоративные системы","21/05/2014 11:29:37","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",4,1.5,"Киев",1600,NA,"QA"
"2420","QA engineer","","Manual QA","0.5","меньше 3 месяцев",700,400,"Киев","до 200 человек","Другая","женский",21,"Незаконченное высшее","False","ниже среднего","Веб-разработка","21/05/2014 11:33:27","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",0.5,0,"Киев",700,NA,"QA"
"2421","Software Engineer","Python","","9","0.5",2700,27,"Киев","до 200 человек","Аутсорсинговая","мужской",32,"Высшее","False","ниже среднего","Веб-разработка","21/05/2014 11:33:31","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/34.0.1847.116 Chrome/34.0.1847.116 Safari/537.36",9,0.5,"Киев",2700,NA,"DEV"
"2422","Junior Software Engineer","C#/.NET","","3","меньше 3 месяцев",1000,300,"Севастополь","до 50 человек","Аутсорсинговая","мужской",24,"Высшее","False","ниже среднего","iOS","21/05/2014 11:37:57","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",3,0,"other",1000,NA,"DEV"
