Должность,Язык программирования,Специализация,Общий опыт работы,Опыт работы на текущем месте,Зарплата в месяц,Изменение зарплаты,Город,Размер компании,Тип компании,Пол,Возраст,Образование,Еще студент,Уровень английского,Предметная область,Дата заполнения,User-Agent
Technical Lead,C#/.NET,,7,4,3000,300,Львов,до 200 человек,Аутсорсинговая,m,30,Высшее,False,средний,"Android,Веб-разработка",20/05/2014 18:15:54,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Software Engineer,Ruby/Rails,,1,1.5,1500,200,Киев,до 10 человек,Продуктовая,m,28,Высшее,False,ниже среднего,Веб-разработка,20/05/2014 18:17:03,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:29.0) Gecko/20100101 Firefox/29.0
Junior Software Engineer,Java,,3.5,3.5,1450,200,Ивано-Франковск,свыше 1000 человек,Аутсорсинговая,m,25,Высшее,False,выше среднего,Корпоративные системы,20/05/2014 18:17:54,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Дизайнер,,,3,3,600,1,Львов,до 50 человек,Другая,m,29,Незаконченное высшее,True,ниже среднего,"iOS,Веб-разработка",20/05/2014 18:18:10,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Senior Project Manager / Program Manager,,,2.5,2.5,1500,0,Днепропетровск,до 1000 человек,Продуктовая,m,27,Высшее,False,продвинутый,"Системное программирование,Корпоративные системы",20/05/2014 18:18:48,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
QA engineer,,General QA,3,0.75,1700,0,Киев,свыше 1000 человек,Аутстаффинговая,m,27,Высшее,False,выше среднего,Телекоммуникации,20/05/2014 18:19:30,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Senior QA engineer,,General QA,3.5,0.25,2400,300,Киев,до 50 человек,Продуктовая,m,27,Высшее,False,выше среднего,"Веб-разработка,Корпоративные системы",20/05/2014 18:19:36,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Team lead,,,4.5,1,3400,400,Одесса,свыше 1000 человек,Аутстаффинговая,m,26,Высшее,False,выше среднего,"Desktop Applications,Корпоративные системы",20/05/2014 18:20:52,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Software Engineer,Java,,2,2,1200,400,Днепропетровск,до 50 человек,Аутсорсинговая,m,23,Высшее,False,средний,"Веб-разработка,Корпоративные системы",20/05/2014 18:21:26,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Дизайнер,,,3,1,1200,300,Днепропетровск,до 10 человек,Продуктовая,m,23,Высшее,False,ниже среднего,"Android,Веб-разработка",20/05/2014 18:21:41,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Software Engineer,SQL,,2.5,2.5,1500,300,Киев,до 200 человек,Другая,m,37,Высшее,False,ниже среднего,Финансы и банки,20/05/2014 18:22:14,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Гейм-дизайнер,,,6,меньше 3 месяцев,900,0,Луганск,до 50 человек,Другая,m,28,Высшее,False,ниже среднего,"iOS,Gamedev",20/05/2014 18:22:34,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Software Engineer,Objective-C,,1,1,600,300,Киев,до 1000 человек,Аутсорсинговая,m,26,Высшее,False,ниже среднего,iOS,20/05/2014 18:24:05,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Junior Software Engineer,C,,2,0.75,1320,420,Киев,свыше 1000 человек,Продуктовая,m,25,Высшее,False,выше среднего,"Embedded,Системное программирование",20/05/2014 18:24:28,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.71 Safari/537.36"
Senior Software Engineer,Java,,6,3.5,3300,150,Харьков,до 1000 человек,Аутсорсинговая,m,28,Высшее,False,средний,eCommerce,20/05/2014 18:24:39,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
System Architect,C#/.NET,,5,1,3500,500,Киев,до 50 человек,Продуктовая,m,25,Техникум / Колледж,False,средний,Gamedev,20/05/2014 18:24:50,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36"
Junior QA engineer,,Manual QA,меньше 3 месяцев,меньше 3 месяцев,540,0,Днепропетровск,до 1000 человек,Другая,m,22,Высшее,False,ниже среднего,"Финансы и банки,eCommerce",20/05/2014 18:24:57,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Junior Software Engineer,PHP,,1.75,0.5,500,0,Днепропетровск,до 1000 человек,Продуктовая,m,22,Высшее,False,средний,"Веб-разработка,eCommerce",20/05/2014 18:25:46,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:29.0) Gecko/20100101 Firefox/29.0
Software Engineer,JavaScript,,5.5,0.75,2185,0,Киев,свыше 1000 человек,Аутсорсинговая,m,25,Высшее,False,выше среднего,Веб-разработка,20/05/2014 18:26:36,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
QA engineer,,Automation QA,1.5,1.5,650,300,Львов,до 1000 человек,Аутсорсинговая,m,27,Высшее,False,продвинутый,Корпоративные системы,20/05/2014 18:30:57,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Technical Lead,C#/.NET,,5,0.5,3000,700,Киев,свыше 1000 человек,Аутсорсинговая,m,24,Высшее,False,выше среднего,"Веб-разработка,Телекоммуникации",20/05/2014 18:33:01,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36 CoolNovo/2.0.9.20"
QA engineer,,Manual QA,1.25,1.25,700,300,Ивано-Франковск,свыше 1000 человек,Аутсорсинговая,m,23,Высшее,False,средний,Веб-разработка,20/05/2014 18:34:52,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36"
Senior Software Engineer,Python,,8.5,6,3000,0,Киев,свыше 1000 человек,Аутсорсинговая,m,31,Высшее,False,выше среднего,Телекоммуникации,20/05/2014 18:37:45,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36"
Гейм-дизайнер,,,1.25,0.75,1000,500,Киев,до 10 человек,Продуктовая,m,22,Высшее,False,ниже среднего,Gamedev,20/05/2014 18:38:07,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Software Engineer,JavaScript,,2,2,2100,700,Днепропетровск,до 200 человек,Продуктовая,m,26,Два высших,False,выше среднего,Веб-разработка,20/05/2014 18:38:46,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
Team lead,,,4,1,1500,0,Одесса,до 10 человек,Продуктовая,m,31,Высшее,False,средний,"Веб-разработка,Системное программирование",20/05/2014 18:39:04,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Dragon/33.0.0.0 Chrome/33.0.1750.112 Safari/537.36"
Sales manager,,,4,4,1000,500,Львов,до 50 человек,Аутсорсинговая,f,26,Высшее,False,продвинутый,"Android,iOS",20/05/2014 18:39:09,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
QA engineer,,Manual QA,3,3,1300,600,Харьков,до 200 человек,Аутсорсинговая,f,25,Высшее,False,выше среднего,"Веб-разработка,Финансы и банки",20/05/2014 18:39:55,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Senior Software Engineer,JavaScript,,5,0.5,3500,500,Киев,до 50 человек,Продуктовая,m,25,Среднее,False,средний,"Веб-разработка,Системное программирование",20/05/2014 18:40:58,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Project manager,,,0.5,2,3200,400,Киев,до 1000 человек,Аутсорсинговая,m,29,Высшее,False,продвинутый,Веб-разработка,20/05/2014 18:41:41,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36"
QA engineer,,Manual QA,2.5,1.5,1150,350,Харьков,до 1000 человек,Аутсорсинговая,m,33,Незаконченное высшее,False,ниже среднего,"iOS,Веб-разработка",20/05/2014 18:42:07,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36"
Senior Project Manager / Program Manager,,,7,3,6000,2000,Киев,до 1000 человек,Аутсорсинговая,m,31,Высшее,False,продвинутый,"Android,iOS",20/05/2014 18:42:30,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36"
Senior Software Engineer,C#/.NET,,8,1,3615,615,Харьков,до 200 человек,Аутсорсинговая,m,31,Высшее,False,выше среднего,"Веб-разработка,Корпоративные системы",20/05/2014 18:43:44,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Software Engineer,C,,2,1,1600,100,Львов,до 50 человек,Продуктовая,m,26,Техникум / Колледж,False,средний,Embedded,20/05/2014 18:46:14,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.132 Safari/537.36 OPR/21.0.1432.67"
QA Tech Lead,,General QA,3,1.5,1500,0,Харьков,до 50 человек,Продуктовая,m,33,Высшее,False,средний,"Embedded,Телекоммуникации",20/05/2014 18:46:20,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.77 Safari/537.36"
Верстальщик,,,6,3,1550,400,Киев,до 1000 человек,Аутсорсинговая,m,25,Незаконченное высшее,False,средний,Веб-разработка,20/05/2014 18:49:01,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Junior Software Engineer,PHP,,1,0.75,1000,200,Киев,до 10 человек,Аутсорсинговая,m,22,Незаконченное высшее,True,ниже среднего,"Веб-разработка,eCommerce",20/05/2014 18:50:25,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0
Системный администратор,,,5,5.5,1570,0,Киев,свыше 1000 человек,Аутсорсинговая,f,27,Высшее,False,средний,"Desktop Applications,Другое",20/05/2014 18:50:53,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D201 Safari/9537.53"
Senior Software Engineer,Java,,10 и более лет,9,3500,0,Днепропетровск,до 50 человек,Аутсорсинговая,m,33,Высшее,False,средний,"Телекоммуникации,eCommerce",20/05/2014 18:50:58,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Technical Lead,PHP,,5.5,2,3000,500,Киев,до 200 человек,Стартап,m,24,Высшее,False,средний,"Веб-разработка,Мультимедиа",20/05/2014 18:51:51,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.73.11 (KHTML, like Gecko) Version/7.0.1 Safari/537.73.11"
QA engineer,,Automation QA,3,3,1450,300,Харьков,до 1000 человек,Аутсорсинговая,m,24,Высшее,False,средний,Embedded,20/05/2014 18:54:20,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36"
Системный администратор,,,8,1,2400,400,Киев,до 1000 человек,Продуктовая,m,32,Техникум / Колледж,False,ниже среднего,"Веб-разработка,Мультимедиа",20/05/2014 18:55:37,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:29.0) Gecko/20100101 Firefox/29.0
Senior QA engineer,,Automation QA,10 и более лет,2,3200,0,Киев,до 50 человек,Продуктовая,m,37,Техникум / Колледж,False,ниже среднего,"Desktop Applications,Телекоммуникации",20/05/2014 18:57:20,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Software Engineer,C,,1.75,1.5,1300,300,Киев,до 200 человек,Аутсорсинговая,m,23,Высшее,False,средний,"Embedded,Мультимедиа",20/05/2014 18:58:31,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Support,,,2.5,2.5,350,70,Луганск,до 50 человек,Аутстаффинговая,m,26,Высшее,False,выше среднего,Телекоммуникации,20/05/2014 19:00:24,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Senior Software Engineer,PHP,,6,2.5,2700,500,Киев,до 200 человек,Продуктовая,m,24,Высшее,False,средний,Веб-разработка,20/05/2014 19:01:18,"Mozilla/5.0 (X11; Linux i686 (x86_64)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.132 Safari/537.36"
Senior Software Engineer,JavaScript,,10 и более лет,1,3500,0,Киев,свыше 1000 человек,Аутстаффинговая,m,30,Высшее,False,ниже среднего,Веб-разработка,20/05/2014 19:01:56,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Senior Software Engineer,C#/.NET,,7.5,0.75,2500,800,Львов,свыше 1000 человек,Аутсорсинговая,m,26,Высшее,False,выше среднего,"Веб-разработка,Корпоративные системы",20/05/2014 19:04:48,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Senior Software Engineer,C#/.NET,,10 и более лет,3,3000,100,Львов,до 200 человек,Аутстаффинговая,m,37,Кандидат,False,выше среднего,Веб-разработка,20/05/2014 19:09:03,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0
QA engineer,,Manual QA,1.5,1.5,600,100,Симферополь,до 200 человек,Продуктовая,m,23,Высшее,False,средний,Gamedev,20/05/2014 19:12:01,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
