"N","Должность","Язык.программирования","Специализация","Общий.опыт.работы","Опыт.работы.на.текущем.месте","Зарплата.в.месяц","Изменение.зарплаты.за.12.месяцев","Город","Размер.компании","Тип.компании","Пол","Возраст","Образование","Университет","Еще.студент","Уровень.английского","Предметная.область","Дата.заполнения","User.Agent","exp","current_job_exp","salary","Валюта","cls"
"5661","Software Engineer","JavaScript","","1.5","1",1200,150,"Днепр","до 50 человек","Продуктовая","мужской",23,"Высшее","ДНУ им. Гончара","False","ниже среднего","Веб-разработка,Мультимедиа","20/06/2017 17:40:22","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,1,1200,NA,"DEV"
"5662","Junior Software Engineer","Java","","1","1",500,0,"Николаев","до 200 человек","Продуктовая","мужской",21,"Незаконченное высшее","НУК","True","ниже среднего","Android","20/06/2017 17:40:26","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",1,1,500,NA,"DEV"
"5663","Senior QA engineer","","Automation QA","5","2",2700,400,"Киев","до 200 человек","Продуктовая","мужской",26,"Высшее","НТУУ «КПИ»","False","средний","Веб-разработка","20/06/2017 17:44:00","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4",5,2,2700,NA,"QA"
"5664","Project manager","","","3","1",1500,0,"Харьков","до 200 человек","Аутсорсинговая","мужской",32,"Высшее","ЗНТУ","False","выше среднего","Веб-разработка,Другое","20/06/2017 17:44:00","Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1",3,1,1500,NA,"PM"
"5665","Senior Software Engineer","C++","","5","0.5",2500,0,"Львов","свыше 1000 человек","Аутсорсинговая","мужской",25,"Высшее","Львовская Политехника","False","продвинутый","Телекоммуникации,Корпоративные системы","20/06/2017 17:44:17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",5,0.5,2500,NA,"DEV"
"5666","Technical Lead","PHP","","5","1.5",4000,1000,"Киев","до 10 человек","Стартап","мужской",26,"Высшее","НТУУ «КПИ»","True","продвинутый","Финансы и банки,Корпоративные системы","20/06/2017 17:44:27","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.104 Safari/537.36",5,1.5,4000,NA,"SDEV"
"5667","DevOps","","","4","2",700,100,"Киев","до 200 человек","Продуктовая","мужской",28,"Два высших","НТУУ «КПИ»","False","средний","Веб-разработка","20/06/2017 17:44:36","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",4,2,700,NA,"ADM"
"5668","Designer","","","2","2",300,150,"Полтава","до 10 человек","Другая","мужской",25,"Высшее","ХНУРЭ","False","ниже среднего","Веб-разработка","20/06/2017 17:44:47","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2,2,300,NA,""
"5669","QA engineer","","Manual QA","2","2",700,100,"Харьков","до 200 человек","Аутсорсинговая","мужской",31,"Незаконченное высшее","НТУ «ХПИ»","False","выше среднего","Android,iOS","20/06/2017 17:44:53","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",2,2,700,NA,"QA"
"5670","Senior QA engineer","","Automation QA","3","меньше 3 месяцев",3200,600,"Киев","до 1000 человек","Аутсорсинговая","мужской",28,"Высшее","НТУУ «КПИ»","False","выше среднего","Веб-разработка,Другое","20/06/2017 17:44:55","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3,0,3200,NA,"QA"
"5671","Software Engineer","Python","","2","1.5",1200,400,"Харьков","до 50 человек","Аутсорсинговая","мужской",26,"Высшее","ХНУРЭ","False","средний","Веб-разработка","20/06/2017 17:44:56","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3128.3 Safari/537.36",2,1.5,1200,NA,"DEV"
"5672","DBA","","","10 и более лет","2",1200,100,"Одесса","до 50 человек","Аутсорсинговая","мужской",36,"Высшее","ОНПУ","False","средний","Другое","20/06/2017 17:46:12","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",10,2,1200,NA,""
"5673","Software Engineer","PHP","","3","0.25",1000,200,"Николаев","до 200 человек","Аутсорсинговая","мужской",26,"Высшее","Другой вуз","False","ниже среднего","Веб-разработка","20/06/2017 17:46:51","Mozilla/5.0 (Windows NT 6.3; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0",3,0.25,1000,NA,"DEV"
"5674","DevOps","","","10 и более лет","3",2500,600,"Киев","до 50 человек","Продуктовая","мужской",30,"Высшее","НТУУ «КПИ»","False","ниже среднего","Веб-разработка,eCommerce","20/06/2017 17:46:52","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",10,3,2500,NA,"ADM"
"5675","Software Engineer","PHP","","1.5","1",1000,600,"Киев","до 10 человек","Продуктовая","мужской",28,"Высшее","НТУУ «КПИ»","False","средний","Веб-разработка,Корпоративные системы","20/06/2017 17:47:04","Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_2 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13F69 Safari/601.1",1.5,1,1000,NA,"DEV"
"5676","HTML coder","","","4","0.25",500,160,"Харьков","до 1000 человек","Аутсорсинговая","мужской",27,"Высшее","ХНУРЭ","False","ниже среднего","Веб-разработка","20/06/2017 17:47:15","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",4,0.25,500,NA,""
"5677","QA engineer","","General QA","2","меньше 3 месяцев",1100,450,"Одесса","до 200 человек","Аутсорсинговая","женский",28,"Высшее","ОНПУ","True","средний","Веб-разработка","20/06/2017 17:50:06","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36",2,0,1100,NA,"QA"
"5678","HR","","","1.5","0.5",250,0,"Киев","до 50 человек","Аутстаффинговая","женский",22,"Высшее","Другой вуз","True","продвинутый","Другое","20/06/2017 17:50:18","Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,0.5,250,NA,""
"5679","Senior QA engineer","","Automation QA","5","5",2400,400,"Киев","свыше 1000 человек","Аутсорсинговая","женский",25,"Высшее","НТУУ «КПИ»","False","продвинутый","Веб-разработка","20/06/2017 17:50:32","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",5,5,2400,NA,"QA"
"5680","Senior Software Engineer","Java","","3","1.5",2750,250,"Киев","до 10 человек","Продуктовая","мужской",28,"Высшее","НТУУ «КПИ»","False","ниже среднего","Телекоммуникации","20/06/2017 17:51:17","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",3,1.5,2750,NA,"DEV"
"5681","Junior Software Engineer","Ruby/Rails","","1.5","1",1000,500,"Днепр","до 200 человек","Аутсорсинговая","женский",26,"Незаконченное высшее","Другой вуз","False","средний","Веб-разработка","20/06/2017 17:51:23","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4",1.5,1,1000,NA,"DEV"
"5682","Junior QA engineer","","Manual QA","1.5","1.5",650,0,"Киев","свыше 1000 человек","Аутсорсинговая","женский",25,"Высшее","Другой вуз","False","средний","Desktop Applications,Веб-разработка","20/06/2017 17:51:56","Mozilla/5.0 (Linux; Android 6.0.1; SM-G570F Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",1.5,1.5,650,NA,"QA"
"5683","QA engineer","","Manual QA","5","3",1500,50,"Другой","свыше 1000 человек","Аутсорсинговая","женский",25,"Два высших","ДНУ им. Гончара","False","выше среднего","Веб-разработка","20/06/2017 17:52:15","Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",5,3,1500,NA,"QA"
"5684","Senior Software Engineer","Scala","","4","1.5",2700,500,"Одесса","до 1000 человек","Аутсорсинговая","мужской",25,"Высшее","Другой вуз","False","ниже среднего","Другое","20/06/2017 17:52:22","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 OPR/45.0.2552.898",4,1.5,2700,NA,"DEV"
"5685","HR","","","2","1.5",700,300,"Киев","до 200 человек","Аутсорсинговая","женский",25,"Высшее","НТУУ «КПИ»","False","выше среднего","Другое","20/06/2017 17:52:50","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2,1.5,700,NA,""
"5686","Junior Software Engineer","Ruby/Rails","","1.5","1.5",650,250,"Львов","до 200 человек","Аутсорсинговая","женский",26,"Два высших","КНУ им. Шевченко","False","средний","Веб-разработка","20/06/2017 17:53:34","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:53.0) Gecko/20100101 Firefox/53.0",1.5,1.5,650,NA,"DEV"
"5687","Software Engineer","C#/.NET","","2","меньше 3 месяцев",1000,400,"Киев","до 50 человек","Аутсорсинговая","мужской",24,"Высшее","НУПТ","False","средний","Веб-разработка","20/06/2017 17:53:34","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2,0,1000,NA,"DEV"
"5688","Software Engineer","PHP","","4","меньше 3 месяцев",2500,500,"Киев","до 10 человек","Аутсорсинговая","мужской",30,"Среднее","","False","выше среднего","Веб-разработка,Корпоративные системы","20/06/2017 17:53:44","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",4,0,2500,NA,"DEV"
"5689","Project manager","","","3","1.5",1750,0,"Харьков","до 200 человек","Продуктовая","мужской",25,"Высшее","ХНУ им. Каразина","False","выше среднего","Gamedev,Корпоративные системы","20/06/2017 17:54:43","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3,1.5,1750,NA,"PM"
"5690","Data Scientist / Data Analyst","","","7","2",3900,200,"Харьков","до 1000 человек","Аутсорсинговая","мужской",33,"Высшее","НТУ «ХПИ»","False","выше среднего","eCommerce","20/06/2017 17:56:46","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:54.0) Gecko/20100101 Firefox/54.0",7,2,3900,NA,""
"5691","Software Engineer","C#/.NET","","5","5",500,0,"Запорожье","до 50 человек","Аутсорсинговая","мужской",28,"Высшее","Другой вуз","False","элементарный","Desktop Applications,Веб-разработка","20/06/2017 17:59:46","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",5,5,500,NA,"DEV"
"5692","Junior QA engineer","","Manual QA","1.5","1.5",420,70,"Киев","до 10 человек","Аутсорсинговая","женский",31,"Высшее","НТУ «ХПИ»","False","средний","Веб-разработка","20/06/2017 18:00:59","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,1.5,420,NA,"QA"
"5693","Talent Researcher","","","4","0.5",600,200,"Харьков","до 200 человек","Аутсорсинговая","женский",27,"Высшее","Другой вуз","False","выше среднего","Другое","20/06/2017 18:02:52","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",4,0.5,600,NA,""
"5694","Senior Software Engineer","C++","","6","3",2100,0,"Харьков","до 200 человек","Аутсорсинговая","мужской",27,"Высшее","НТУ «ХПИ»","False","средний","Desktop Applications","20/06/2017 18:02:56","Mozilla/5.0 (Windows NT 10.0; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0",6,3,2100,NA,"DEV"
"5695","Software Engineer","Ruby/Rails","","2","меньше 3 месяцев",900,300,"Киев","до 10 человек","Аутсорсинговая","мужской",21,"Высшее","НТУУ «КПИ»","False","ниже среднего","Веб-разработка","20/06/2017 18:03:37","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36",2,0,900,NA,"DEV"
"5696","Technical Lead","JavaScript","","5","1.5",4500,500,"Киев","до 1000 человек","Аутстаффинговая","мужской",23,"Высшее","НТУУ «КПИ»","False","выше среднего","Веб-разработка","20/06/2017 18:03:39","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",5,1.5,4500,NA,"SDEV"
"5697","QA engineer","","Manual QA","3","0.5",1400,850,"Киев","до 1000 человек","Продуктовая","мужской",24,"Высшее","Другой вуз","False","средний","Gamedev","20/06/2017 18:03:51","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3,0.5,1400,NA,"QA"
