,Должность,Язык программирования,Специализация,Общий опыт работы,Опыт работы на текущем месте,Зарплата в месяц,Изменение зарплаты за 12 месяцев,Город,Размер компании,Тип компании,Пол,Возраст,Образование,Университет,Еще студент,Уровень английского,Предметная область,Дата заполнения,User-Agent
,HR,,,0.5,0.5,120,30,Харьков,до 50 человек,Продуктовая,m,18,Незаконченное высшее,Другой вуз,True,средний,"Веб-разработка,Системное программирование",22/12/2016 18:22:18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,QA engineer,,General QA,1.5,меньше 3 месяцев,300,0,Львов,до 1000 человек,Продуктовая,m,22,Незаконченное высшее,Другой вуз,True,средний,"iOS,Gamedev",22/12/2016 18:22:30,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Software Engineer,PHP,,2,1,900,100,Харьков,до 50 человек,Продуктовая,m,22,Незаконченное высшее,НТУ «ХПИ»,True,ниже среднего,Веб-разработка,22/12/2016 18:23:01,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Project manager,,,0.5,0.5,400,300,Харьков,до 200 человек,Аутсорсинговая,m,27,Высшее,Другой вуз,False,продвинутый,"Android,Веб-разработка",22/12/2016 18:24:10,"Mozilla/5.0 (Linux; Android 5.1; XT1254 Build/SU4TL-44) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36"
,Business analyst,,,5,3,3200,700,Киев,свыше 1000 человек,Аутсорсинговая,m,27,Высшее,КНУ им. Шевченко,False,выше среднего,"Финансы и банки,Корпоративные системы",22/12/2016 18:26:20,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Software Engineer,C#/.NET,,7,3,1600,250,Житомир,до 200 человек,Другая,m,28,Высшее,ЖГТУ,False,ниже среднего,Desktop Applications,22/12/2016 18:27:35,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36 OPR/41.0.2353.69"
,Sysadmin,,,10 и более лет,1,2400,400,Киев,до 50 человек,Другая,m,39,Высшее,Другой вуз,False,средний,eCommerce,22/12/2016 18:29:16,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Junior Software Engineer,JavaScript,,0.25,0.25,500,0,Киев,свыше 1000 человек,Аутсорсинговая,m,29,Высшее,НТУУ «КПИ»,False,средний,Веб-разработка,22/12/2016 18:29:52,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36"
,Junior Software Engineer,JavaScript,,1,1,900,450,Киев,свыше 1000 человек,Аутсорсинговая,m,31,Высшее,НТУУ «КПИ»,False,ниже среднего,"Телекоммуникации,Мультимедиа",22/12/2016 18:30:34,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,HR,,,0.5,0.5,600,300,Харьков,до 10 человек,Аутсорсинговая,f,26,Высшее,ХАИ,False,средний,"Android,iOS",22/12/2016 18:32:09,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Software Engineer,Ruby/Rails,,2,1.5,1200,900,Харьков,до 200 человек,Аутсорсинговая,m,22,Высшее,ХНУРЭ,False,продвинутый,"Веб-разработка,eCommerce",22/12/2016 18:43:35,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2832.2 Safari/537.36"
,Business analyst,,,3,0.5,2500,300,Киев,до 1000 человек,Аутсорсинговая,m,24,Высшее,Другой вуз,False,продвинутый,"iOS,Веб-разработка",22/12/2016 18:46:47,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.98 Safari/537.36"
,Junior Software Engineer,C#/.NET,,2,4,800,100,Днепр,свыше 1000 человек,Аутсорсинговая,m,28,Высшее,ДНУ им. Гончара,False,средний,Desktop Applications,22/12/2016 18:50:02,Mozilla/5.0 (Windows NT 6.3; ARM; Trident/7.0; Touch; rv:11.0) like Gecko
,Senior Software Engineer,JavaScript,,4,4,2700,800,Харьков,до 1000 человек,Аутсорсинговая,m,24,Высшее,ХНУРЭ,False,выше среднего,"Веб-разработка,Embedded",22/12/2016 18:53:21,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0
,Software Engineer,Python,,2,1,1550,500,Днепр,свыше 1000 человек,Аутсорсинговая,m,30,Высшее,Другой вуз,False,средний,Веб-разработка,22/12/2016 18:58:03,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Software Engineer,JavaScript,,1,0.5,800,100,Киев,до 50 человек,Аутсорсинговая,m,25,Высшее,НТУУ «КПИ»,False,средний,Веб-разработка,22/12/2016 18:59:17,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Business analyst,,,1,0.5,530,0,Киев,до 1000 человек,Продуктовая,m,21,Высшее,НТУУ «КПИ»,True,продвинутый,Корпоративные системы,22/12/2016 19:05:56,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Software Engineer,C++,,3,1.5,1600,0,Киев,свыше 1000 человек,Аутсорсинговая,m,26,Высшее,КНУ им. Шевченко,False,продвинутый,,22/12/2016 19:11:59,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0
,Software Engineer,PHP,,5,1,2050,0,Киев,до 200 человек,Аутсорсинговая,m,25,Высшее,НТУУ «КПИ»,False,выше среднего,Веб-разработка,22/12/2016 19:18:14,"Mozilla/5.0 (Linux; Android 6.0.1; A0001 Build/MHC19Q) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36"
,Technical Lead,PHP,,7,4,3700,0,Тернополь,до 10 человек,Другая,m,25,Высшее,Другой вуз,False,продвинутый,Веб-разработка,22/12/2016 19:22:05,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Junior Software Engineer,JavaScript,,1,0.5,1600,900,Киев,до 200 человек,Аутсорсинговая,m,25,Высшее,ХНУ [г. Хмельницкий],False,элементарный,"Веб-разработка,eCommerce",22/12/2016 19:39:07,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36"
,Sysadmin,,,7,4,600,0,Черкассы,до 200 человек,Аутсорсинговая,m,27,Высшее,ВНУ им. Даля,False,ниже среднего,"iOS,Gamedev",22/12/2016 19:39:34,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Junior Software Engineer,PHP,,1,1,500,150,Киев,до 10 человек,Другая,m,24,Высшее,ЖГТУ,False,ниже среднего,Веб-разработка,22/12/2016 19:41:57,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36"
,Senior QA engineer,,Manual QA,10 и более лет,10 и более лет,3000,0,Киев,до 50 человек,Стартап,f,34,Высшее,КНЭУ,False,продвинутый,"Веб-разработка,eCommerce",22/12/2016 19:45:13,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Senior Software Engineer,C++,,10 и более лет,9,2800,0,Киев,до 200 человек,Продуктовая,m,31,Высшее,ДонНТУ,False,выше среднего,"Desktop Applications,Системное программирование",22/12/2016 19:45:24,"Mozilla/5.0 (Linux; Android 6.0; MI 5 Build/MRA58K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36"
,Junior QA engineer,,Manual QA,1.5,1.5,700,100,Ивано-Франковск,до 200 человек,Аутсорсинговая,m,32,Высшее,Другой вуз,False,средний,"Веб-разработка,eCommerce",22/12/2016 19:49:23,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Project manager,,,2,1.5,1200,200,Харьков,до 50 человек,Аутсорсинговая,m,33,Высшее,НТУ «ХПИ»,False,средний,"Веб-разработка,eCommerce",22/12/2016 19:49:26,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Junior QA engineer,,Manual QA,0.25,0.25,400,0,Киев,свыше 1000 человек,Аутсорсинговая,m,27,Высшее,Другой вуз,False,средний,"iOS,Веб-разработка",22/12/2016 19:56:41,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2) AppleWebKit/602.3.12 (KHTML, like Gecko) Version/10.0.2 Safari/602.3.12"
,Technical Lead,Java,,7,3,4150,300,Киев,до 200 человек,Аутсорсинговая,m,27,Высшее,Другой вуз,False,средний,Другое,22/12/2016 19:59:44,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,HTML coder,,,3,3,1000,300,Харьков,до 50 человек,Другая,m,26,Высшее,ХНУРЭ,False,ниже среднего,Веб-разработка,22/12/2016 20:07:34,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36"
,Junior QA engineer,,Manual QA,меньше 3 месяцев,меньше 3 месяцев,200,0,Запорожье,до 50 человек,Стартап,f,23,Высшее,НАУ,False,выше среднего,Веб-разработка,22/12/2016 20:17:23,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Business analyst,,,1.5,1.5,450,150,Киев,свыше 1000 человек,Продуктовая,m,27,Высшее,ДонНТУ,False,средний,"Веб-разработка,Корпоративные системы",22/12/2016 20:18:09,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Senior Software Engineer,PHP,,5,1,1800,1800,Запорожье,до 50 человек,Аутсорсинговая,m,28,Незаконченное высшее,Другой вуз,False,средний,Веб-разработка,22/12/2016 20:19:59,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.100 Safari/537.36"
,Software Engineer,SQL,,4,1.5,1900,450,Киев,свыше 1000 человек,Аутсорсинговая,m,29,Высшее,НТУУ «КПИ»,False,выше среднего,Финансы и банки,22/12/2016 20:23:24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Junior Software Engineer,JavaScript,,0.5,0.25,360,0,Днепр,до 50 человек,Аутсорсинговая,m,23,Высшее,НТУ «ХПИ»,False,средний,Веб-разработка,22/12/2016 20:34:10,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Junior QA engineer,,Manual QA,1.5,1.5,1200,700,Одесса,до 10 человек,Продуктовая,f,26,Высшее,ОНПУ,False,выше среднего,,22/12/2016 20:42:50,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Technical Lead,C#/.NET,,10 и более лет,1,3500,0,Львов,свыше 1000 человек,Аутсорсинговая,m,35,Высшее,Другой вуз,False,средний,Веб-разработка,22/12/2016 20:46:14,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Senior Software Engineer,C#/.NET,,7,5,2850,140,Киев,до 200 человек,Продуктовая,f,28,Высшее,КНУ им. Шевченко,False,продвинутый,"Desktop Applications,Системное программирование",22/12/2016 20:49:37,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Support,,,0.5,0.5,450,0,Киев,до 200 человек,Аутсорсинговая,f,21,Высшее,КНЭУ,True,продвинутый,"iOS,Desktop Applications",22/12/2016 20:51:17,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36"
,QA engineer,,Manual QA,1.5,меньше 3 месяцев,700,300,Львов,до 200 человек,Продуктовая,f,28,Высшее,ЛНУ им. Франко,False,выше среднего,"Android,iOS",22/12/2016 20:52:28,Mozilla/5.0 (Windows NT 6.1; rv:47.0) Gecko/20100101 Firefox/47.0
,DBA,,,10 и более лет,1,5750,0,Другой,до 10 человек,Другая,m,38,Высшее,Другой вуз,False,продвинутый,,22/12/2016 20:55:07,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
,Junior Software Engineer,Python,,0.5,0.5,550,0,Киев,до 10 человек,Продуктовая,m,22,Незаконченное высшее,НТУУ «КПИ»,True,средний,"Веб-разработка,eCommerce",22/12/2016 20:56:45,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/55.0.2883.87 Chrome/55.0.2883.87 Safari/537.36"
,Software Engineer,C#/.NET,,3,0.5,2200,1100,Киев,до 50 человек,Продуктовая,m,23,Высшее,НТУУ «КПИ»,True,выше среднего,"Веб-разработка,eCommerce",22/12/2016 20:57:53,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,QA engineer,,Automation QA,1.5,1.5,900,200,Одесса,до 50 человек,Продуктовая,m,33,Высшее,ОНАС,False,выше среднего,"Desktop Applications,Финансы и банки",22/12/2016 21:00:03,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/55.0.2883.87 Chrome/55.0.2883.87 Safari/537.36"
,Software Engineer,Java,,5,2,2150,100,Харьков,свыше 1000 человек,Аутсорсинговая,m,26,Высшее,ХНУРЭ,False,выше среднего,"Веб-разработка,eCommerce",22/12/2016 21:02:10,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36 OPR/42.0.2393.94"
,Software Engineer,JavaScript,,1.5,меньше 3 месяцев,2755,1755,Киев,до 200 человек,Аутстаффинговая,m,24,Высшее,КНУ им. Шевченко,False,выше среднего,"Веб-разработка,eCommerce",22/12/2016 21:07:30,"Mozilla/5.0 (Linux; Android 4.3; MT2L03 Build/HuaweiMT2L03) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36"
,QA engineer,,Automation QA,4,1,1200,0,Киев,свыше 1000 человек,Аутсорсинговая,m,36,Высшее,СумГУ,False,средний,"Веб-разработка,Мультимедиа",22/12/2016 21:12:13,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0
,Senior Software Engineer,C#/.NET,,4,1.5,3000,500,Киев,до 1000 человек,Аутстаффинговая,f,25,Высшее,НТУУ «КПИ»,False,средний,Веб-разработка,22/12/2016 21:26:36,"Mozilla/5.0 (Linux; Android 6.0.1; SM-A500H Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36"
,QA engineer,,General QA,2,2,1000,400,Харьков,свыше 1000 человек,Аутсорсинговая,f,28,Высшее,ХНУРЭ,False,продвинутый,,22/12/2016 21:31:23,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
,Software Engineer,C#/.NET,,1.5,1.5,1500,800,Харьков,до 1000 человек,Аутсорсинговая,m,21,Незаконченное высшее,Другой вуз,True,ниже среднего,"Веб-разработка,Корпоративные системы",22/12/2016 21:31:27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
