"Город","Зарплата.в.месяц","Изменение.зарплаты","Должность","exp","current_job_exp","Язык.программирования","Специализация","Возраст","Пол","Образование","Уровень.английского","Размер.компании"
"2315","Харьков",300,0,"Junior Software Engineer",0.25,0,"Java","",30,"мужской","Высшее","средний","до 200 человек"
"2316","Киев",7000,1000,"Director of Engineering / Program Director",10,2.5,"","",31,"мужской","Высшее","выше среднего","до 10 человек"
"2317","Киев",1300,300,"Technical Lead",2.5,0.75,"Java (Android)","",22,"мужской","Незаконченное высшее","средний","до 200 человек"
"2318","Киев",2000,800,"Software Engineer",4,2.5,"C","",25,"мужской","Высшее","средний","свыше 1000 человек"
"2319","Житомир",800,400,"Software Engineer",4.5,1.25,"JavaScript","",23,"мужской","Высшее","средний","до 200 человек"
"2320","Харьков",2400,500,"Senior Software Engineer",4,0.75,"PHP","",27,"мужской","Высшее","средний","до 1000 человек"
"2321","Львов",1500,400,"Software Engineer",6,0.5,"Python","",29,"мужской","Высшее","ниже среднего","до 200 человек"
"2322","Севастополь",850,250,"Junior Software Engineer",1.75,1.5,"Java","",22,"мужской","Высшее","ниже среднего","до 50 человек"
"2323","Донецк",280,0,"Junior Software Engineer",0.5,0.5,"PHP","",22,"мужской","Незаконченное высшее","продвинутый","до 50 человек"
"2324","Львов",620,200,"Support",0.75,0.75,"JavaScript","",27,"мужской","Высшее","ниже среднего","свыше 1000 человек"
"2325","Запорожье",700,0,"Software Engineer",3,1.5,"PHP","",41,"мужской","Высшее","средний","до 200 человек"
"2326","Симферополь",300,300,"Junior Software Engineer",0.75,0.75,"Java (Android)","",23,"мужской","Высшее","ниже среднего","до 10 человек"
"2327","Донецк",1500,500,"Software Engineer",3,1,"PHP","",31,"мужской","Высшее","ниже среднего","до 10 человек"
"2328","Ровно",500,440,"Junior Software Engineer",1.25,1.25,"Delphi","",27,"мужской","Незаконченное высшее","ниже среднего","до 10 человек"
"2329","Харьков",2500,1500,"Системный администратор",7,1,"","",20,"мужской","Незаконченное высшее","средний","до 10 человек"
"2330","Харьков",600,600,"Junior Software Engineer",1,1,"C#/.NET","",20,"мужской","Незаконченное высшее","ниже среднего","до 50 человек"
"2331","Киев",1900,0,"Бизнес-аналитик",4.5,4.5,"","",30,"мужской","Два высших","выше среднего","до 10 человек"
"2332","Киев",1000,300,"Системный администратор",7,1,"","",32,"мужской","Высшее","средний","до 10 человек"
"2333","Киев",1000,400,"Software Engineer",3.5,0.25,"PHP","",24,"мужской","Высшее","элементарный","до 200 человек"
"2334","Киев",750,100,"Junior Software Engineer",2.5,2.5,"Java","",25,"мужской","Незаконченное высшее","средний","до 50 человек"
"2335","Хмельницкий",500,45,"Junior Software Engineer",2,2,"C++","",21,"мужской","Среднее","элементарный","до 50 человек"
"2336","Киев",2000,1500,"Senior Software Engineer",2.5,0.5,"Python","",23,"мужской","Высшее","средний","до 50 человек"
"2337","Киев",5000,800,"System Architect / Системный архитектор",8.5,0,"Java","",31,"мужской","Высшее","выше среднего","свыше 1000 человек"
"2338","Луганск",450,62,"Support",10,10,"","",0,"мужской","Незаконченное высшее","ниже среднего","до 10 человек"
"2339","Киев",2200,700,"QA engineer",4,1.75,"","Automation QA",24,"мужской","Высшее","средний","свыше 1000 человек"
"2340","Харьков",1600,125,"Software Engineer",6,2.5,"PHP","",26,"мужской","Высшее","средний","до 200 человек"
"2341","Днепр.",2200,200,"Senior Software Engineer",10,10,"C#/.NET","",40,"мужской","Незаконченное высшее","выше среднего","до 50 человек"
"2342","Киев",2900,300,"Project manager",1,2,"","",30,"мужской","Высшее","ниже среднего","свыше 1000 человек"
"2343","Черновцы",600,100,"Системный администратор",4,2.5,"","",27,"мужской","Высшее","средний","до 10 человек"
"2344","Харьков",3500,100,"Director of Engineering / Program Director",10,2,"","",50,"мужской","Высшее","элементарный","до 50 человек"
"2345","Киев",1000,50,"Системный администратор",10,6.5,"","",30,"мужской","Высшее","элементарный","до 10 человек"
"2346","Киев",750,0,"Junior Software Engineer",1.5,1.5,"Objective-C","",25,"мужской","Высшее","продвинутый","до 1000 человек"
"2347","Киев",1900,350,"Software Engineer",8,1.75,"C#/.NET","",31,"мужской","Высшее","средний","до 200 человек"
"2348","Киев",3000,500,"Senior Software Engineer",3,0,"Objective-C","",40,"мужской","Среднее","продвинутый","до 50 человек"
"2349","Одесса",2650,870,"Системный администратор",10,0.25,"","",29,"мужской","Два высших","ниже среднего","до 200 человек"
"2350","Днепр.",1100,200,"Software Engineer",4.5,3,"C++","",26,"мужской","Высшее","средний","до 50 человек"
"2351","Харьков",2900,0,"Technical Lead",3,3,"Java (Android)","",32,"мужской","Высшее","средний","до 10 человек"
"2352","Днепр.",1200,0,"Software Engineer",2.5,0.5,"JavaScript","",21,"мужской","Незаконченное высшее","ниже среднего","до 10 человек"
"2353","Одесса",1100,600,"Junior Software Engineer",1,0.75,"Java","",30,"мужской","Два высших","средний","до 50 человек"
"2354","Киев",5100,2600,"Technical Lead",6,0.75,"JavaScript","",27,"мужской","Два высших","выше среднего","до 50 человек"
"2355","Киев",1200,200,"Junior Software Engineer",1.5,0.25,"C#/.NET","",25,"мужской","Два высших","элементарный","свыше 1000 человек"
"2356","Киев",3600,200,"Senior Software Engineer",5.5,4,"C#/.NET","",29,"мужской","Высшее","продвинутый","свыше 1000 человек"
"2357","Харьков",1600,700,"Software Engineer",1.75,0.75,"PHP","",22,"мужской","Незаконченное высшее","ниже среднего","до 1000 человек"
"2358","Одесса",800,300,"Junior Software Engineer",2,1,"C#/.NET","",21,"мужской","Незаконченное высшее","средний","до 200 человек"
"2359","Львов",1800,300,"Technical Lead",4.5,4.5,"Java","",29,"мужской","Высшее","средний","свыше 1000 человек"
"2360","Киев",3000,0,"Senior Software Engineer",5,2.5,"SQL","",26,"мужской","Высшее","выше среднего","свыше 1000 человек"
