"X","Должность","Язык.программирования","Специализация","Общий.опыт.работы","Опыт.работы.на.текущем.месте","Зарплата.в.месяц","Изменение.зарплаты","Город","Размер.компании","Тип.компании","Пол","Возраст","Образование","Еще.студент","Уровень.английского","Предметная.область","Дата.заполнения","User.Agent","exp","current_job_exp","loc","salary","Валюта","cls"
"2850",NA,"QA engineer","","Manual QA","меньше 3 месяцев","меньше 3 месяцев",1500,300,"Одесса","до 200 человек","Аутсорсинговая","мужской",28,"Высшее","False","ниже среднего","Веб-разработка","24/12/2013 17:55:53","Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0; EIE10;ENUSMSN)",0,0,"Одесса",1500,NA,"QA"
"2851",NA,"Software Engineer","JavaScript","","6","0.75",2240,240,"Киев","до 1000 человек","Аутстаффинговая","мужской",29,"Высшее","False","средний","Веб-разработка","24/12/2013 17:56:26","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:26.0) Gecko/20100101 Firefox/26.0",6,0.75,"Киев",2240,NA,"DEV"
"2852",NA,"QA engineer","","Automation QA","1.75","1.75",1100,500,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",22,"Незаконченное высшее","True","продвинутый","Веб-разработка","24/12/2013 17:57:39","Mozilla/5.0 (Windows NT 5.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",1.75,1.75,"Киев",1100,NA,"QA"
"2853",NA,"Senior Software Engineer","C++","","6.5","0.5",3000,500,"Одесса","до 1000 человек","Аутсорсинговая","мужской",28,"Высшее","False","выше среднего","Desktop Applications","24/12/2013 17:57:54","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",6.5,0.5,"Одесса",3000,NA,"DEV"
"2854",NA,"HR","","","5","2",500,0,"Симферополь","до 200 человек","Продуктовая","женский",27,"Кандидат","False","выше среднего","Корпоративные системы","24/12/2013 17:59:06","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",5,2,"other",500,NA,""
"2855",NA,"HR","","","0.5","0.5",500,1,"Другой","до 200 человек","Аутсорсинговая","женский",23,"Высшее","False","ниже среднего","Gamedev","24/12/2013 17:59:25","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",0.5,0.5,"other",500,NA,""
"2856",NA,"Technical Lead","C","","7","5.5",2640,240,"Харьков","до 200 человек","Продуктовая","мужской",28,"Высшее","False","средний","Embedded,Телекоммуникации","24/12/2013 17:59:41","Mozilla/5.0 (Windows NT 5.1; rv:24.0) Gecko/20100101 Firefox/24.0",7,5.5,"Харьков",2640,NA,"SDEV"
"2857",NA,"Technical Lead","Java","","6","3.5",2000,200,"Киев","до 1000 человек","Продуктовая","мужской",26,"Высшее","False","выше среднего","Корпоративные системы","24/12/2013 18:00:30","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",6,3.5,"Киев",2000,NA,"SDEV"
"2858",NA,"HR","","","меньше 3 месяцев","меньше 3 месяцев",1000,300,"Киев","до 10 человек","Продуктовая","мужской",26,"Высшее","False","средний","Другое","24/12/2013 18:01:03","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.41 Safari/537.36",0,0,"Киев",1000,NA,""
"2859",NA,"Software Engineer","Objective-C","","2","2",2000,1250,"Киев","до 1000 человек","Продуктовая","мужской",22,"Незаконченное высшее","False","выше среднего","iOS","24/12/2013 18:01:51","Mozilla/5.0 (iPhone; CPU iPhone OS 7_0_4 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B554a Safari/9537.53",2,2,"Киев",2000,NA,"DEV"
"2860",NA,"Team lead","","","8","0.5",3750,0,"Одесса","свыше 1000 человек","Аутсорсинговая","мужской",30,"Высшее","False","выше среднего","Embedded","24/12/2013 18:02:01","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",8,0.5,"Одесса",3750,NA,"PM"
"2861",NA,"Software Engineer","Java","","5","1.5",2250,450,"Харьков","до 50 человек","Аутсорсинговая","мужской",30,"Высшее","False","продвинутый","Корпоративные системы","24/12/2013 18:04:18","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",5,1.5,"Харьков",2250,NA,"DEV"
"2862",NA,"Software Engineer","JavaScript","","2","меньше 3 месяцев",1425,1000,"Харьков","до 50 человек","Аутсорсинговая","мужской",22,"Незаконченное высшее","True","средний","Веб-разработка","24/12/2013 18:04:30","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",2,0,"Харьков",1425,NA,"DEV"
"2863",NA,"Дизайнер","","","4","4",800,800,"Львов","до 50 человек","Продуктовая","мужской",28,"Незаконченное высшее","True","элементарный","iOS,Веб-разработка","24/12/2013 18:04:49","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",4,4,"Львов",800,NA,""
"2864",NA,"Software Engineer","C++","","6.5","3",2700,-300,"Киев","до 50 человек","Аутсорсинговая","женский",27,"Высшее","False","ниже среднего","iOS,Gamedev","24/12/2013 18:05:34","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:26.0) Gecko/20100101 Firefox/26.0",6.5,3,"Киев",2700,NA,"DEV"
"2865",NA,"Software Engineer","Python","","2.5","2",2000,400,"Днепр.","до 10 человек","Аутстаффинговая","мужской",22,"Высшее","False","средний","Веб-разработка","24/12/2013 18:07:33","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/26.0",2.5,2,"Днепр.",2000,NA,"DEV"
"2866",NA,"Team lead","","","8","6",3800,600,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",29,"Высшее","False","продвинутый","Desktop Applications,Финансы и банки","24/12/2013 18:08:29","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36",8,6,"Киев",3800,NA,"PM"
"2867",NA,"Scrum Master","","","5","2",2300,300,"Киев","свыше 1000 человек","Аутстаффинговая","мужской",28,"Высшее","False","продвинутый","Веб-разработка","24/12/2013 18:08:46","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",5,2,"Киев",2300,NA,""
"2868",NA,"Дизайнер","","","3","1.5",1500,0,"Киев","до 10 человек","Продуктовая","мужской",26,"Высшее","False","средний","iOS,eCommerce","24/12/2013 18:11:22","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",3,1.5,"Киев",1500,NA,""
"2869",NA,"Technical Lead","Objective-C","","6","0.5",2350,150,"Харьков","до 50 человек","Аутсорсинговая","мужской",25,"Незаконченное высшее","True","средний","iOS","24/12/2013 18:12:14","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.55 Safari/537.36",6,0.5,"Харьков",2350,NA,"SDEV"
"2870",NA,"Дизайнер","","","5","2",1800,300,"Львов","свыше 1000 человек","Аутсорсинговая","мужской",25,"Высшее","False","выше среднего","Веб-разработка,Мультимедиа","24/12/2013 18:12:26","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",5,2,"Львов",1800,NA,""
"2871",NA,"Senior Software Engineer","PHP","","6","1.5",1100,150,"Сумы","до 10 человек","Аутсорсинговая","мужской",24,"Высшее","False","средний","Веб-разработка","24/12/2013 18:15:07","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",6,1.5,"other",1100,NA,"DEV"
"2872",NA,"Project manager","","","2","2",2000,0,"Днепр.","до 10 человек","Продуктовая","мужской",29,"Высшее","False","выше среднего","Корпоративные системы","24/12/2013 18:15:38","Mozilla/5.0 (Windows NT 5.1; rv:26.0) Gecko/20100101 Firefox/26.0",2,2,"Днепр.",2000,NA,"PM"
"2873",NA,"QA engineer","","General QA","4","1.5",1500,200,"Одесса","до 200 человек","Стартап","женский",24,"Высшее","False","выше среднего","Веб-разработка","24/12/2013 18:16:46","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",4,1.5,"Одесса",1500,NA,"QA"
"2874",NA,"Junior QA engineer","","Manual QA","0.5","0.5",650,650,"Харьков","до 200 человек","Аутсорсинговая","мужской",32,"Высшее","False","выше среднего","Android,iOS","24/12/2013 18:17:48","Mozilla/5.0 (Windows NT 6.2; WOW64; rv:25.0) Gecko/20100101 Firefox/25.0",0.5,0.5,"Харьков",650,NA,"QA"
"2875",NA,"Senior Software Engineer","Java","","5","4",2300,300,"Киев","до 1000 человек","Аутсорсинговая","мужской",30,"Высшее","False","средний","Embedded","24/12/2013 18:18:05","Opera/9.80 (Windows NT 5.1) Presto/2.12.388 Version/12.12",5,4,"Киев",2300,NA,"DEV"
"2876",NA,"Бизнес-аналитик","","","10 и более лет","9.5",3400,300,"Харьков","до 1000 человек","Продуктовая","мужской",36,"Высшее","False","продвинутый","Веб-разработка,Корпоративные системы","24/12/2013 18:19:37","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",10,9.5,"Харьков",3400,NA,""
"2877",NA,"Бизнес-аналитик","","","4.5","3.5",2250,350,"Киев","до 1000 человек","Продуктовая","женский",26,"Высшее","False","средний","Финансы и банки,Корпоративные системы","24/12/2013 18:19:59","Mozilla/5.0 (Windows NT 6.3; Win64; x64; Trident/7.0; Touch; MDDCJS; rv:11.0) like Gecko",4.5,3.5,"Киев",2250,NA,""
"2878",NA,"Software Engineer","JavaScript","","6","2",850,242,"Житомир","до 200 человек","Другая","мужской",23,"Высшее","False","средний","iOS,Веб-разработка","24/12/2013 18:20:42","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",6,2,"other",850,NA,"DEV"
"2879",NA,"Software Engineer","Ruby/Rails","","1","0.25",1200,0,"Днепр.","до 200 человек","Аутстаффинговая","мужской",31,"Высшее","False","элементарный","Веб-разработка,Gamedev","24/12/2013 18:23:20","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36 CoolNovo/2.0.9.20",1,0.25,"Днепр.",1200,NA,"DEV"
"2880",NA,"Project manager","","","1.5","0.75",1500,1000,"Одесса","до 50 человек","Другая","мужской",24,"Высшее","False","выше среднего","eCommerce","24/12/2013 18:25:40","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",1.5,0.75,"Одесса",1500,NA,"PM"
"2881",NA,"Software Engineer","PHP","","2","0.5",1300,600,"Харьков","свыше 1000 человек","Аутсорсинговая","мужской",23,"Высшее","False","ниже среднего","Веб-разработка,Embedded","24/12/2013 18:26:28","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",2,0.5,"Харьков",1300,NA,"DEV"
"2882",NA,"Software Engineer","C#/.NET","","3.5","0.25",2300,1000,"Харьков","до 1000 человек","Аутсорсинговая","мужской",24,"Высшее","False","средний","Другое","24/12/2013 18:29:13","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",3.5,0.25,"Харьков",2300,NA,"DEV"
"2883",NA,"QA engineer","","Automation QA","1.5","1",1200,300,"Киев","до 50 человек","Стартап","мужской",22,"Высшее","True","выше среднего","Веб-разработка","24/12/2013 18:29:14","Mozilla/5.0 (X11; Linux x86_64; rv:10.0.12) Gecko/20100101 Firefox/10.0.12 Iceweasel/10.0.12",1.5,1,"Киев",1200,NA,"QA"
"2884",NA,"System Architect / Системный архитектор","C#/.NET","","9","7",3560,250,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",33,"Высшее","False","средний","Веб-разработка,Финансы и банки","24/12/2013 18:29:32","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.41 Safari/537.36",9,7,"Киев",3560,NA,""
"2885",NA,"Software Engineer","Java","","2.5","1.5",2500,700,"Харьков","до 50 человек","Аутсорсинговая","мужской",24,"Высшее","False","средний","Корпоративные системы","24/12/2013 18:29:48","Mozilla/5.0 (Windows NT 6.3; WOW64; rv:25.0) Gecko/20100101 Firefox/25.0",2.5,1.5,"Харьков",2500,NA,"DEV"
"2886",NA,"Technical Lead","C#/.NET","","6","1.25",3500,500,"Харьков","до 200 человек","Аутстаффинговая","мужской",31,"Высшее","False","средний","Веб-разработка","24/12/2013 18:34:54","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.57 Safari/537.36 OPR/18.0.1284.63",6,1.25,"Харьков",3500,NA,"SDEV"
"2887",NA,"Senior Software Engineer","JavaScript","","4.5","0.5",1600,600,"Львов","до 200 человек","Аутсорсинговая","мужской",27,"Высшее","False","средний","Веб-разработка","24/12/2013 18:35:24","Mozilla/5.0 (Windows NT 5.1; rv:26.0) Gecko/20100101 Firefox/26.0",4.5,0.5,"Львов",1600,NA,"DEV"
"2888",NA,"Senior Software Engineer","JavaScript","","8","1.5",2000,0,"Одесса","до 200 человек","Продуктовая","мужской",26,"Среднее","False","средний","Веб-разработка,Корпоративные системы","24/12/2013 18:35:37","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",8,1.5,"Одесса",2000,NA,"DEV"
"2889",NA,"Верстальщик","","","2.5","1.5",1000,300,"Житомир","до 200 человек","Аутсорсинговая","женский",22,"Высшее","False","средний","Веб-разработка","24/12/2013 18:39:53","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",2.5,1.5,"other",1000,NA,""
