"N","Должность","Язык.программирования","Специализация","Общий.опыт.работы","Опыт.работы.на.текущем.месте","Зарплата.в.месяц","Изменение.зарплаты.за.12.месяцев","Город","Размер.компании","Тип.компании","Пол","Возраст","Образование","Университет","Еще.студент","Уровень.английского","Предметная.область","Дата.заполнения","User.Agent","exp","current_job_exp","loc","salary","Валюта","cls"
"4499",NA,"Software Engineer","C#/.NET","","2","меньше 3 месяцев",1400,700,"Днепр","до 1000 человек","Аутсорсинговая","мужской",22,"Высшее","Другой вуз","False","средний","Веб-разработка,Телекоммуникации","21/12/2016 12:41:16","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",2,0,"other",1400,NA,"DEV"
"4500",NA,"Junior QA engineer","","Manual QA","меньше 3 месяцев","0.25",320,0,"Киев","до 1000 человек","Продуктовая","женский",26,"Высшее","Другой вуз","False","средний","Desktop Applications,Gamedev","21/12/2016 12:41:37","Mozilla/5.0 (iPad; CPU OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12F69 Safari/600.1.4",0,0.25,"Киев",320,NA,"QA"
"4501",NA,"Team lead","","","6","2",3400,520,"Киев","до 200 человек","Продуктовая","мужской",27,"Высшее","СумГУ","False","продвинутый","Веб-разработка,eCommerce","21/12/2016 12:42:04","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",6,2,"Киев",3400,NA,"PM"
"4502",NA,"Product Manager","","","5","2",2900,400,"Киев","до 50 человек","Стартап","мужской",23,"Незаконченное высшее","НАУ","True","выше среднего","Веб-разработка,eCommerce","21/12/2016 12:44:15","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0.1 Safari/602.2.14",5,2,"Киев",2900,NA,""
"4503",NA,"Software Engineer","Python","","2","0.25",1600,800,"Харьков","до 200 человек","Аутсорсинговая","мужской",20,"Незаконченное высшее","НТУ «ХПИ»","True","продвинутый","Веб-разработка","21/12/2016 12:47:03","Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTML, like Gecko) Version/10.0 Mobile/14C92 Safari/602.1",2,0.25,"Харьков",1600,NA,"DEV"
"4504",NA,"QA engineer","","General QA","2","2",900,150,"Киев","до 50 человек","Аутсорсинговая","мужской",26,"Высшее","НТУУ «КПИ»","False","средний","Финансы и банки,Корпоративные системы","21/12/2016 12:47:38","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0",2,2,"Киев",900,NA,"QA"
"4505",NA,"Junior Software Engineer","C#/.NET","","2","2",750,200,"Харьков","до 1000 человек","Аутсорсинговая","мужской",26,"Высшее","ХНУРЭ","False","средний","Desktop Applications,Веб-разработка","21/12/2016 12:48:06","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",2,2,"Харьков",750,NA,"DEV"
"4506",NA,"DevOps","","","10 и более лет","1.5",3000,500,"Днепр","до 50 человек","Стартап","мужской",36,"Высшее","Другой вуз","False","ниже среднего","Корпоративные системы,Другое","21/12/2016 12:48:59","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:50.0) Gecko/20100101 Firefox/50.0",10,1.5,"other",3000,NA,"ADM"
"4507",NA,"Technical Lead","Java","","5","1",3150,550,"Харьков","свыше 1000 человек","Аутсорсинговая","мужской",28,"Два высших","ХНУРЭ","False","средний","eCommerce","21/12/2016 12:49:19","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",5,1,"Харьков",3150,NA,"SDEV"
"4508",NA,"Software Engineer","SQL","","10 и более лет","2",2200,200,"Львов","свыше 1000 человек","Аутсорсинговая","мужской",35,"Высшее","НТУ «ХПИ»","False","средний","Финансы и банки,Другое","21/12/2016 12:52:41","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36",10,2,"Львов",2200,NA,"DEV"
"4509",NA,"QA Tech Lead","","General QA","7","3",3150,400,"Львов","до 50 человек","Продуктовая","мужской",28,"Высшее","ЛНУ им. Франко","False","выше среднего","Другое","21/12/2016 12:53:30","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",7,3,"Львов",3150,NA,"QA"
"4510",NA,"Designer","","","3","1.5",850,0,"Винница","до 200 человек","Аутсорсинговая","мужской",25,"Высшее","Другой вуз","False","ниже среднего","Android,iOS","21/12/2016 12:54:05","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",3,1.5,"other",850,NA,""
"4511",NA,"Software Engineer","Objective-C","","3","1",2220,1420,"Днепр","до 1000 человек","Продуктовая","мужской",23,"Высшее","ДНУ им. Гончара","False","средний","iOS","21/12/2016 12:54:05","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36",3,1,"other",2220,NA,"DEV"
"4512",NA,"Junior Software Engineer","JavaScript","","1","1",500,200,"Львов","свыше 1000 человек","Аутсорсинговая","женский",23,"Высшее","Львовская Политехника","False","выше среднего","Desktop Applications","21/12/2016 12:54:13","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36",1,1,"Львов",500,NA,"DEV"
"4513",NA,"Sysadmin","","","8","3",300,0,"Одесса","до 1000 человек","Продуктовая","мужской",27,"Высшее","ОНАС","False","выше среднего","Телекоммуникации","21/12/2016 12:55:36","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",8,3,"Одесса",300,NA,""
"4514",NA,"Junior Software Engineer","Java","","0.25","0.25",400,0,"Николаев","до 200 человек","Аутсорсинговая","мужской",22,"Незаконченное высшее","НТУУ «КПИ»","False","средний","Android","21/12/2016 12:57:23","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",0.25,0.25,"other",400,NA,"DEV"
"4515",NA,"Software Engineer","C#/.NET","","5","0.5",600,450,"Киев","до 50 человек","Аутсорсинговая","мужской",27,"Высшее","Другой вуз","False","ниже среднего","Веб-разработка","21/12/2016 12:58:07","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",5,0.5,"Киев",600,NA,"DEV"
"4516",NA,"Designer","","","10 и более лет","1",3500,0,"Киев","до 50 человек","Продуктовая","мужской",29,"Высшее","Другой вуз","False","продвинутый","Корпоративные системы","21/12/2016 13:00:09","Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_2 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) Version/10.0 Mobile/14A456 Safari/602.1",10,1,"Киев",3500,NA,""
"4517",NA,"Junior Software Engineer","JavaScript","","0.5","0.5",800,0,"Киев","до 50 человек","Продуктовая","мужской",29,"Два высших","НТУУ «КПИ»","False","средний","Веб-разработка","21/12/2016 13:00:27","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",0.5,0.5,"Киев",800,NA,"DEV"
"4518",NA,"Project manager","","","10 и более лет","10 и более лет",2800,100,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",34,"Высшее","ЖГТУ","False","выше среднего","Desktop Applications,Другое","21/12/2016 13:01:48","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",10,10,"Киев",2800,NA,"PM"
"4519",NA,"Talent Researcher","","","2","2",300,0,"Киев","до 10 человек","Стартап","мужской",21,"Высшее","КНУ им. Шевченко","True","выше среднего","iOS,Другое","21/12/2016 13:03:02","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",2,2,"Киев",300,NA,""
"4520",NA,"Senior Project Manager / Program Manager","","","7","1",4000,1000,"Киев","до 1000 человек","Продуктовая","мужской",29,"Два высших","ВНТУ","False","выше среднего","Gamedev","21/12/2016 13:03:08","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36",7,1,"Киев",4000,NA,"SPM"
"4521",NA,"System Architect","C#/.NET","","10 и более лет","8",4750,0,"Львов","до 1000 человек","Аутсорсинговая","мужской",34,"Высшее","ВНУ им. Даля","False","выше среднего","Веб-разработка,Корпоративные системы","21/12/2016 13:04:07","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",10,8,"Львов",4750,NA,"SDEV"
"4522",NA,"Junior Software Engineer","Python","","1","1",700,500,"Одесса","до 50 человек","Продуктовая","мужской",18,"Техникум / Колледж","","True","средний","Веб-разработка","21/12/2016 13:05:23","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1,1,"Одесса",700,NA,"DEV"
"4523",NA,"QA engineer","","Automation QA","3","2",1600,0,"Киев","свыше 1000 человек","Аутсорсинговая","женский",34,"Высшее","Другой вуз","False","средний","Веб-разработка,eCommerce","21/12/2016 13:05:43","Mozilla/5.0 (Windows NT 6.3; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0",3,2,"Киев",1600,NA,"QA"
"4524",NA,"Junior Software Engineer","C#/.NET","","0.5","0.5",300,0,"Харьков","до 200 человек","Продуктовая","мужской",21,"Незаконченное высшее","ХНУРЭ","True","выше среднего","Desktop Applications,Другое","21/12/2016 13:07:52","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",0.5,0.5,"Харьков",300,NA,"DEV"
"4525",NA,"Junior Software Engineer","JavaScript","","0.5","0.5",700,100,"Киев","до 50 человек","Продуктовая","мужской",29,"Высшее","НТУУ «КПИ»","False","средний","Веб-разработка,Другое","21/12/2016 13:07:53","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",0.5,0.5,"Киев",700,NA,"DEV"
"4526",NA,"DevOps","","","4","3",1400,0,"Киев","до 1000 человек","Аутсорсинговая","женский",25,"Высшее","НТУУ «КПИ»","False","средний","Веб-разработка","21/12/2016 13:08:33","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",4,3,"Киев",1400,NA,"ADM"
"4527",NA,"Sysadmin","","","10 и более лет","3",800,0,"Киев","до 200 человек","Продуктовая","мужской",36,"Высшее","Другой вуз","False","выше среднего","Корпоративные системы,Другое","21/12/2016 13:08:40","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36",10,3,"Киев",800,NA,""
"4528",NA,"Junior Software Engineer","Java","","0.5","0.5",550,550,"Львов","до 50 человек","Продуктовая","мужской",21,"Высшее","Львовская Политехника","False","средний","Веб-разработка,Корпоративные системы","21/12/2016 13:09:29","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",0.5,0.5,"Львов",550,NA,"DEV"
"4529",NA,"Software Engineer","Java","","1.5","1",1000,200,"Киев","до 10 человек","Продуктовая","мужской",27,"Кандидат","ВНУ им. Даля","False","средний","Телекоммуникации,eCommerce","21/12/2016 13:11:29","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36",1.5,1,"Киев",1000,NA,"DEV"
"4530",NA,"Designer","","","5","меньше 3 месяцев",4800,600,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",34,"Незаконченное высшее","Другой вуз","False","средний","Desktop Applications,Мультимедиа","21/12/2016 13:11:56","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36",5,0,"Киев",4800,NA,""
"4531",NA,"Junior Software Engineer","PHP","","0.25","меньше 3 месяцев",500,0,"Днепр","до 50 человек","Аутсорсинговая","мужской",22,"Техникум / Колледж","","True","средний","Веб-разработка","21/12/2016 13:13:08","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",0.25,0,"other",500,NA,"DEV"
"4532",NA,"Software Engineer","JavaScript","","3","0.5",3000,1000,"Львов","до 50 человек","Аутсорсинговая","мужской",25,"Высшее","ХНУ [г. Хмельницкий]","False","средний","Веб-разработка","21/12/2016 13:14:25","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.106 Safari/537.36",3,0.5,"Львов",3000,NA,"DEV"
"4533",NA,"Software Engineer","Java","","3","3",1550,200,"Львов","до 1000 человек","Аутстаффинговая","мужской",26,"Высшее","Львовская Политехника","False","средний","Веб-разработка","21/12/2016 13:14:57","Mozilla/5.0 (Linux; Android 6.0.1; SM-J500H Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36",3,3,"Львов",1550,NA,"DEV"
"4534",NA,"Technical Lead","Ruby/Rails","","9","2",2850,500,"Киев","до 50 человек","Продуктовая","мужской",30,"Высшее","КНУ им. Шевченко","False","выше среднего","Веб-разработка,eCommerce","21/12/2016 13:15:17","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/601.7.7 (KHTML, like Gecko) Version/9.1.2 Safari/601.7.7",9,2,"Киев",2850,NA,"SDEV"
"4535",NA,"Team lead","","","4","6",3200,0,"Харьков","до 50 человек","Аутсорсинговая","мужской",31,"Высшее","ХНУРЭ","False","выше среднего","Веб-разработка","21/12/2016 13:15:30","Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0",4,6,"Харьков",3200,NA,"PM"
