,Должность,Язык программирования,Специализация,Общий опыт работы,Опыт работы на текущем месте,Зарплата в месяц,Изменение зарплаты,Город,Размер компании,Тип компании,Пол,Возраст,Образование,Еще студент,Уровень английского,Предметная область,Дата заполнения,User-Agent
,Senior QA engineer,,Automation QA,2,0.5,1400,600,Харьков,до 50 человек,Аутстаффинговая,f,25,Высшее,False,средний,Веб-разработка,24/12/2013 12:53:38,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0
,Senior Software Engineer,PHP,,3.5,1,3500,500,Киев,до 10 человек,Продуктовая,m,29,Высшее,False,ниже среднего,Веб-разработка,24/12/2013 12:54:21,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,QA Tech Lead,,General QA,7,меньше 3 месяцев,3000,400,Киев,свыше 1000 человек,Аутсорсинговая,m,29,Высшее,False,продвинутый,"Embedded,Телекоммуникации",24/12/2013 12:54:38,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Junior QA engineer,,Automation QA,1,1,1000,400,Киев,до 1000 человек,Аутсорсинговая,m,23,Высшее,False,выше среднего,Веб-разработка,24/12/2013 12:57:06,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/30.0.1599.114 Chrome/30.0.1599.114 Safari/537.36"
,HR,,,1.5,0.5,550,350,Харьков,до 200 человек,Аутсорсинговая,f,24,Высшее,False,средний,Веб-разработка,24/12/2013 13:03:13,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Junior Software Engineer,Java,,меньше 3 месяцев,0.5,500,100,Харьков,до 200 человек,Аутсорсинговая,m,20,Незаконченное высшее,True,ниже среднего,"Gamedev,eCommerce",24/12/2013 13:04:23,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Software Engineer,PHP,,2,2,600,1000,Киев,до 10 человек,Другая,m,26,Высшее,False,элементарный,Веб-разработка,24/12/2013 13:05:53,Mozilla/5.0 (X11; Linux i686; rv:23.0) Gecko/20100101 Firefox/23.0
,Дизайнер,,,4,2,1700,200,Киев,до 1000 человек,Продуктовая,f,24,Высшее,False,средний,Другое,24/12/2013 13:06:02,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Software Engineer,Java,,2,1.5,1500,800,Киев,до 50 человек,Стартап,m,20,Незаконченное высшее,True,средний,Android,24/12/2013 13:07:30,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Software Engineer,Delphi,,1,1,800,200,Киев,до 10 человек,Продуктовая,m,24,Высшее,False,средний,Desktop Applications,24/12/2013 13:08:05,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Senior Project Manager / Program Manager,,,10 и более лет,1.5,2600,0,Харьков,до 200 человек,Аутсорсинговая,m,42,Кандидат,False,продвинутый,Другое,24/12/2013 13:12:34,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:26.0) Gecko/20100101 Firefox/26.0
,Junior QA engineer,,Automation QA,1,0.25,300,0,Львов,свыше 1000 человек,Аутсорсинговая,m,23,Высшее,False,средний,Корпоративные системы,24/12/2013 13:13:06,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Senior Software Engineer,C,,9,2,3000,200,Киев,до 50 человек,Аутсорсинговая,m,34,Кандидат,False,выше среднего,"Embedded,Телекоммуникации",24/12/2013 13:14:49,Opera/9.80 (Windows NT 5.1) Presto/2.12.388 Version/12.16
,Senior Software Engineer,Java,,6,2.5,2518,285,Киев,свыше 1000 человек,Аутстаффинговая,m,25,Высшее,False,средний,"Веб-разработка,Корпоративные системы",24/12/2013 13:23:16,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.69 Safari/537.36"
,Software Engineer,JavaScript,,3.5,2.5,2130,850,Киев,до 50 человек,Стартап,m,25,Высшее,False,выше среднего,Другое,24/12/2013 13:24:05,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Системный администратор,,,3,0.5,1000,400,Харьков,до 200 человек,Аутсорсинговая,m,26,Высшее,False,средний,Веб-разработка,24/12/2013 13:25:06,Mozilla/5.0 (X11; Linux x86_64; rv:17.0) Gecko/20130917 Firefox/17.0 Iceweasel/17.0.9
,Senior Software Engineer,JavaScript,,7.5,7.5,3800,2000,Киев,до 10 человек,Стартап,m,28,Незаконченное высшее,False,средний,"Веб-разработка,Другое",24/12/2013 13:25:09,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Junior QA engineer,,Automation QA,1.5,0.5,900,400,Киев,до 200 человек,Аутсорсинговая,f,22,Высшее,False,выше среднего,"Desktop Applications,Веб-разработка",24/12/2013 13:26:50,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Junior Software Engineer,JavaScript,,1.75,меньше 3 месяцев,800,300,Киев,до 200 человек,Аутсорсинговая,m,21,Незаконченное высшее,False,ниже среднего,Веб-разработка,24/12/2013 13:27:51,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Дизайнер,,,7,1,1800,300,Одесса,до 200 человек,Аутсорсинговая,m,27,Высшее,False,средний,Gamedev,24/12/2013 13:28:47,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Software Engineer,C,,7,4,2800,500,Киев,до 50 человек,Продуктовая,m,28,Высшее,False,средний,Embedded,24/12/2013 13:30:30,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.52 Safari/537.36"
,QA engineer,,Automation QA,3.5,2,1800,500,Харьков,свыше 1000 человек,Аутсорсинговая,m,28,Высшее,False,средний,"Корпоративные системы,Другое",24/12/2013 13:30:55,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,QA engineer,,Automation QA,меньше 3 месяцев,меньше 3 месяцев,1700,50,Харьков,до 1000 человек,Аутсорсинговая,f,26,Высшее,False,средний,Финансы и банки,24/12/2013 13:31:57,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:26.0) Gecko/20100101 Firefox/26.0
,Software Engineer,C#/.NET,,8,5,2500,200,Киев,до 1000 человек,Аутсорсинговая,f,29,Высшее,False,продвинутый,Корпоративные системы,24/12/2013 13:32:28,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Software Engineer,Java,,2.5,0.75,2700,0,Киев,свыше 1000 человек,Аутсорсинговая,m,28,Два высших,False,выше среднего,Финансы и банки,24/12/2013 13:34:06,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36"
,Junior QA engineer,,Manual QA,1.25,1.25,675,375,Львов,до 1000 человек,Аутсорсинговая,f,30,Высшее,False,выше среднего,Другое,24/12/2013 13:34:09,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:26.0) Gecko/20100101 Firefox/26.0
,Senior QA engineer,,Automation QA,3,0.25,2700,1100,Киев,до 50 человек,Стартап,m,27,Высшее,False,средний,Веб-разработка,24/12/2013 13:34:13,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.73.11 (KHTML, like Gecko) Version/7.0.1 Safari/537.73.11"
,QA engineer,,Automation QA,3,2,1250,200,Киев,до 1000 человек,Аутсорсинговая,m,24,Высшее,False,средний,,24/12/2013 13:36:50,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Iron/29.0.1600.1 Chrome/29.0.1600.1 Safari/537.36"
,Junior Software Engineer,Java,,0.25,меньше 3 месяцев,300,300,Киев,до 10 человек,Стартап,f,21,Незаконченное высшее,True,выше среднего,Android,24/12/2013 13:42:47,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Software Engineer,C++,,3,0.5,2200,900,Киев,до 200 человек,Аутсорсинговая,m,23,Незаконченное высшее,True,выше среднего,Системное программирование,24/12/2013 13:43:58,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/31.0.1650.63 Chrome/31.0.1650.63 Safari/537.36"
,Senior Software Engineer,C#/.NET,,7.5,6,2500,200,Киев,свыше 1000 человек,Аутстаффинговая,m,31,Высшее,False,средний,Веб-разработка,24/12/2013 13:44:47,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:25.0) Gecko/20100101 Firefox/25.0
,Software Engineer,Java,,4,0.75,2000,0,Донецк,до 1000 человек,Аутсорсинговая,m,29,Высшее,False,средний,"Веб-разработка,Корпоративные системы",24/12/2013 13:44:47,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Верстальщик,,,3,0.5,1450,0,Киев,до 1000 человек,Аутсорсинговая,m,27,Высшее,False,ниже среднего,eCommerce,24/12/2013 13:45:07,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:22.0) Gecko/20100101 Firefox/22.0
,Technical Lead,Java,,3,3,2200,1000,Харьков,до 50 человек,Аутсорсинговая,m,24,Высшее,False,ниже среднего,"Веб-разработка,Финансы и банки",24/12/2013 13:45:52,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.57 Safari/537.36 SUSE/31.0.1650.57"
,HR,,,1.25,меньше 3 месяцев,500,200,Харьков,до 10 человек,Аутсорсинговая,f,26,Высшее,False,ниже среднего,Gamedev,24/12/2013 13:52:31,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Sales manager,,,1,1,600,100,Харьков,до 50 человек,Аутсорсинговая,m,22,Высшее,False,выше среднего,"iOS,Другое",24/12/2013 13:54:27,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Software Engineer,Java,,3,1,1700,200,Харьков,до 200 человек,Аутсорсинговая,f,24,Высшее,False,средний,Android,24/12/2013 13:55:19,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Software Engineer,PHP,,2,0.75,1700,900,Одесса,до 10 человек,Продуктовая,m,21,Среднее,False,ниже среднего,Веб-разработка,24/12/2013 13:56:23,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:25.0) Gecko/20100101 Firefox/25.0
,System Architect / Системный архитектор,C#/.NET,,4,1.75,3200,500,Киев,до 50 человек,Продуктовая,m,24,Незаконченное высшее,False,средний,"iOS,Gamedev",24/12/2013 13:57:06,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Software Engineer,Other,,4,0.75,1500,0,Львов,свыше 1000 человек,Аутсорсинговая,m,27,Высшее,False,ниже среднего,Корпоративные системы,24/12/2013 13:58:45,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Senior Software Engineer,Java,,5.5,1,4600,300,Киев,до 10 человек,Продуктовая,m,25,Высшее,False,средний,"Веб-разработка,Другое",24/12/2013 13:59:18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.73.11 (KHTML, like Gecko) Version/7.0.1 Safari/537.73.11"
,QA engineer,,Manual QA,2,2,855,333,Львов,до 1000 человек,Аутсорсинговая,m,26,Высшее,False,продвинутый,Desktop Applications,24/12/2013 14:09:49,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Software Engineer,SQL,,3,2,700,800,Киев,до 10 человек,Другая,m,25,Высшее,False,ниже среднего,Desktop Applications,24/12/2013 14:10:44,Mozilla/5.0 (Windows NT 6.1; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
,Senior Software Engineer,Java,,6.5,0.5,3000,500,Днепропетровск,свыше 1000 человек,Аутсорсинговая,m,25,Высшее,False,выше среднего,"Веб-разработка,eCommerce",24/12/2013 14:11:43,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,QA engineer,,General QA,1.75,1,550,625,Харьков,до 10 человек,Продуктовая,m,23,Высшее,False,средний,Веб-разработка,24/12/2013 14:11:53,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,DBA / Администратор баз данных,,,10 и более лет,10 и более лет,400,0,Донецк,до 10 человек,Другая,f,40,Два высших,False,элементарный,Финансы и банки,24/12/2013 14:14:53,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Software Engineer,PHP,,2.5,0.25,950,500,Николаев,до 1000 человек,Аутсорсинговая,m,27,Высшее,False,средний,"Системное программирование,Корпоративные системы",24/12/2013 14:15:50,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36 OPR/18.0.1284.68"
,Software Engineer,Java,,2.5,0.75,1800,900,Львов,до 50 человек,Продуктовая,m,25,Высшее,False,ниже среднего,"Веб-разработка,Корпоративные системы",24/12/2013 14:16:02,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Senior Software Engineer,PHP,,6,4,2000,0,Киев,до 10 человек,Аутсорсинговая,m,35,Высшее,False,элементарный,Веб-разработка,24/12/2013 14:16:48,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.57 Safari/537.36"
,QA engineer,,Manual QA,1.25,0.25,1480,750,Киев,до 1000 человек,Аутсорсинговая,m,24,Высшее,False,средний,eCommerce,24/12/2013 14:16:53,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Junior Software Engineer,C#/.NET,,1.5,1.5,1250,500,Киев,до 50 человек,Продуктовая,m,30,Высшее,False,продвинутый,Desktop Applications,24/12/2013 14:18:06,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Senior Software Engineer,PHP,,3.5,0.25,3000,2000,Киев,до 50 человек,Продуктовая,m,23,Высшее,False,продвинутый,Веб-разработка,24/12/2013 14:18:49,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
,Team lead,,,10 и более лет,3,2500,0,Харьков,до 200 человек,Продуктовая,m,32,Высшее,False,ниже среднего,"Веб-разработка,Корпоративные системы",24/12/2013 14:19:01,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
