"Должность","Язык.программирования","Специализация","Общий.опыт.работы","Опыт.работы.на.текущем.месте","Зарплата.в.месяц","Изменение.зарплаты","Город","Размер.компании","Тип.компании","Пол","Возраст","Образование","Еще.студент","Уровень.английского","Предметная.область","Дата.заполнения","User.Agent","exp","current_job_exp","loc","salary","Валюта","cls"
"4398","Software Engineer","1С","","6","2",560,160,"Киев","до 10 человек","Продуктовая","мужской",30,"Высшее","False","ниже среднего","Финансы и банки","25/05/2015 09:57:45","Opera/9.80 (Windows NT 6.1; Win64; x64) Presto/2.12.388 Version/12.17",6,2,"Киев",560,NA,"DEV"
"4399","Software Engineer","1С","","9","4",900,100,"Киев","до 200 человек","Продуктовая","мужской",29,"Высшее","False","средний","Веб-разработка,Корпоративные системы","25/05/2015 10:11:09","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36",9,4,"Киев",900,NA,"DEV"
"4400","Junior Software Engineer","Java","","2","1.5",450,550,"Николаев","до 50 человек","Аутсорсинговая","мужской",25,"Высшее","False","ниже среднего","Веб-разработка","25/05/2015 10:14:02","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36",2,1.5,"other",450,NA,"DEV"
"4401","Software Engineer","Java","","2","2",960,180,"Львов","свыше 1000 человек","Аутстаффинговая","мужской",23,"Высшее","False","средний","Веб-разработка,Корпоративные системы","25/05/2015 10:19:47","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36",2,2,"Львов",960,NA,"DEV"
"4402","Senior Software Engineer","SQL","","4","1.5",3000,500,"Харьков","до 200 человек","Аутсорсинговая","мужской",28,"Высшее","False","средний","Веб-разработка,Корпоративные системы","25/05/2015 10:19:56","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36",4,1.5,"Харьков",3000,NA,"DEV"
"4403","Support","","","7","3",1300,0,"Винница","до 1000 человек","Аутсорсинговая","мужской",29,"Высшее","False","ниже среднего","Телекоммуникации,Корпоративные системы","25/05/2015 10:25:50","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0",7,3,"other",1300,NA,""
"4404","HR","","","5","1.5",1150,-250,"Харьков","до 50 человек","Продуктовая","женский",32,"Высшее","False","ниже среднего","Другое","25/05/2015 10:39:06","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36",5,1.5,"Харьков",1150,NA,""
"4405","Software Engineer","SQL","","10 и более лет","2",750,150,"Винница","до 200 человек","Аутсорсинговая","мужской",33,"Высшее","False","ниже среднего","Телекоммуникации,Корпоративные системы","25/05/2015 10:40:23","Mozilla/5.0 (Windows NT 6.3; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0",10,2,"other",750,NA,"DEV"
"4406","Software Engineer","Java","","8","3",2100,200,"Другой","до 1000 человек","Аутсорсинговая","мужской",25,"Высшее","False","средний","Веб-разработка","25/05/2015 10:46:52","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36",8,3,"other",2100,NA,"DEV"
"4407","Junior Software Engineer","SQL","","1","1",1200,600,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",23,"Высшее","False","средний","Финансы и банки","25/05/2015 10:47:30","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36",1,1,"Киев",1200,NA,"DEV"
"4408","Junior Software Engineer","C#/.NET","","0.5","0.5",800,0,"Киев","до 50 человек","Аутсорсинговая","мужской",24,"Высшее","False","выше среднего","Веб-разработка","25/05/2015 10:47:56","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36",0.5,0.5,"Киев",800,NA,"DEV"
"4409","Senior QA engineer","","General QA","10 и более лет","4",2700,50,"Киев","до 1000 человек","Аутстаффинговая","мужской",35,"Высшее","False","выше среднего","Веб-разработка,Корпоративные системы","25/05/2015 10:49:25","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",10,4,"Киев",2700,NA,"QA"
"4410","QA engineer","","Automation QA","1","1",600,200,"Одесса","до 50 человек","Продуктовая","женский",27,"Высшее","False","выше среднего","","25/05/2015 10:51:22","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36",1,1,"Одесса",600,NA,"QA"
"4411","Software Engineer","Java","","7","2",2900,200,"Киев","свыше 1000 человек","Аутстаффинговая","мужской",29,"Высшее","False","средний","Финансы и банки","25/05/2015 10:57:25","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",7,2,"Киев",2900,NA,"DEV"
"4412","Senior Software Engineer","Other","","7","7",1550,100,"Житомир","до 1000 человек","Аутстаффинговая","мужской",29,"Высшее","False","выше среднего","Desktop Applications","25/05/2015 11:01:12","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36",7,7,"other",1550,NA,"DEV"
"4413","QA engineer","","General QA","4","2",1500,600,"Харьков","до 1000 человек","Аутсорсинговая","мужской",24,"Высшее","False","средний","Веб-разработка,Другое","25/05/2015 11:02:02","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36",4,2,"Харьков",1500,NA,"QA"
"4414","Software Engineer","Java","","4","1",2700,0,"Одесса","свыше 1000 человек","Аутсорсинговая","мужской",25,"Высшее","False","ниже среднего","Другое","25/05/2015 11:03:24","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36",4,1,"Одесса",2700,NA,"DEV"
"4415","Junior Software Engineer","JavaScript","","0.5","0.5",500,0,"Черкассы","до 50 человек","Аутсорсинговая","мужской",23,"Высшее","False","выше среднего","Веб-разработка","25/05/2015 11:03:53","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36",0.5,0.5,"other",500,NA,"DEV"
"4416","Project manager","","","6","1.5",730,-1020,"Киев","до 10 человек","Другая","мужской",30,"Высшее","False","средний","Финансы и банки,Корпоративные системы","25/05/2015 11:05:53","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Dragon/36.1.1.22 Chrome/36.0.1985.97 Safari/537.36",6,1.5,"Киев",730,NA,"PM"
"4417","Project manager","","","2","2",2000,1000,"Львов","до 1000 человек","Аутсорсинговая","женский",29,"Высшее","False","выше среднего","iOS,Desktop Applications","25/05/2015 11:08:21","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36",2,2,"Львов",2000,NA,"PM"
"4418","QA Tech Lead","","Manual QA","8","6",1900,-250,"Киев","до 50 человек","Продуктовая","женский",33,"Два высших","False","выше среднего","Desktop Applications,Другое","25/05/2015 11:08:52","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36",8,6,"Киев",1900,NA,"QA"
"4419","Junior Software Engineer","C++","","меньше 3 месяцев","меньше 3 месяцев",500,0,"Харьков","до 50 человек","Продуктовая","мужской",20,"Высшее","True","выше среднего","iOS,Gamedev","25/05/2015 11:10:00","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0",0,0,"Харьков",500,NA,"DEV"
"4420","Senior Software Engineer","C#/.NET","","9","2",3500,300,"Киев","до 50 человек","Аутстаффинговая","мужской",31,"Высшее","False","средний","Веб-разработка","25/05/2015 11:22:52","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36",9,2,"Киев",3500,NA,"DEV"
"4421","HR","","","2","2",450,0,"Львов","до 200 человек","Аутсорсинговая","женский",28,"Высшее","False","выше среднего","Другое","25/05/2015 11:25:43","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36",2,2,"Львов",450,NA,""
"4422","QA engineer","","Manual QA","2","2",160,-300,"Днепр.","до 50 человек","Аутсорсинговая","мужской",23,"Высшее","False","ниже среднего","","25/05/2015 11:26:38","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.89 Safari/537.36 OPR/28.0.1750.48",2,2,"Днепр.",160,NA,"QA"
"4423","Software Engineer","PHP","","3","3",1900,500,"Харьков","до 200 человек","Продуктовая","мужской",23,"Техникум / Колледж","False","элементарный","Веб-разработка","25/05/2015 11:27:03","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.91 Safari/537.36",3,3,"Харьков",1900,NA,"DEV"
"4424","Software Engineer","Java","","4","4",500,50,"Сумы","свыше 1000 человек","Аутсорсинговая","мужской",27,"Высшее","False","ниже среднего","Телекоммуникации","25/05/2015 11:30:15","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0",4,4,"other",500,NA,"DEV"
"4425","Software Engineer","1С","","2","2",400,100,"Днепр.","до 10 человек","Другая","мужской",24,"Высшее","False","средний","Корпоративные системы","25/05/2015 11:37:08","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36",2,2,"Днепр.",400,NA,"DEV"
"4426","QA Tech Lead","","Manual QA","4","2",2500,800,"Львов","до 200 человек","Аутсорсинговая","мужской",28,"Среднее","False","выше среднего","Desktop Applications,Веб-разработка","25/05/2015 11:37:52","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36",4,2,"Львов",2500,NA,"QA"
"4427","HR","","","1","1",300,250,"Луцк","до 200 человек","Аутсорсинговая","женский",25,"Высшее","False","продвинутый","Веб-разработка","25/05/2015 11:41:22","Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.99 Safari/537.36",1,1,"other",300,NA,""
"4428","Junior Software Engineer","Java","","меньше 3 месяцев","меньше 3 месяцев",500,0,"Харьков","до 10 человек","Стартап","мужской",24,"Высшее","True","ниже среднего","Веб-разработка,Корпоративные системы","25/05/2015 11:42:02","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36",0,0,"Харьков",500,NA,"DEV"
"4429","Верстальщик","","","6","3",3000,500,"Киев","до 200 человек","Продуктовая","мужской",30,"Два высших","False","средний","Веб-разработка","25/05/2015 11:42:03","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36",6,3,"Киев",3000,NA,""
"4430","DevOps","","","5","1",2350,0,"Львов","свыше 1000 человек","Аутсорсинговая","мужской",29,"Высшее","False","продвинутый","Финансы и банки,Корпоративные системы","25/05/2015 11:44:06","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36",5,1,"Львов",2350,NA,"ADM"
"4431","Бизнес-аналитик","","","3","1",2200,0,"Киев","свыше 1000 человек","Продуктовая","мужской",29,"Два высших","False","продвинутый","Телекоммуникации","25/05/2015 11:45:52","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36",3,1,"Киев",2200,NA,""
"4432","QA Tech Lead","","Automation QA","8","меньше 3 месяцев",4000,1200,"Львов","до 10 человек","Продуктовая","мужской",31,"Два высших","False","продвинутый","iOS,Веб-разработка","25/05/2015 11:48:59","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36",8,0,"Львов",4000,NA,"QA"
"4433","Technical Lead","PHP","","10 и более лет","1",2700,0,"Львов","свыше 1000 человек","Аутсорсинговая","мужской",45,"Высшее","False","продвинутый","Веб-разработка,Другое","25/05/2015 11:49:23","Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:37.0) Gecko/20100101 Firefox/37.0",10,1,"Львов",2700,NA,"SDEV"
"4434","Системный администратор","","","6","2",400,0,"Киев","до 10 человек","Стартап","мужской",29,"Высшее","False","выше среднего","Телекоммуникации,Корпоративные системы","25/05/2015 11:53:50","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0",6,2,"Киев",400,NA,"ADM"
"4435","HR","","","10 и более лет","7",500,0,"Одесса","до 200 человек","Продуктовая","женский",43,"Два высших","False","средний","Другое","25/05/2015 11:54:28","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",10,7,"Одесса",500,NA,""
